gene1	gene2	gene3	gene4	gene5	gene6	gene7	gene8	gene9	gene10	gene11	gene12	gene13	gene14	gene15	gene16	gene17	gene18	gene19	gene20	gene21	gene22	gene23	gene24	gene25	gene26	gene27	gene28	gene29	gene30	gene31	gene32	gene33	gene34	gene35	gene36	gene37	gene38	gene39	gene40	gene41	gene42	gene43	gene44	gene45	gene46	gene47	gene48	gene49	gene50	gene51	gene52	gene53	gene54	gene55	gene56	gene57	gene58	gene59	gene60	gene61	gene62	gene63	gene64	gene65	gene66	gene67	gene68	gene69	gene70	gene71	gene72	gene73	gene74	gene75	gene76	gene77	gene78	gene79	gene80	gene81	gene82	gene83	gene84	gene85	gene86	gene87	gene88	gene89	gene90	gene91	gene92	gene93	gene94	gene95	gene96	gene97	gene98	gene99	gene100
112	1.13142	1.90932	1.19009	1.09744	1.76105	0.95013	1.1367	1.49101	1.42761	0.98865	0.99598	1.08521	1.46587	1.22831	0.93955	1.38725	1.49997	1.11588	1.77961	1.18354	1.39655	1.16675	1.20921	1.63977	1.28409	1.14829	1.08339	0.80832	1.98493	1.69499	1.44194	1.38821	1.69247	1.24139	1.17165	1.32416	1.6257	1.07527	1.5364	1.26198	1.06402	1.00104	1.57368	1.99715	1.01139	1.24931	1.47021	1.01757	1.70812	1.24914	1.07395	1.50294	1.52205	1.33234	1.26868	1.12226	1.40117	1.76348	1.29741	1.16692	1.45596	1.13437	1.67747	1.64564	1.25028	1.13225	1.1573	1.52226	1.11618	1.37162	1.44067	1.70252	1.08847	1.26493	0.87714	1.47435	1.45973	1.20508	1.29891	1.02001	1.2176	1.46823	1.00048	1.08315	1.15656	1.80961	1.79098	1.54435	0.91495	1.36835	1.20441	1.02472	1.03516	1.28606	1.21754	0.95763	1.36081	1.41917	1.29892	1.66411
114	1.09662	1.88334	1.22152	1.05703	1.76685	0.92907	1.11661	1.43724	1.41072	1.00116	1.04136	1.07824	1.51823	1.23651	0.91027	1.39736	1.66824	1.0564	1.80271	1.18176	1.42701	1.14325	1.14789	1.59496	1.26587	1.17115	1.0493	0.80233	1.98101	1.7144	1.48393	1.40223	1.71063	1.19073	1.1844	1.3273	1.68665	1.05369	1.59053	1.21368	1.1019	1.04239	1.59616	1.97934	1.01071	1.29862	1.4205	1.00632	1.65837	1.27427	1.13771	1.52606	1.50436	1.25342	1.26862	1.11937	1.39069	1.71585	1.29798	1.1179	1.50078	1.16853	1.68869	1.67125	1.20776	1.06854	1.13545	1.55346	1.15743	1.29545	1.40015	1.73682	1.08188	1.29481	0.92143	1.44314	1.46657	1.13258	1.2857	1.04469	1.13231	1.48135	0.98633	1.08034	1.14917	1.83344	1.83689	1.50142	0.85633	1.31765	1.14945	1.0456	1.09033	1.32684	1.24513	0.96907	1.29312	1.43846	1.34322	1.65575
115	1.10126	1.89329	1.19642	1.05582	1.75343	0.92635	1.09562	1.48578	1.43107	0.98791	1.02443	1.11326	1.49648	1.27313	0.90337	1.37277	1.67425	1.03244	1.8172	1.13492	1.4308	1.142	1.09924	1.57624	1.29023	1.18762	1.04501	0.79829	1.99156	1.74012	1.47862	1.4016	1.67459	1.18045	1.1721	1.30999	1.72701	1.04364	1.60253	1.22018	1.09051	1.05224	1.58888	1.95491	1.02727	1.28884	1.39103	1.00639	1.67523	1.30524	1.06516	1.51411	1.55439	1.27046	1.27322	1.14414	1.38816	1.69917	1.27641	1.07223	1.50511	1.139	1.75755	1.66955	1.2161	1.09148	1.11676	1.56403	1.12451	1.23843	1.41967	1.76144	1.09436	1.29462	0.89472	1.47043	1.50828	1.15587	1.27657	1.03868	1.15873	1.45743	0.97239	1.11002	1.15407	1.79213	1.82125	1.49976	0.86918	1.34411	1.10757	0.99663	1.04448	1.34713	1.239	0.9428	1.29113	1.41346	1.35722	1.63624
117	1.03452	1.86771	1.22433	1.06017	1.78875	0.96236	1.09698	1.48077	1.3092	1.03552	1.0345	1.09741	1.51002	1.27947	0.94703	1.34478	1.68018	1.0699	1.7242	1.14301	1.43814	1.13652	1.05926	1.58158	1.25698	1.19275	1.04886	0.87625	2.0597	1.71909	1.51344	1.43547	1.72865	1.1988	1.20173	1.32088	1.72424	1.03633	1.54564	1.18858	1.11296	1.02231	1.54148	2.03092	1.00969	1.2612	1.3458	1.04507	1.70859	1.26504	1.11373	1.47755	1.51659	1.32598	1.28168	1.1681	1.42812	1.72837	1.33815	1.05666	1.49489	1.09912	1.69578	1.66778	1.19505	1.09776	1.12933	1.50245	1.20376	1.25573	1.3754	1.74675	1.09336	1.21194	0.85832	1.44304	1.49331	1.15631	1.28634	0.98856	1.18106	1.45485	1.03506	1.12477	1.12761	1.82866	1.79364	1.5548	0.79284	1.3529	1.1496	0.91234	1.05896	1.29728	1.30615	0.94782	1.29963	1.3782	1.38689	1.60134
122	1.09272	1.86148	1.25559	1.17333	1.64939	0.99963	0.92549	1.42176	1.44466	1.13936	1.01524	1.14624	1.44321	1.21048	1.0298	1.28065	1.70302	1.13115	1.85903	1.06793	1.26848	1.07806	1.10257	1.56164	1.22776	1.15403	1.03802	0.88946	1.81244	1.68198	1.55958	1.39674	1.7741	1.17071	1.18109	1.29746	1.57875	1.05087	1.57795	1.18968	1.04972	1.08487	1.40471	1.8695	1.04416	1.21342	1.44493	1.00351	1.55671	1.24181	1.12853	1.34248	1.63674	1.33536	1.35686	1.16893	1.37539	1.73127	1.20147	1.12752	1.48921	1.21712	1.731	1.7558	1.30104	1.14529	1.1651	1.54136	1.0897	1.32306	1.36083	1.7432	1.14145	1.32832	0.80273	1.46205	1.52063	1.3114	1.38175	0.96724	1.30036	1.4372	0.98108	1.18226	1.06975	1.76958	1.90143	1.52854	0.85633	1.27454	1.19642	0.80192	1.00676	1.36987	1.25343	0.97701	1.34819	1.39618	1.38012	1.6889
123	1.09985	1.85788	1.24014	1.15759	1.67933	0.9756	0.97096	1.40575	1.42486	1.15277	1.02343	1.12497	1.44061	1.21466	1.01894	1.24545	1.67722	1.15266	1.85687	1.05918	1.26026	1.09196	1.08504	1.59959	1.20054	1.15512	1.00052	0.89854	1.79453	1.70502	1.49651	1.44833	1.79831	1.17442	1.19186	1.3297	1.57142	1.01153	1.55912	1.21982	1.08545	1.09559	1.38137	1.86963	1.02293	1.20593	1.47278	1.0095	1.57557	1.25	1.14253	1.34892	1.62715	1.31985	1.38346	1.15056	1.34434	1.72006	1.22247	1.08839	1.50331	1.21199	1.72614	1.72938	1.24035	1.18969	1.1244	1.52888	1.1106	1.29304	1.34851	1.82305	1.12469	1.33368	0.82412	1.44051	1.56581	1.34216	1.36244	1.01743	1.29484	1.43235	1.01357	1.19236	1.05732	1.77106	1.89222	1.5423	0.87682	1.29229	1.17452	0.83388	1.0287	1.3842	1.26007	0.9868	1.36517	1.39762	1.38873	1.66063
124	1.08244	1.86028	1.26618	1.11812	1.70064	1.00989	0.98364	1.42822	1.41567	1.12958	1.02853	1.09807	1.44929	1.20811	1.04099	1.2513	1.63533	1.17218	1.85201	1.05091	1.27842	1.1086	1.07719	1.6027	1.20735	1.13074	0.98611	0.90281	1.78082	1.70409	1.50949	1.48372	1.80052	1.17764	1.26642	1.32561	1.56948	0.99132	1.57106	1.25331	1.10604	1.08529	1.38651	1.87457	1.02784	1.18412	1.45153	0.98454	1.56038	1.21102	1.15838	1.33786	1.62359	1.30218	1.36126	1.16621	1.34963	1.72007	1.21405	1.0746	1.51004	1.25064	1.77455	1.75393	1.20809	1.19721	1.14401	1.52424	1.14621	1.32063	1.4017	1.84258	1.12038	1.34913	0.83858	1.41302	1.58043	1.34069	1.34411	1.02717	1.30897	1.41707	1.06965	1.2502	1.07144	1.77581	1.8973	1.5332	0.91691	1.33956	1.15404	0.85412	1.02227	1.33859	1.268	1.02531	1.40851	1.38879	1.38065	1.66079
126	1.09193	1.86929	1.28116	1.09602	1.60161	0.9917	1.03364	1.41682	1.44486	1.1002	1.03242	1.07892	1.40363	1.19603	0.98259	1.26721	1.62548	1.11794	1.86924	1.03877	1.27856	1.06483	1.02788	1.56832	1.20592	1.18532	0.95414	0.89817	1.83265	1.75232	1.57514	1.45417	1.81719	1.2098	1.27248	1.3254	1.57272	1.04806	1.63829	1.23525	1.04228	1.09245	1.39333	1.84182	1.03151	1.18869	1.40058	1.04634	1.54354	1.20849	1.05387	1.4761	1.55179	1.22024	1.36228	1.1568	1.38317	1.71158	1.2027	1.10253	1.46462	1.17242	1.82792	1.7845	1.21184	1.19017	1.14377	1.52596	1.11735	1.33988	1.40199	1.82302	1.13885	1.37291	0.93157	1.42147	1.50347	1.35128	1.35399	1.02205	1.31678	1.38896	1.01058	1.16154	1.09382	1.73032	1.94243	1.55687	0.87176	1.31739	1.14285	0.91029	0.98955	1.31863	1.2619	0.9736	1.41776	1.39939	1.45118	1.62055
129	1.08168	1.7886	1.24884	1.05095	1.62775	1.01955	1.02975	1.45134	1.41019	1.04229	1.09147	1.09587	1.42652	1.23015	1.01435	1.26598	1.62763	1.1488	1.86745	1.14967	1.2842	1.13355	1.02802	1.55576	1.21446	1.1915	0.91043	0.91201	1.7313	1.76264	1.54224	1.49254	1.80209	1.19087	1.29465	1.23635	1.55665	1.04895	1.58533	1.24788	1.01725	1.03937	1.40345	1.87393	1.04484	1.13519	1.42578	1.07587	1.58891	1.16234	1.07353	1.51528	1.49364	1.28612	1.29974	1.09098	1.44169	1.73191	1.2033	1.10536	1.4355	1.23627	1.81697	1.73685	1.23612	1.1771	1.14749	1.54363	1.10286	1.30912	1.40753	1.78149	1.15144	1.339	0.91445	1.38392	1.50667	1.32814	1.31433	1.02299	1.25013	1.40073	1.01171	1.16526	1.13308	1.7393	1.97155	1.53401	0.85338	1.32476	1.17403	0.90436	1.06063	1.3759	1.21156	0.95936	1.47392	1.37243	1.52132	1.65889
130	1.09422	1.78853	1.22469	1.03035	1.59613	0.99601	1.0372	1.42915	1.45254	1.03558	1.04567	1.11313	1.41444	1.23445	1.03009	1.28383	1.59994	1.18482	1.87892	1.17896	1.28831	1.12132	1.03197	1.60209	1.22758	1.18584	0.93909	0.90187	1.69766	1.74681	1.54641	1.49659	1.82224	1.16358	1.26651	1.24304	1.51772	1.04544	1.55192	1.2736	0.99733	1.02918	1.40282	1.84441	1.04909	1.16431	1.42675	1.04943	1.59211	1.19566	1.06408	1.4948	1.50544	1.21143	1.30191	1.12601	1.44811	1.74962	1.22259	1.07804	1.45503	1.26728	1.82584	1.7565	1.23338	1.17124	1.12085	1.51749	1.18516	1.31456	1.39604	1.7484	1.17122	1.31341	0.88616	1.38716	1.50049	1.2736	1.30385	1.01012	1.25608	1.41864	1.05913	1.14983	1.15761	1.7431	1.97421	1.54052	0.84879	1.28681	1.1555	0.90635	0.9768	1.36377	1.2139	0.95032	1.4429	1.37279	1.51751	1.61091
132	1.10658	1.84711	1.26303	1.11221	1.58587	1.03249	1.04898	1.43825	1.54215	1.0465	1.07613	1.06176	1.45997	1.22167	1.04587	1.26468	1.62273	1.14907	1.84668	1.16481	1.30825	1.15757	1.06637	1.64247	1.29807	1.21201	1.01386	0.90621	1.66712	1.73604	1.61418	1.50719	1.81095	1.18008	1.25818	1.24133	1.56295	1.04948	1.53941	1.26108	1.00784	1.00194	1.48044	1.87136	1.09352	1.18634	1.34727	1.06197	1.57413	1.15923	1.00064	1.52657	1.54615	1.23953	1.25476	1.11432	1.50365	1.78559	1.22804	1.07726	1.46049	1.28679	1.81305	1.75451	1.22997	1.16445	1.11416	1.47909	1.20986	1.29682	1.40648	1.76153	1.17972	1.28034	0.93039	1.39721	1.48694	1.2579	1.28305	0.95139	1.2217	1.38092	1.04161	1.13037	1.10184	1.74159	1.95845	1.53111	0.93018	1.36184	1.14461	0.9796	1.00597	1.32987	1.23708	0.9984	1.52265	1.36939	1.50995	1.59634
136	1.11414	1.79083	1.32705	1.1064	1.58914	1.03811	1.02723	1.38382	1.48131	1.04325	0.99794	1.12771	1.45312	1.20193	1.00168	1.2875	1.55798	1.10777	1.82454	1.16592	1.28409	1.10946	1.03817	1.66456	1.23056	1.19438	0.98261	0.9498	1.65996	1.69876	1.56421	1.48421	1.79309	1.07904	1.32595	1.16847	1.51427	0.99798	1.58227	1.25683	1.02152	1.07399	1.48848	1.83352	1.0956	1.1446	1.37484	1.08876	1.56379	1.2242	1.08741	1.48293	1.56759	1.25113	1.17469	1.06092	1.41701	1.852	1.27388	1.10677	1.42277	1.24578	1.80909	1.75803	1.24368	1.19701	1.17451	1.47413	1.11936	1.38916	1.36763	1.72666	1.05918	1.40161	0.87754	1.34485	1.53663	1.19675	1.30564	0.92415	1.2934	1.36986	1.03522	1.19382	1.06057	1.76969	1.8397	1.59665	0.89194	1.34296	1.19645	0.9416	1.04611	1.206	1.25202	0.93125	1.50723	1.41592	1.5104	1.50978
137	1.08573	1.76496	1.33052	1.12034	1.5958	1.0656	1.01005	1.38228	1.48713	1.06832	1.03837	1.10431	1.44811	1.17364	0.96003	1.27145	1.62029	1.11363	1.81166	1.15674	1.2734	1.15582	1.00936	1.65268	1.1956	1.18946	0.99595	0.94332	1.67025	1.69193	1.57812	1.49986	1.82533	1.02276	1.31546	1.15955	1.49885	0.99828	1.55514	1.26801	1.05939	1.12184	1.50316	1.82372	1.08551	1.15219	1.40085	1.08741	1.56736	1.23439	1.12338	1.46019	1.59771	1.20782	1.17128	1.08492	1.39017	1.8955	1.25424	1.12175	1.408	1.22873	1.78071	1.79383	1.27749	1.15137	1.19634	1.51156	1.09177	1.3995	1.40608	1.73915	0.98814	1.42798	0.88377	1.31884	1.53403	1.2144	1.31352	0.94676	1.34191	1.39142	1.00133	1.22821	1.05689	1.78588	1.81371	1.59496	0.9357	1.36194	1.13127	0.94807	1.03928	1.14535	1.26068	0.92257	1.52702	1.40423	1.54735	1.46157
141	1.15599	1.79383	1.40423	1.18107	1.59122	1.02936	1.02972	1.33094	1.47842	1.08678	1.06563	1.10072	1.44713	1.21473	0.9914	1.26423	1.57762	1.11988	1.80062	1.16237	1.2404	1.16824	1.02884	1.62963	1.21074	1.23331	0.94435	1.0106	1.65406	1.70584	1.55445	1.49758	1.82222	1.00067	1.31676	1.27127	1.56947	1.05138	1.57543	1.27622	1.07984	1.12949	1.5413	1.80717	1.11071	1.12345	1.44083	1.09806	1.49637	1.1837	1.01175	1.45658	1.58545	1.16243	1.06755	1.16347	1.31761	1.81448	1.30466	1.01726	1.37203	1.17477	1.73624	1.75221	1.29184	1.13738	1.22424	1.56282	1.09471	1.43694	1.37622	1.64627	0.99677	1.37074	0.84847	1.36428	1.58172	1.27107	1.31326	0.9425	1.25601	1.34526	1.05535	1.21022	1.05032	1.83301	1.87099	1.54684	0.87788	1.33714	1.15963	0.943	0.98016	1.16441	1.23274	0.9608	1.54026	1.42458	1.50905	1.56636
142	1.18764	1.80159	1.3886	1.11933	1.59234	1.0373	1.04014	1.33925	1.47983	1.06833	1.09192	1.08017	1.4208	1.20557	0.96749	1.29201	1.59645	1.16099	1.83651	1.20317	1.25756	1.16484	1.01786	1.63481	1.18279	1.22997	0.92089	1.01772	1.62823	1.70086	1.57231	1.48858	1.81674	0.98307	1.28296	1.22844	1.56196	1.06985	1.57903	1.27949	1.08601	1.14137	1.53296	1.7702	1.13363	1.16213	1.42794	1.08655	1.52372	1.14573	1.02474	1.42184	1.58619	1.13282	1.05155	1.14692	1.30046	1.78396	1.2308	0.96599	1.35572	1.17813	1.69328	1.73494	1.31157	1.12779	1.24573	1.56583	1.11336	1.44032	1.42422	1.5974	0.99503	1.38755	0.82539	1.37471	1.62079	1.31092	1.34133	0.94463	1.20024	1.36703	1.08376	1.17727	1.05053	1.86446	1.88999	1.547	0.87252	1.32923	1.15877	0.96496	0.93854	1.15841	1.24537	0.93284	1.53544	1.39666	1.51918	1.54316
143	1.16448	1.8064	1.44102	1.14506	1.61852	1.04344	1.04677	1.33424	1.49349	1.02985	1.03231	1.09472	1.46653	1.23079	0.90829	1.2896	1.58755	1.15399	1.80399	1.19508	1.30611	1.19235	1.06604	1.68251	1.1972	1.17849	0.91788	0.98092	1.62087	1.70643	1.55411	1.46605	1.83326	0.97896	1.29276	1.24436	1.53448	1.05128	1.64145	1.2968	1.0953	1.14111	1.47966	1.79617	1.11969	1.18622	1.40676	1.09518	1.50194	1.16236	1.00081	1.42063	1.58087	1.14949	1.12139	1.14748	1.34978	1.78012	1.23947	1.01949	1.37503	1.12628	1.71343	1.74163	1.34949	1.12671	1.21152	1.56118	1.14383	1.44127	1.42905	1.67245	1.02353	1.3974	0.90036	1.37059	1.58657	1.29948	1.29633	0.96987	1.2417	1.37551	1.05852	1.17499	1.03398	1.81658	1.89107	1.56266	0.93477	1.32177	1.15673	0.92531	0.97916	1.17014	1.22875	0.98719	1.53167	1.38289	1.49748	1.60363
144	1.16431	1.83606	1.41164	1.13552	1.61194	1.00345	1.03678	1.34108	1.51644	1.04205	1.04022	1.05915	1.4411	1.18943	0.90733	1.31813	1.60704	1.09131	1.82917	1.18049	1.29712	1.2164	1.05471	1.69295	1.18259	1.18822	0.95182	0.96668	1.60723	1.7448	1.59475	1.49667	1.8387	0.94073	1.30526	1.25637	1.52429	1.07001	1.62127	1.25606	1.09657	1.16177	1.49777	1.79846	1.15199	1.18891	1.37494	1.12233	1.48928	1.15429	0.96149	1.43826	1.57796	1.12105	1.1419	1.1752	1.36485	1.75631	1.22449	0.99945	1.40531	1.16504	1.69959	1.74748	1.36361	1.14289	1.19905	1.59805	1.17423	1.45927	1.45084	1.63436	1.03875	1.38089	0.89328	1.3832	1.55168	1.30478	1.32124	0.97237	1.28023	1.35822	1.01027	1.20857	1.0375	1.84985	1.87395	1.53541	0.97555	1.27321	1.12416	0.90449	0.9756	1.13663	1.20257	0.98019	1.56228	1.42608	1.50111	1.61555
145	1.16482	1.85986	1.37607	1.13194	1.5641	0.95575	1.07223	1.38134	1.51451	1.04833	0.98896	1.04373	1.44001	1.22282	0.9281	1.35588	1.59109	1.07002	1.80775	1.17598	1.30042	1.20137	1.03071	1.68905	1.13476	1.19372	0.96324	0.9178	1.58458	1.79245	1.66542	1.50037	1.83034	0.92532	1.31615	1.27426	1.52035	1.08087	1.54468	1.25025	1.18111	1.19194	1.47142	1.79239	1.14694	1.20462	1.36274	1.05711	1.46186	1.14374	0.99949	1.4566	1.5528	1.0876	1.14423	1.13788	1.40758	1.73475	1.21619	0.96655	1.45699	1.19141	1.71623	1.6912	1.34302	1.14014	1.17275	1.60437	1.18061	1.4734	1.47823	1.63784	1.01074	1.34446	0.87916	1.38893	1.52668	1.34106	1.36283	0.96533	1.25569	1.42371	1.07624	1.1985	1.05791	1.84549	1.86737	1.55602	0.99919	1.26807	1.15798	0.91814	0.96164	1.17454	1.22259	0.99758	1.54358	1.42921	1.51893	1.60186
147	1.19745	1.86371	1.36312	1.12578	1.57626	1.00249	1.03495	1.34784	1.5029	1.03662	1.00725	1.08124	1.49934	1.19094	0.94483	1.31931	1.54121	1.06037	1.82744	1.1987	1.23657	1.17664	1.01004	1.7064	1.12171	1.22394	0.90128	0.90762	1.53071	1.78568	1.64025	1.51948	1.87768	0.93133	1.39128	1.26395	1.49644	1.03187	1.5761	1.2517	1.17605	1.1872	1.46028	1.77742	1.13687	1.17409	1.38837	1.10456	1.50994	1.15443	1.0101	1.39497	1.57381	1.11172	1.16945	1.12835	1.43831	1.75095	1.23541	1.0322	1.4509	1.15315	1.69612	1.71409	1.32838	1.18122	1.1613	1.6516	1.22306	1.48197	1.45611	1.67771	1.01805	1.34332	0.85934	1.34661	1.52701	1.36987	1.28062	0.99725	1.31881	1.43922	1.02535	1.13614	1.03219	1.8201	1.84895	1.55102	0.99949	1.23072	1.14708	0.92538	0.94388	1.17066	1.22402	0.96614	1.60291	1.45914	1.52427	1.59858
150	0.98998	2.0554	1.09408	1.15953	1.75848	0.87027	0.95115	1.40093	1.48972	0.90531	1.19545	1.20592	1.33434	1.32161	1.05223	1.40122	1.49074	1.11203	1.94709	1.08184	1.45612	1.1127	1.13428	1.71676	1.22748	1.06552	1.15799	0.85602	1.94791	1.58456	1.5139	1.3445	1.77309	1.23529	1.1819	1.38205	1.62059	1.14824	1.48819	1.28003	1.10847	1.14913	1.54772	2.05587	1.00996	1.17642	1.46857	1.0905	1.5927	1.305	1.09095	1.43884	1.43075	1.35747	1.39543	1.18951	1.42956	1.75466	1.23813	1.25078	1.44316	1.04681	1.62716	1.64557	1.1126	1.09934	1.18297	1.54769	1.09654	1.31994	1.48966	1.70622	1.2148	1.29463	0.94733	1.42283	1.4113	1.24664	1.23671	1.06132	1.1769	1.45468	1.06751	1.07119	1.10678	1.65753	1.68091	1.52375	0.92569	1.31831	1.13187	1.02053	1.11566	1.2633	1.2122	1.01484	1.39331	1.41345	1.36586	1.74018
155	1.04656	2.03923	1.09827	1.12174	1.76351	0.86924	0.98843	1.402	1.48602	0.9172	1.10986	1.15222	1.38262	1.26895	1.03517	1.44814	1.46358	1.10773	1.85479	1.18942	1.37945	1.0903	1.1407	1.65553	1.26514	1.11556	1.12215	0.8258	1.92122	1.62163	1.51308	1.35918	1.79721	1.2399	1.18663	1.4205	1.63349	1.12753	1.5734	1.26055	1.11979	1.08027	1.55217	2.03264	1.00759	1.16511	1.48317	1.0348	1.62559	1.29301	1.09396	1.42829	1.48052	1.38404	1.39565	1.15088	1.44899	1.76319	1.26541	1.22985	1.45758	1.1128	1.62727	1.68498	1.199	1.07772	1.18789	1.52485	1.12035	1.31417	1.41382	1.6897	1.15925	1.3152	0.89406	1.39571	1.41633	1.27183	1.26697	1.08067	1.23569	1.49258	1.06355	1.11086	1.141	1.78777	1.76218	1.48485	0.90654	1.34327	1.25605	1.00913	1.10971	1.29498	1.2078	1.03752	1.40653	1.39615	1.36525	1.70835
156	1.08299	1.98061	1.09464	1.10677	1.79155	0.81345	1.0399	1.40582	1.46141	0.88909	1.10823	1.15384	1.38714	1.32882	1.03638	1.41967	1.44897	1.13115	1.84269	1.2211	1.3849	1.0489	1.14719	1.63952	1.27094	1.10483	1.11315	0.77252	1.95244	1.68144	1.51752	1.3215	1.77143	1.23314	1.1295	1.40369	1.6241	1.0636	1.58041	1.23361	1.13406	1.06974	1.51519	2.03368	1.04392	1.13109	1.45921	1.0598	1.64734	1.26279	1.0839	1.44644	1.48648	1.36965	1.38015	1.10605	1.42748	1.74473	1.29606	1.27183	1.47447	1.11759	1.62709	1.67699	1.20031	1.07486	1.22292	1.53885	1.17617	1.30033	1.39868	1.72013	1.15017	1.34591	0.88339	1.39125	1.42881	1.2612	1.23179	1.08517	1.21479	1.4837	1.00485	1.09284	1.17135	1.78522	1.77326	1.53905	0.84841	1.37988	1.22771	0.99618	1.08259	1.28351	1.24648	1.04138	1.44703	1.35812	1.37492	1.74203
160	1.06825	1.96024	1.20427	1.05727	1.78581	0.90716	1.13336	1.39169	1.46634	0.95537	1.09167	1.15083	1.44024	1.22035	0.95862	1.38315	1.49436	1.11504	1.81312	1.1963	1.40733	1.16324	1.18853	1.59961	1.24693	1.17585	1.0681	0.80794	1.98303	1.6538	1.45837	1.39724	1.68571	1.20332	1.16368	1.30777	1.62255	1.10581	1.54052	1.24804	1.09661	1.01331	1.56068	1.97342	1.03666	1.19699	1.45995	1.04034	1.66347	1.30665	1.07259	1.50761	1.49359	1.27959	1.31132	1.09333	1.37995	1.7135	1.3001	1.16607	1.49447	1.13331	1.64414	1.70475	1.21799	1.07685	1.1553	1.48221	1.17639	1.33726	1.39807	1.69481	1.14391	1.22327	0.84949	1.44907	1.46963	1.24893	1.33413	1.03761	1.20293	1.49325	1.01197	1.07848	1.16316	1.81007	1.81125	1.53912	0.93729	1.38353	1.23571	1.00371	1.05282	1.28126	1.17581	1.00635	1.34946	1.45738	1.32769	1.72302
161	1.10237	1.92883	1.17491	1.06964	1.80504	0.90265	1.11406	1.43915	1.47407	0.96754	1.06027	1.10783	1.44965	1.24375	0.94857	1.40065	1.49692	1.08738	1.77924	1.20236	1.405	1.14334	1.15867	1.62326	1.27231	1.16259	1.08259	0.83016	1.97133	1.68089	1.44721	1.3892	1.67313	1.19503	1.19241	1.31921	1.64178	1.07366	1.57302	1.23475	1.10587	1.04185	1.57882	1.95295	1.03278	1.21573	1.47366	1.01085	1.69677	1.32082	1.10015	1.47254	1.50402	1.25261	1.30951	1.11069	1.39446	1.70414	1.32472	1.17759	1.47888	1.11436	1.65127	1.6857	1.20227	1.0595	1.14415	1.50451	1.12302	1.36462	1.4061	1.70544	1.11795	1.25357	0.85504	1.4794	1.47018	1.2367	1.29276	1.06164	1.19279	1.48268	1.00705	1.06279	1.1418	1.82738	1.79942	1.53476	0.90644	1.37137	1.23469	1.03229	1.07664	1.27879	1.18716	0.98896	1.3374	1.45012	1.33668	1.70059
163	1.09581	1.89647	1.18725	1.07171	1.77943	0.9539	1.12491	1.45295	1.47925	1.01602	1.03359	1.08141	1.50665	1.2196	0.89735	1.38249	1.55495	1.10918	1.80634	1.19024	1.42583	1.16451	1.18017	1.60868	1.2575	1.15866	1.07894	0.79009	1.96792	1.67738	1.46566	1.41056	1.72599	1.24156	1.16895	1.28464	1.64631	1.07329	1.58876	1.26015	1.09287	1.02808	1.57555	2.00314	1.02018	1.2698	1.43861	1.01847	1.69079	1.27058	1.13703	1.51128	1.50975	1.32677	1.27122	1.11026	1.37936	1.73221	1.31106	1.1207	1.45382	1.11234	1.6819	1.6884	1.24596	1.10879	1.1675	1.5007	1.10066	1.3591	1.39596	1.72357	1.07565	1.27875	0.85388	1.4786	1.44748	1.21472	1.30116	1.06508	1.22024	1.49517	0.99088	1.09464	1.12299	1.79152	1.84627	1.52718	0.88123	1.33345	1.17291	1.00987	1.08951	1.29549	1.19554	1.00666	1.35699	1.41516	1.30932	1.69
164	1.12773	1.89567	1.1514	1.01752	1.78279	0.94332	1.11746	1.46419	1.46614	1.05024	1.08873	1.10969	1.50412	1.25834	0.91893	1.38792	1.6239	1.07072	1.79742	1.20632	1.45711	1.15285	1.14639	1.56631	1.29688	1.18224	1.02678	0.82711	1.99847	1.66038	1.48239	1.3987	1.74063	1.22271	1.19976	1.28874	1.68359	1.07877	1.61472	1.21695	1.14024	1.0339	1.52543	1.99449	1.01584	1.24287	1.45363	1.01489	1.70837	1.30404	1.13483	1.50094	1.49503	1.35479	1.2775	1.14568	1.4057	1.71489	1.3312	1.09489	1.46402	1.09736	1.69796	1.67619	1.24344	1.09743	1.14093	1.50083	1.10971	1.32236	1.351	1.74213	1.0643	1.27414	0.84625	1.45653	1.46781	1.20078	1.28884	1.05595	1.18935	1.45974	0.94677	1.07499	1.13969	1.76627	1.85698	1.54288	0.87468	1.29781	1.13992	1.02166	1.10402	1.35862	1.223	0.99549	1.33375	1.38606	1.32811	1.70383
165	1.10312	1.93363	1.19922	1.05339	1.76521	0.95558	1.12128	1.45724	1.43214	1.03809	1.01287	1.0739	1.49495	1.27967	0.9228	1.35961	1.67506	1.1088	1.76848	1.1353	1.48519	1.17984	1.09139	1.5931	1.2817	1.19979	1.03918	0.82162	2.0395	1.72696	1.4771	1.43767	1.65595	1.19991	1.17941	1.33919	1.70625	1.07899	1.54394	1.22667	1.06986	1.06923	1.58344	2.00026	1.0511	1.26433	1.37396	1.00112	1.69115	1.32215	1.05263	1.5221	1.48839	1.30411	1.26119	1.14987	1.4312	1.67389	1.31684	1.07836	1.45321	1.10457	1.74951	1.67286	1.22951	1.09154	1.10589	1.52022	1.11694	1.27735	1.36969	1.76172	1.13032	1.28594	0.87243	1.47011	1.50158	1.18761	1.31674	1.01374	1.21358	1.46695	0.96726	1.13278	1.11313	1.80885	1.84159	1.49086	0.85325	1.35172	1.11709	0.96487	1.09253	1.3668	1.26611	0.97159	1.29929	1.37542	1.32715	1.65223
