gene1	gene2	gene3	gene4	gene5	gene6	gene7	gene8	gene9	gene10	gene11	gene12	gene13	gene14	gene15	gene16	gene17	gene18	gene19	gene20	gene21	gene22	gene23	gene24	gene25	gene26	gene27	gene28	gene29	gene30	gene31	gene32	gene33	gene34	gene35	gene36	gene37	gene38	gene39	gene40	gene41	gene42	gene43	gene44	gene45	gene46	gene47	gene48	gene49	gene50	gene51	gene52	gene53	gene54	gene55	gene56	gene57	gene58	gene59	gene60	gene61	gene62	gene63	gene64	gene65	gene66	gene67	gene68	gene69	gene70	gene71	gene72	gene73	gene74	gene75	gene76	gene77	gene78	gene79	gene80	gene81	gene82	gene83	gene84	gene85	gene86	gene87	gene88	gene89	gene90	gene91	gene92	gene93	gene94	gene95	gene96	gene97	gene98	gene99	gene100
713	1.1236	1.93455	1.16364	1.0148	1.78224	1.14676	1.03962	1.34891	1.52445	0.92439	1.12822	1.22866	1.3864	1.26409	0.88549	1.36267	1.36832	0.97919	1.88883	1.13074	1.45463	1.18637	1.05101	1.48556	1.22073	1.09309	1.13833	0.84988	1.80369	1.57264	1.51004	1.34805	1.64633	1.25672	1.25149	1.36382	1.65928	1.02528	1.6818	1.27503	1.06443	1.12343	1.43552	2.00252	1.04503	1.24598	1.47589	1.01002	1.68925	1.27373	1.10948	1.47921	1.46088	1.25972	1.31483	1.1247	1.43533	1.73167	1.41742	1.24788	1.44759	1.19457	1.71093	1.61461	1.27643	1.16844	1.1735	1.50585	1.17396	1.41544	1.57858	1.7534	1.17521	1.33751	1.01813	1.41378	1.54481	1.40719	1.34392	0.96764	1.29056	1.55036	1.03466	1.10446	1.08759	1.72738	1.76791	1.51732	1.02021	1.3238	1.22216	0.96409	1.05058	1.30313	1.28153	0.8972	1.28551	1.39621	1.40274	1.52547
714	1.12356	1.95394	1.21711	1.02738	1.7094	1.10782	1.0172	1.31232	1.53332	0.94092	1.14997	1.20728	1.41116	1.25159	0.94793	1.3668	1.39919	0.95893	1.83177	1.13823	1.47326	1.13651	0.99903	1.50443	1.22423	1.08218	1.12726	0.82848	1.82574	1.52801	1.52349	1.41782	1.62555	1.2466	1.27325	1.36823	1.63706	1.0026	1.63038	1.22814	1.06403	1.1158	1.42959	1.99294	1.0701	1.27653	1.5091	1.01773	1.71302	1.32307	1.15169	1.50052	1.4493	1.26057	1.29383	1.13567	1.45798	1.75839	1.44047	1.26824	1.52274	1.18915	1.70343	1.65787	1.29448	1.16004	1.1645	1.51785	1.19554	1.42023	1.52571	1.71706	1.14954	1.30746	0.98176	1.4664	1.5533	1.39177	1.33617	0.94247	1.21646	1.56116	1.03922	1.13318	1.07053	1.72019	1.72391	1.5374	1.0033	1.33495	1.23913	0.97152	1.02976	1.34548	1.30901	0.90818	1.26535	1.40445	1.45143	1.52261
718	1.08182	1.93756	1.23439	1.06553	1.72022	1.10981	1.0802	1.37755	1.46955	1.01105	1.14727	1.20154	1.38458	1.18735	1.03668	1.24407	1.44885	1.03954	1.7635	1.16771	1.49236	1.15911	0.99627	1.52745	1.30967	1.1559	1.01808	0.90354	1.70824	1.54775	1.56226	1.39406	1.75717	1.17346	1.3285	1.37203	1.64864	1.07364	1.60999	1.22141	1.02179	1.09238	1.46304	1.95273	1.05073	1.29478	1.47199	0.95002	1.62093	1.32353	1.06072	1.57209	1.47172	1.24832	1.28161	1.22372	1.44727	1.82175	1.38325	1.10941	1.42727	1.15902	1.74282	1.79598	1.21123	1.1115	1.14547	1.49159	1.11324	1.39432	1.47337	1.70733	1.24151	1.37057	0.95793	1.502	1.46942	1.32181	1.28343	1.03894	1.16728	1.47166	1.0274	1.15089	1.12842	1.66566	1.75266	1.49357	0.98981	1.37634	1.17691	1.02531	1.04793	1.31424	1.20341	0.93352	1.20091	1.37147	1.44264	1.5706
723	1.0324	1.83775	1.28187	1.07427	1.60106	1.02479	1.1228	1.31975	1.42401	1.08365	1.15295	1.14364	1.39343	1.12538	1.01195	1.25775	1.50787	1.06307	1.75379	1.1171	1.46316	1.21109	1.03057	1.53878	1.29217	1.20577	1.10625	0.90932	1.74647	1.60166	1.59015	1.4024	1.74782	1.17762	1.32646	1.25407	1.634	1.11091	1.69349	1.19652	1.02318	1.10477	1.46554	1.87027	1.06172	1.15963	1.4171	1.04846	1.64998	1.3126	1.04922	1.50668	1.55768	1.23916	1.16504	1.17438	1.42002	1.80192	1.35462	1.11303	1.41507	1.09149	1.71947	1.74363	1.14819	1.12034	1.15201	1.52115	1.1509	1.33301	1.53848	1.82378	1.16494	1.33084	0.94776	1.44075	1.49788	1.3137	1.2621	0.9682	1.23994	1.52029	1.08633	1.19814	1.0984	1.5879	1.71742	1.52698	0.93217	1.35156	1.16119	0.97041	1.03292	1.35795	1.22453	0.96208	1.26743	1.3689	1.44357	1.56435
724	1.0667	1.86704	1.30228	1.06348	1.59959	1.01367	1.13584	1.35745	1.47756	1.05908	1.20218	1.12923	1.36696	1.17117	1.00665	1.27433	1.52136	1.083	1.7555	1.14961	1.44167	1.24878	1.0288	1.57473	1.27405	1.21485	1.09876	0.91375	1.73446	1.57833	1.57181	1.40081	1.70052	1.15145	1.3195	1.26197	1.6498	1.12278	1.68846	1.19342	1.0258	1.16664	1.45664	1.84559	1.08563	1.15134	1.39101	1.00228	1.65821	1.27685	1.08676	1.51447	1.55221	1.22498	1.17662	1.14353	1.43948	1.81516	1.32857	1.1091	1.40836	1.12686	1.75019	1.74424	1.1679	1.12396	1.13285	1.52127	1.16304	1.35735	1.52107	1.84517	1.18995	1.33784	0.94679	1.40647	1.48365	1.35788	1.3054	0.94231	1.22693	1.49961	1.09564	1.19578	1.09918	1.58029	1.72339	1.54125	0.91728	1.33252	1.14802	0.96254	1.0048	1.36482	1.18624	0.95972	1.2519	1.34347	1.46535	1.56511
725	1.0393	1.87958	1.30955	1.10659	1.60259	1.06037	1.15668	1.39654	1.46892	1.05238	1.19551	1.10998	1.3299	1.19757	0.97681	1.21881	1.49897	1.04679	1.7775	1.17856	1.41726	1.23028	1.04839	1.57719	1.28101	1.18839	1.06794	0.87933	1.70687	1.65253	1.61887	1.39061	1.69827	1.1573	1.29934	1.21561	1.6537	1.12126	1.6631	1.25463	1.06418	1.16445	1.43756	1.8436	1.08925	1.12894	1.43226	1.05056	1.64987	1.29259	1.11738	1.54093	1.50385	1.22216	1.18967	1.18725	1.44663	1.79017	1.32764	1.13238	1.40749	1.16172	1.80346	1.74692	1.2022	1.10729	1.09312	1.50825	1.16374	1.36285	1.49902	1.77688	1.18875	1.38608	0.93532	1.4299	1.51419	1.35173	1.35917	1.001	1.24281	1.45973	1.13725	1.17894	1.1456	1.56274	1.7267	1.55134	0.93752	1.34014	1.11777	1.00268	1.05796	1.38346	1.23354	0.9918	1.30808	1.3761	1.47196	1.52052
726	1.01793	1.85938	1.31221	1.07387	1.61406	1.03852	1.17346	1.36465	1.48464	1.08195	1.18341	1.10538	1.33607	1.1909	0.98918	1.24304	1.52875	1.04618	1.76443	1.11704	1.34894	1.18914	1.08814	1.60863	1.24612	1.18248	1.08944	0.9028	1.68341	1.62217	1.61255	1.4164	1.71088	1.20172	1.32788	1.20318	1.68401	1.12177	1.67435	1.25717	1.07881	1.18724	1.43974	1.85847	1.03479	1.13135	1.42564	1.02063	1.59225	1.3099	1.11067	1.53898	1.48402	1.2451	1.17736	1.15839	1.41988	1.8354	1.3358	1.10299	1.43064	1.16006	1.79581	1.70891	1.21722	1.0688	1.12474	1.53287	1.1498	1.33355	1.55024	1.78064	1.18571	1.33974	0.91937	1.44611	1.55353	1.3424	1.35382	0.97797	1.25973	1.40404	1.0815	1.15725	1.15623	1.55167	1.72243	1.60453	0.93028	1.33983	1.09921	0.98832	1.03873	1.36087	1.25638	0.99696	1.30597	1.40951	1.4909	1.52856
733	1.03133	1.88435	1.31461	1.05053	1.54638	1.11941	1.14634	1.31352	1.6229	1.04656	1.13224	1.14232	1.38387	1.12258	0.9398	1.26945	1.37876	1.05023	1.78778	1.08126	1.28999	1.16892	1.02853	1.62333	1.29267	1.14899	1.06837	0.93996	1.57208	1.61924	1.58554	1.42546	1.72299	1.13777	1.31944	1.20306	1.57398	1.09074	1.60875	1.18967	1.10749	1.16924	1.42841	1.73528	1.15635	1.1849	1.39496	1.0621	1.57513	1.27596	1.1055	1.61695	1.44621	1.16224	1.19963	1.09681	1.45695	1.69373	1.24644	1.08374	1.43526	1.19972	1.73837	1.75989	1.21703	1.12754	1.13198	1.52917	1.21398	1.36064	1.471	1.68882	1.12174	1.34723	0.89682	1.34033	1.47988	1.32466	1.34969	0.91745	1.27762	1.38437	1.13991	1.18912	1.08094	1.67164	1.76003	1.46721	0.95471	1.30871	1.15241	1.0086	1.11922	1.31668	1.14549	0.92865	1.42647	1.40311	1.60504	1.53189
734	1.02563	1.8642	1.3302	1.03547	1.53549	1.16055	1.14002	1.30362	1.62619	1.05067	1.14978	1.14422	1.3961	1.10179	0.95532	1.29857	1.35284	1.02767	1.8085	1.053	1.29126	1.16699	1.03376	1.62039	1.30897	1.1444	1.09415	0.93476	1.54696	1.59128	1.58001	1.42506	1.70587	1.13687	1.28839	1.20316	1.55384	1.09626	1.56747	1.18454	1.10288	1.17361	1.40733	1.70851	1.14728	1.17049	1.44483	1.08548	1.55683	1.27479	1.07825	1.58737	1.43371	1.17199	1.19797	1.0608	1.4885	1.65173	1.25151	1.06297	1.4184	1.23591	1.75001	1.73012	1.2122	1.11881	1.1574	1.54037	1.24583	1.36408	1.44516	1.6813	1.11803	1.32199	0.89662	1.32545	1.47155	1.30126	1.33046	0.91398	1.23922	1.35618	1.14155	1.20295	1.0863	1.70337	1.73168	1.40941	0.9795	1.32826	1.1603	1.02811	1.12943	1.28386	1.15286	0.92328	1.42079	1.42328	1.59241	1.52882
735	1.04771	1.79718	1.34126	1.12869	1.53678	1.24952	1.19155	1.24271	1.72208	1.16484	1.11701	1.12708	1.45231	1.07374	0.99255	1.30731	1.27414	1.03609	1.65971	1.14302	1.22377	1.14206	0.97004	1.6223	1.30662	1.13987	1.18887	1.02057	1.47461	1.48489	1.5207	1.3865	1.69242	1.15911	1.32533	1.20943	1.46847	1.17437	1.48103	1.25863	1.10702	1.22849	1.38308	1.59155	1.12043	1.2123	1.40255	1.13408	1.53123	1.19974	1.09926	1.62187	1.41583	1.14395	1.30414	1.06105	1.50115	1.59272	1.23869	1.19552	1.34451	1.23743	1.53337	1.61702	1.2806	1.17705	1.28247	1.51242	1.36601	1.3651	1.37911	1.54688	1.09783	1.28239	0.97834	1.28172	1.52895	1.40786	1.23656	0.9722	1.28953	1.23205	1.18032	1.2098	1.0635	1.59796	1.72831	1.464	1.09699	1.30258	1.19083	1.0601	1.21256	1.22517	1.17718	1.01204	1.42021	1.39788	1.44212	1.43835
736	1.05453	1.79565	1.26109	1.09097	1.48794	1.17081	1.19202	1.17266	1.70462	1.19114	1.12071	1.12455	1.44032	1.08045	1.00131	1.4084	1.35544	1.06279	1.64906	1.15481	1.21067	1.12311	0.906	1.6713	1.35594	1.1744	1.12052	1.00127	1.51097	1.49586	1.54551	1.38292	1.69629	1.1	1.36742	1.18544	1.48386	1.17335	1.53256	1.21597	0.97146	1.19149	1.45204	1.57262	1.14174	1.19948	1.42578	1.20811	1.51439	1.15786	1.12269	1.59944	1.39655	1.14165	1.31886	1.14608	1.51266	1.63272	1.17618	1.27636	1.36262	1.23622	1.60146	1.64475	1.36266	1.24498	1.30293	1.51021	1.35476	1.34235	1.34161	1.57562	1.08666	1.26373	1.0012	1.24024	1.59352	1.42377	1.30105	1.05827	1.24008	1.27583	1.15626	1.20172	1.06056	1.61432	1.65205	1.47546	1.09138	1.27979	1.22479	1.0926	1.18002	1.23235	1.19885	0.96198	1.45853	1.40236	1.56751	1.41978
739	1.04106	1.881	1.26356	1.12573	1.53617	1.07493	1.10865	1.28976	1.6612	1.10035	1.06045	1.13712	1.43386	1.13453	0.99756	1.35787	1.36193	1.09834	1.73827	1.16535	1.26481	1.15476	0.92689	1.6866	1.27919	1.18108	1.01918	1.00508	1.4807	1.49752	1.55122	1.37059	1.64826	1.10818	1.31468	1.19839	1.48962	1.15261	1.58549	1.22087	1.03135	1.16536	1.46111	1.66203	1.14354	1.17641	1.4485	1.18517	1.52015	1.20428	1.08055	1.5372	1.46449	1.13364	1.28148	1.08531	1.53049	1.66338	1.2029	1.14529	1.37217	1.21257	1.60971	1.73534	1.36758	1.11325	1.21399	1.4989	1.30501	1.36801	1.38784	1.62339	1.11757	1.3222	0.9237	1.26897	1.57512	1.41829	1.26024	1.00648	1.2726	1.33672	1.19187	1.22505	1.03288	1.63984	1.74816	1.53578	1.0504	1.28982	1.17314	0.99703	1.12022	1.23972	1.20801	0.94824	1.51858	1.44217	1.58307	1.47238
741	0.98376	1.88955	1.31206	1.0232	1.54117	1.06537	1.03531	1.35458	1.63584	1.00802	1.13705	1.08599	1.46355	1.1617	0.98075	1.34214	1.47138	1.14379	1.7762	1.09499	1.28033	1.11709	0.93447	1.70971	1.22416	1.17292	0.99137	0.93226	1.47044	1.57931	1.636	1.38952	1.67421	1.03832	1.3738	1.27096	1.50607	1.14143	1.68262	1.19175	1.0537	1.10444	1.48156	1.7951	1.21176	1.14802	1.4304	1.08277	1.62041	1.24902	1.07961	1.46703	1.49069	1.12579	1.26092	1.0866	1.59182	1.72211	1.21243	1.1152	1.41433	1.18235	1.69353	1.82728	1.33355	1.10892	1.20728	1.50609	1.29417	1.36448	1.46666	1.79035	1.06877	1.33994	0.87626	1.28343	1.54439	1.36165	1.31071	0.97123	1.22757	1.38961	1.16307	1.13737	1.014	1.72432	1.82139	1.5446	1.02458	1.25595	1.14622	0.89953	1.15624	1.28826	1.20367	0.97069	1.50356	1.47766	1.58303	1.54779
742	1.00228	1.87599	1.30602	1.06179	1.52453	1.02566	1.03022	1.35685	1.64075	1.0315	1.1237	1.11427	1.45726	1.15553	0.94324	1.33081	1.46696	1.12862	1.73739	1.11248	1.31612	1.08887	0.94411	1.69632	1.22795	1.16656	0.97221	0.91781	1.54343	1.56787	1.63702	1.38451	1.69421	1.04855	1.40305	1.25125	1.47519	1.15765	1.67174	1.18503	1.08027	1.14624	1.49178	1.765	1.226	1.10354	1.45096	1.06528	1.62068	1.24738	1.09099	1.44057	1.48986	1.15673	1.26717	1.08385	1.58854	1.71572	1.18717	1.08814	1.46691	1.17632	1.70688	1.80417	1.32233	1.10067	1.20525	1.54098	1.31345	1.40602	1.49613	1.7793	1.07416	1.34676	0.84667	1.28276	1.52543	1.35369	1.3207	1.0191	1.19245	1.38571	1.16606	1.17885	1.04414	1.68493	1.79952	1.58881	1.0207	1.27339	1.11381	0.90092	1.13001	1.32773	1.2624	0.962	1.4854	1.48062	1.58669	1.58163
744	1.01252	1.86895	1.19596	0.98292	1.56761	0.92367	1.04224	1.31033	1.65982	1.08711	1.1611	1.14328	1.47662	1.27256	1.02764	1.40679	1.42301	1.18535	1.75174	1.05223	1.26957	1.1684	0.90346	1.72057	1.23277	1.14354	0.92699	0.96448	1.50153	1.63582	1.54601	1.31869	1.63198	1.01844	1.34317	1.21815	1.53028	1.10651	1.69444	1.16971	1.07013	1.1418	1.47983	1.75897	1.25408	1.08668	1.38611	1.1671	1.53192	1.2333	1.05511	1.39549	1.52438	1.14313	1.24792	1.10673	1.65253	1.78241	1.20294	0.95744	1.4777	1.23733	1.61441	1.81217	1.31245	1.08898	1.12904	1.54451	1.36269	1.39536	1.52948	1.84511	1.02704	1.39757	0.74395	1.33677	1.55696	1.42244	1.33439	1.07677	1.18176	1.42985	1.20157	1.15537	1.09035	1.75635	1.8041	1.58622	1.07286	1.23082	1.24233	0.83901	1.1623	1.32681	1.21205	0.95028	1.46532	1.48341	1.57067	1.5875
746	1.05003	1.89563	1.25375	1.03507	1.53165	1.0272	1.05197	1.35451	1.59926	1.05317	1.06058	1.12913	1.46592	1.21194	0.99317	1.35874	1.41174	1.19491	1.75098	1.12559	1.27902	1.14827	0.93318	1.7084	1.21219	1.19913	0.9071	0.91239	1.55633	1.64956	1.61478	1.35392	1.73192	1.07921	1.33899	1.23827	1.55687	1.16809	1.72845	1.17099	1.10221	1.15171	1.45218	1.78008	1.23838	1.11646	1.45362	1.08228	1.59466	1.20481	1.06778	1.42943	1.45534	1.19673	1.27704	1.08358	1.61819	1.75666	1.25458	1.05567	1.44327	1.17388	1.71745	1.83856	1.25441	1.15256	1.14075	1.56088	1.31833	1.33708	1.50295	1.8321	1.04513	1.32477	0.85573	1.26201	1.53009	1.35445	1.33126	0.91996	1.2512	1.37918	1.15909	1.10888	1.03946	1.71201	1.7907	1.60925	1.06251	1.28033	1.19377	0.84246	1.07411	1.34215	1.16518	0.99339	1.47689	1.56395	1.60052	1.57491
747	1.07613	2.0662	0.97677	1.19543	1.71442	0.94135	1.1439	1.32459	1.47528	1.04265	1.16992	1.13537	1.35987	1.26569	1.02738	1.47057	1.41659	1.13427	1.70872	1.00858	1.47298	1.07379	1.09423	1.64098	1.16521	0.99927	1.02956	0.96085	1.69593	1.48298	1.39726	1.33238	1.75225	1.23643	1.40941	1.40474	1.5584	0.94781	1.53078	1.31305	1.14056	1.08181	1.59404	1.85395	1.01585	1.23159	1.38462	1.07292	1.69627	1.26476	1.08873	1.52122	1.43061	1.43547	1.29465	1.14173	1.47946	1.74907	1.42293	1.061	1.37825	1.19756	1.59871	1.64093	1.15819	1.27509	1.14011	1.46554	1.08404	1.53604	1.58432	1.60709	1.10588	1.36161	0.92149	1.2407	1.46552	1.28944	1.36152	1.06131	1.11177	1.72701	1.04521	1.21268	0.97509	1.61921	1.7272	1.52485	0.87213	1.28405	1.15149	1.00127	1.0714	1.43401	1.25576	1.00377	1.34617	1.30974	1.359	1.68649
748	1.07064	2.04204	0.97913	1.1891	1.72505	0.92745	1.1466	1.3152	1.4923	1.04947	1.14233	1.1232	1.34234	1.25455	1.02896	1.48481	1.43476	1.11586	1.72855	1.00669	1.47551	1.07011	1.08473	1.65958	1.16414	0.99248	1.01278	0.94277	1.6885	1.49429	1.42094	1.34773	1.73537	1.24337	1.38463	1.39554	1.57181	0.98854	1.54389	1.30385	1.11812	1.09338	1.58748	1.83952	1.02145	1.2317	1.3972	1.09264	1.70306	1.24322	1.11301	1.50842	1.41259	1.42736	1.285	1.14782	1.47524	1.76019	1.42078	1.07195	1.40698	1.21086	1.59804	1.6524	1.15322	1.26574	1.1225	1.45819	1.0849	1.53353	1.60825	1.60241	1.10389	1.3631	0.92228	1.24626	1.45813	1.29328	1.38665	1.04315	1.09338	1.71355	1.05576	1.20794	0.97996	1.63436	1.73022	1.51847	0.87246	1.28564	1.15046	0.99998	1.07023	1.42845	1.25679	1.01342	1.35606	1.32065	1.3744	1.68284
752	1.09407	2.03908	1.02483	1.17467	1.70508	0.98619	1.10846	1.36631	1.53924	1.03908	1.12484	1.13064	1.38581	1.28158	0.98722	1.4284	1.38565	1.0686	1.73803	1.14742	1.46718	1.07658	1.0572	1.61825	1.21788	1.01991	1.08373	0.97497	1.7486	1.54285	1.49422	1.34486	1.71169	1.20067	1.33809	1.36739	1.62662	1.0103	1.55768	1.21346	1.11474	1.11518	1.54201	1.84434	1.02793	1.2206	1.42096	1.10141	1.6808	1.26512	1.10495	1.46845	1.40181	1.35245	1.30973	1.10991	1.4818	1.72587	1.42339	1.12148	1.44538	1.20643	1.63022	1.67561	1.15316	1.19963	1.15405	1.44657	1.11598	1.45189	1.53991	1.66769	1.08159	1.38283	0.93249	1.32515	1.49483	1.35965	1.42379	0.99333	1.17994	1.6107	1.06397	1.18674	1.01351	1.6616	1.69394	1.53989	0.90339	1.2714	1.18351	1.01208	1.04034	1.38055	1.25189	1.02717	1.33615	1.41496	1.34237	1.6559
753	1.08073	2.03532	1.0414	1.15371	1.70654	1.02422	1.12405	1.32003	1.5429	1.04055	1.09248	1.10484	1.38631	1.25364	0.97193	1.44237	1.38797	1.04722	1.71035	1.15882	1.44695	1.0831	1.04834	1.64839	1.22102	1.02227	1.08993	0.96339	1.7303	1.53545	1.48583	1.33285	1.75431	1.1731	1.33374	1.39028	1.60492	0.99652	1.52559	1.17251	1.1096	1.12944	1.55927	1.83552	1.02518	1.20692	1.39642	1.11716	1.67192	1.2737	1.11862	1.47173	1.3659	1.33478	1.32836	1.07953	1.4629	1.7108	1.36263	1.14718	1.39628	1.22738	1.59831	1.68159	1.20062	1.17686	1.15117	1.45187	1.12639	1.43107	1.53552	1.67828	1.09595	1.38462	0.94861	1.34856	1.49162	1.36904	1.38385	1.00792	1.18566	1.60139	1.04678	1.15755	1.00766	1.61444	1.66182	1.51238	0.90461	1.25172	1.16059	0.97533	1.04455	1.33388	1.25545	1.03743	1.35611	1.42121	1.36541	1.66626
755	1.07378	1.92534	1.06637	1.10757	1.71743	1.10187	1.17055	1.27432	1.55038	1.08855	1.12248	1.1481	1.39779	1.24364	1.01767	1.4744	1.3725	1.07015	1.71979	1.1331	1.41907	1.10478	1.09212	1.59621	1.2655	1.07859	1.12373	1.00401	1.69446	1.49328	1.49649	1.32828	1.70179	1.17444	1.31067	1.38873	1.58392	1.0483	1.47788	1.27895	1.05308	1.16104	1.48925	1.83162	1.06892	1.26538	1.42914	1.08916	1.62941	1.2543	1.12843	1.51821	1.38528	1.33876	1.28932	1.1197	1.44606	1.69607	1.3333	1.1639	1.38212	1.2454	1.60461	1.69404	1.24509	1.18383	1.15313	1.45847	1.21781	1.34793	1.53721	1.65042	1.13239	1.33011	1.03396	1.31283	1.52732	1.428	1.36957	1.03467	1.22882	1.56892	1.09027	1.19866	0.98862	1.60693	1.6227	1.50612	0.89688	1.21679	1.15024	0.95748	1.1489	1.26684	1.2682	1.10205	1.33214	1.40037	1.38337	1.57155
758	1.10426	1.92678	1.15615	1.12143	1.71749	1.10624	1.10432	1.25274	1.55564	1.08145	1.1943	1.16572	1.42956	1.20499	1.06195	1.43202	1.3994	1.0214	1.71508	1.09134	1.44261	1.13059	1.00843	1.53174	1.2413	1.09132	1.15656	1.00183	1.71236	1.49039	1.49433	1.3829	1.59078	1.22347	1.31734	1.39974	1.57333	1.12068	1.48741	1.27356	1.01252	1.1261	1.44375	1.93245	1.02257	1.25292	1.47607	1.05613	1.64188	1.31474	1.05776	1.47899	1.40008	1.3364	1.3027	1.14707	1.39776	1.70065	1.33717	1.17131	1.38902	1.1957	1.62844	1.66902	1.27763	1.20383	1.08981	1.44389	1.16651	1.33456	1.51246	1.69573	1.05193	1.293	1.06436	1.37524	1.58515	1.40575	1.33142	1.00179	1.24172	1.51134	1.07606	1.1903	1.05756	1.64091	1.68373	1.52619	0.91036	1.32001	1.22631	0.98328	1.12074	1.26254	1.30665	1.0659	1.32131	1.40663	1.42495	1.55056
759	1.11266	1.83067	1.1119	1.07474	1.69401	1.21933	1.09726	1.25041	1.61022	1.17112	1.0401	1.2293	1.46102	1.26085	1.09756	1.46346	1.30768	1.04377	1.73777	1.05817	1.40398	1.05472	1.05895	1.53375	1.20227	1.13025	1.15946	1.01515	1.70911	1.51266	1.55021	1.37818	1.65225	1.18169	1.30996	1.32234	1.57011	0.99268	1.51805	1.27916	1.1034	1.12093	1.37692	1.79791	1.0281	1.15939	1.47204	1.03154	1.62997	1.25749	1.07297	1.54325	1.34957	1.28518	1.40971	1.06634	1.39754	1.65536	1.30759	1.23311	1.39462	1.19184	1.63665	1.63511	1.29083	1.25967	1.16891	1.39901	1.25112	1.21657	1.57738	1.64213	1.0904	1.28591	1.15651	1.23108	1.50486	1.46779	1.34389	1.01198	1.21576	1.46293	1.15447	1.21103	1.11601	1.5781	1.6538	1.51231	0.95661	1.19643	1.13538	1.02843	1.14251	1.19858	1.27184	1.13251	1.29716	1.37209	1.43605	1.45803
763	1.09864	1.98549	1.19964	1.02908	1.74664	1.06889	1.02571	1.30913	1.52587	0.97841	1.13016	1.20328	1.37938	1.23411	0.92438	1.32762	1.393	0.97354	1.8377	1.1572	1.48078	1.15221	1.01192	1.4911	1.27402	1.11905	1.13373	0.89386	1.77984	1.56329	1.52993	1.36549	1.69575	1.19796	1.26222	1.37744	1.66851	1.05316	1.67916	1.26121	1.05883	1.15756	1.4589	2.0206	1.08948	1.19959	1.45716	1.02891	1.67581	1.27913	1.13201	1.52774	1.4094	1.23184	1.30894	1.10221	1.43748	1.73836	1.42488	1.21242	1.44056	1.21691	1.71901	1.5965	1.29938	1.11378	1.17333	1.49248	1.18054	1.40539	1.54512	1.69669	1.18177	1.34556	0.98949	1.4017	1.55442	1.42873	1.3525	1.00448	1.28792	1.5066	1.04152	1.09708	1.09503	1.72761	1.74056	1.51795	1.0508	1.30372	1.25402	0.97531	1.12048	1.30285	1.26838	0.95369	1.20723	1.41443	1.41207	1.48919
765	1.10306	1.97918	1.19945	1.05259	1.7229	1.08456	1.02428	1.36191	1.54875	0.99671	1.1763	1.2148	1.43207	1.24148	0.94634	1.29981	1.3955	1.03003	1.81143	1.16829	1.47753	1.13639	1.03003	1.50776	1.27568	1.12539	1.06947	0.88762	1.78572	1.56837	1.5663	1.38702	1.67017	1.24767	1.29692	1.37712	1.63545	1.02636	1.63801	1.18883	1.05416	1.14815	1.42592	2.00074	1.08048	1.26675	1.53298	1.03289	1.68804	1.28779	1.12033	1.5339	1.39558	1.2615	1.28672	1.14559	1.49794	1.78914	1.43041	1.17125	1.44794	1.19333	1.70475	1.69437	1.24827	1.12946	1.12066	1.50267	1.18092	1.42106	1.49449	1.7281	1.20384	1.37069	0.95669	1.44917	1.51722	1.39999	1.33947	0.98494	1.19524	1.57269	1.02172	1.12006	1.08496	1.70821	1.73794	1.53202	1.02934	1.32933	1.27173	0.96608	1.04261	1.31866	1.27191	0.91854	1.22833	1.41631	1.4389	1.51304
766	1.05585	1.9456	1.19301	1.02734	1.71265	1.09578	1.07221	1.3379	1.51642	0.9697	1.15774	1.19484	1.4337	1.24052	0.91555	1.33174	1.42197	1.03305	1.74069	1.14813	1.45418	1.12194	1.05001	1.48854	1.27564	1.14252	1.06282	0.8757	1.75556	1.57101	1.5556	1.3569	1.67113	1.22617	1.28863	1.36685	1.67512	1.01188	1.65556	1.21381	1.06955	1.13166	1.40801	2.02628	1.10003	1.23063	1.50352	1.02665	1.67073	1.30223	1.11112	1.51757	1.42488	1.26098	1.25505	1.14673	1.50859	1.7807	1.45358	1.19602	1.45568	1.19375	1.66965	1.70855	1.23367	1.11081	1.16674	1.48458	1.1466	1.43997	1.54849	1.71292	1.20849	1.31101	0.96752	1.42381	1.52409	1.41014	1.35694	0.99423	1.17816	1.52102	1.02201	1.1072	1.06853	1.70183	1.76088	1.52294	0.96549	1.34622	1.23467	1.00386	1.04323	1.32086	1.25003	0.90111	1.21322	1.38564	1.45336	1.53361
768	1.08688	1.92851	1.18853	1.08108	1.68751	1.06874	1.09571	1.34301	1.50298	1.01339	1.14042	1.17665	1.40231	1.18215	0.97317	1.26974	1.44854	1.09127	1.72248	1.15987	1.51073	1.16871	0.99454	1.5055	1.27348	1.17302	1.05853	0.91409	1.73998	1.54819	1.56529	1.36897	1.74178	1.15278	1.30255	1.33919	1.68825	1.09008	1.62201	1.22977	1.03108	1.11503	1.43647	1.95559	1.06162	1.23794	1.4677	0.97262	1.67481	1.32199	1.07148	1.53998	1.47296	1.21989	1.25727	1.16958	1.45171	1.80013	1.39507	1.12208	1.43648	1.14915	1.72557	1.7562	1.21013	1.11875	1.11601	1.45378	1.1384	1.39291	1.48179	1.74872	1.2315	1.35809	0.9917	1.43902	1.47665	1.31554	1.26395	1.04872	1.20498	1.53488	1.03253	1.12135	1.14862	1.66394	1.71158	1.48182	0.94664	1.35111	1.2119	1.00522	1.0551	1.35086	1.20862	0.95621	1.22416	1.4044	1.45221	1.58706
