gene1	gene2	gene3	gene4	gene5	gene6	gene7	gene8	gene9	gene10	gene11	gene12	gene13	gene14	gene15	gene16	gene17	gene18	gene19	gene20	gene21	gene22	gene23	gene24	gene25	gene26	gene27	gene28	gene29	gene30	gene31	gene32	gene33	gene34	gene35	gene36	gene37	gene38	gene39	gene40	gene41	gene42	gene43	gene44	gene45	gene46	gene47	gene48	gene49	gene50	gene51	gene52	gene53	gene54	gene55	gene56	gene57	gene58	gene59	gene60	gene61	gene62	gene63	gene64	gene65	gene66	gene67	gene68	gene69	gene70	gene71	gene72	gene73	gene74	gene75	gene76	gene77	gene78	gene79	gene80	gene81	gene82	gene83	gene84	gene85	gene86	gene87	gene88	gene89	gene90	gene91	gene92	gene93	gene94	gene95	gene96	gene97	gene98	gene99	gene100
642	1.06603	1.87163	1.28559	1.03583	1.50758	1.01313	0.99259	1.32814	1.61005	1.06113	1.13824	1.10113	1.42754	1.20509	1.00524	1.29799	1.43232	1.12565	1.77311	1.09856	1.27373	1.08493	0.95938	1.74315	1.19244	1.14993	0.9712	0.93275	1.53089	1.64785	1.65665	1.39033	1.75942	1.05418	1.36212	1.23782	1.53049	1.21359	1.66308	1.21844	1.06451	1.1502	1.49749	1.75149	1.17746	1.13468	1.43934	1.21055	1.50722	1.22599	1.09788	1.47443	1.52639	1.08849	1.29553	1.19726	1.50021	1.75414	1.24938	1.09268	1.42497	1.24252	1.71598	1.7404	1.35833	1.17633	1.21567	1.54465	1.313	1.36894	1.46287	1.70972	1.12154	1.36841	0.94378	1.31271	1.54558	1.41849	1.32426	1.05997	1.27268	1.26127	1.1912	1.17213	1.14224	1.70321	1.84441	1.56749	1.04185	1.25908	1.20114	0.87554	1.00912	1.28968	1.19524	1.00229	1.51422	1.45898	1.56271	1.51251
644	1.06119	1.86862	1.24416	1.02812	1.46048	0.98422	0.98065	1.3395	1.55506	1.08459	1.05092	1.10382	1.47012	1.2476	0.9953	1.34288	1.43747	1.12948	1.77226	1.08956	1.27631	1.09656	0.99851	1.67279	1.23948	1.21509	0.97646	0.95346	1.52468	1.65751	1.58153	1.38395	1.75809	1.06238	1.3345	1.25655	1.54637	1.09711	1.67324	1.18768	1.0981	1.09365	1.49248	1.73598	1.2094	1.1477	1.44722	1.11742	1.56076	1.21637	1.12072	1.44611	1.48155	1.13545	1.27937	1.13033	1.54197	1.75008	1.20942	1.05755	1.44537	1.20677	1.69464	1.77886	1.3026	1.14763	1.20432	1.58782	1.2668	1.37446	1.46301	1.82165	1.08835	1.42307	0.88319	1.31081	1.57637	1.38898	1.30658	1.01569	1.18194	1.35622	1.15385	1.18943	1.10845	1.73951	1.805	1.50904	1.04721	1.2827	1.14305	0.88268	1.04457	1.25844	1.18331	1.0019	1.5269	1.47341	1.53271	1.56909
646	1.01775	1.84491	1.27111	1.03731	1.50127	1.01441	1.0345	1.3543	1.59012	1.09805	1.07317	1.05872	1.47326	1.25544	1.00026	1.38301	1.44115	1.14851	1.78331	1.07738	1.28377	1.12063	0.93222	1.69184	1.2257	1.2	0.94671	0.91397	1.57233	1.68934	1.60436	1.35728	1.74423	0.99128	1.34814	1.30537	1.58609	1.12458	1.68139	1.16724	1.11055	1.15564	1.51395	1.74427	1.24666	1.10796	1.47331	1.11068	1.5263	1.14078	1.06332	1.4424	1.51339	1.14025	1.277	1.0704	1.55947	1.7335	1.20286	1.07579	1.43538	1.21279	1.74028	1.77527	1.31391	1.14354	1.15215	1.62228	1.27362	1.38381	1.49018	1.78937	1.08083	1.3406	0.92118	1.32713	1.5432	1.40291	1.34952	1.01465	1.19602	1.3735	1.15228	1.15676	1.12156	1.74952	1.78908	1.53519	1.0657	1.26579	1.1208	0.88578	1.03825	1.30961	1.19799	1.03943	1.53432	1.43402	1.52351	1.54536
647	1.05421	1.84647	1.30345	1.02547	1.49789	1.00799	1.0028	1.3423	1.59967	1.12233	1.05897	1.08369	1.46761	1.23942	0.98106	1.34083	1.4393	1.15529	1.79393	1.07844	1.27695	1.09399	0.94857	1.72205	1.23425	1.19562	0.98432	0.91231	1.54106	1.67878	1.58238	1.33314	1.77267	0.98734	1.37033	1.26355	1.5606	1.14724	1.68397	1.18948	1.10687	1.16465	1.499	1.74852	1.23282	1.16141	1.43176	1.1384	1.51168	1.16533	1.0538	1.4033	1.48458	1.14679	1.26174	1.11903	1.55994	1.73889	1.23511	1.05179	1.43717	1.20072	1.74964	1.79365	1.3429	1.16649	1.14531	1.60899	1.29858	1.40028	1.45402	1.78192	1.09563	1.35637	0.90995	1.32682	1.53434	1.43968	1.32805	1.0565	1.2027	1.34635	1.16659	1.14827	1.13763	1.75672	1.79637	1.49553	1.03738	1.25969	1.14681	0.8884	1.06682	1.26596	1.1979	1.02994	1.54543	1.46675	1.53233	1.57716
649	1.06203	2.07525	1.04375	1.1327	1.67689	0.98977	1.05191	1.38243	1.4443	0.98671	1.15107	1.15801	1.39353	1.20935	1.00148	1.45392	1.41221	1.11304	1.76372	1.14341	1.44471	1.081	1.06529	1.63097	1.24136	1.06271	1.0291	0.90556	1.72872	1.50713	1.54184	1.28321	1.72909	1.26285	1.40003	1.46437	1.5502	1.09534	1.59291	1.19563	1.0917	1.0042	1.53943	1.90576	1.03	1.2511	1.43127	1.08303	1.72358	1.30781	1.09845	1.43683	1.36295	1.44049	1.37432	1.10516	1.45486	1.73112	1.37259	1.17749	1.38353	1.2203	1.6908	1.73873	1.12466	1.2212	1.12963	1.49312	1.09175	1.49225	1.53666	1.65943	1.16296	1.29601	0.89839	1.36291	1.40642	1.31173	1.27383	1.01371	1.26669	1.67306	1.00488	1.19081	0.99872	1.67303	1.67356	1.53284	0.93002	1.29577	1.19927	1.01512	1.07451	1.33636	1.24118	1.05586	1.39099	1.40636	1.33447	1.71764
650	1.06469	2.06275	1.04006	1.11716	1.6626	0.98839	1.03648	1.36037	1.46807	0.97863	1.13852	1.17706	1.41131	1.19417	1.00408	1.47591	1.42385	1.10324	1.73045	1.14474	1.43337	1.09551	1.05408	1.61662	1.24406	1.07295	1.03071	0.88296	1.73797	1.50423	1.56768	1.30845	1.71306	1.25732	1.34647	1.45808	1.56109	1.06944	1.56981	1.20803	1.09236	1.00122	1.55338	1.92571	1.0292	1.25638	1.44345	1.10545	1.71192	1.27805	1.10719	1.4366	1.36052	1.4006	1.36978	1.10958	1.45302	1.71164	1.36843	1.17942	1.3804	1.21726	1.69822	1.77149	1.14596	1.20438	1.11183	1.51499	1.10558	1.49254	1.52174	1.66707	1.17811	1.29886	0.89153	1.37907	1.40135	1.30193	1.28611	1.01379	1.26276	1.66725	1.01435	1.18095	1.00343	1.69135	1.67882	1.5212	0.93245	1.30061	1.19726	1.02084	1.0812	1.36254	1.23162	1.05868	1.39615	1.42439	1.35467	1.71907
652	1.03957	2.04762	1.0538	1.11864	1.71362	1.01584	1.0562	1.34753	1.51025	0.99332	1.11561	1.13967	1.39897	1.25545	1.03581	1.40534	1.42105	1.06979	1.76275	1.19013	1.41141	1.07851	1.0416	1.62029	1.28247	1.07145	1.0722	0.9012	1.76251	1.54411	1.54624	1.2919	1.70146	1.21165	1.33347	1.47239	1.57843	1.03977	1.57977	1.19295	1.10268	1.02516	1.52845	1.92691	1.0639	1.24788	1.44063	1.15388	1.70024	1.28936	1.05065	1.46235	1.39069	1.37462	1.40344	1.0877	1.4403	1.74515	1.32732	1.19017	1.42244	1.16513	1.68119	1.74843	1.16169	1.12197	1.1432	1.45173	1.10628	1.45946	1.54717	1.7119	1.13412	1.33681	0.93729	1.37074	1.48036	1.2742	1.30977	0.98612	1.21573	1.57915	1.03843	1.18028	1.01357	1.69174	1.68695	1.56404	0.93416	1.2596	1.17676	0.99964	1.08912	1.31647	1.23735	1.02204	1.40085	1.43757	1.34566	1.72599
654	1.08054	2.03551	1.03457	1.05711	1.76149	0.99842	1.07221	1.31217	1.48697	0.98617	1.085	1.17391	1.38467	1.28966	1.01155	1.44165	1.3592	1.2042	1.77123	1.21057	1.52375	1.15767	1.07104	1.5798	1.2286	1.1235	1.13107	0.92402	1.753	1.49889	1.521	1.28988	1.70743	1.09773	1.31041	1.44256	1.70556	1.04063	1.62436	1.16613	1.1285	1.01159	1.50123	1.99585	1.0941	1.28908	1.37852	1.04684	1.71446	1.33202	1.00605	1.45636	1.36237	1.39842	1.35406	1.09697	1.45521	1.74531	1.35442	1.21215	1.41211	1.21661	1.75155	1.70036	1.2065	1.11028	1.16933	1.44437	1.15555	1.37255	1.48244	1.70918	1.15818	1.36457	1.06855	1.43717	1.42845	1.32931	1.34449	0.96554	1.31542	1.64862	1.10366	1.10868	1.0178	1.63332	1.62626	1.45424	0.96945	1.25925	1.14475	0.99115	1.06012	1.28355	1.19353	1.04021	1.34439	1.4329	1.45908	1.72049
655	1.04363	2.03243	1.03127	1.1061	1.72397	1.10115	1.13469	1.25002	1.45571	1.05131	1.05007	1.18724	1.33758	1.32661	1.13103	1.37491	1.36624	1.04256	1.76814	1.22818	1.53475	1.14575	1.12028	1.57151	1.26472	1.11715	1.0697	0.86896	1.78657	1.52962	1.57087	1.42311	1.70507	1.21734	1.25677	1.34665	1.58377	1.04814	1.56674	1.2413	1.21239	1.17426	1.57929	1.97939	1.07785	1.23133	1.56376	1.05645	1.66966	1.41833	1.09819	1.44151	1.45808	1.30522	1.38333	1.15619	1.31911	1.72144	1.33951	1.16329	1.34501	1.23246	1.73538	1.73564	1.2608	1.15445	1.10512	1.50497	1.1846	1.37459	1.43335	1.68882	1.16712	1.25177	1.02023	1.41287	1.48078	1.36955	1.33918	1.01868	1.24775	1.48003	1.08131	1.11088	1.02926	1.77634	1.64685	1.54674	0.93173	1.29555	1.20294	0.90659	1.09925	1.30538	1.26073	0.98316	1.33668	1.45276	1.42445	1.69153
658	1.10752	2.01384	1.17501	1.05909	1.7184	1.09881	1.07001	1.3364	1.46028	0.98326	1.09449	1.16452	1.39331	1.26864	1.03687	1.39162	1.42207	1.04342	1.78976	1.18946	1.51254	1.23854	1.10622	1.47704	1.31427	1.09962	1.13459	0.92445	1.82599	1.55537	1.59031	1.35887	1.67587	1.21999	1.29363	1.40829	1.70031	1.04508	1.55664	1.2144	1.10284	1.07745	1.49282	1.92802	0.96732	1.2663	1.53628	1.03717	1.68421	1.34542	1.0268	1.47966	1.45489	1.28986	1.34907	1.13377	1.32019	1.73873	1.33746	1.11576	1.38547	1.156	1.66349	1.69612	1.22539	1.09481	1.14218	1.4697	1.09144	1.33978	1.42369	1.70892	1.09265	1.30394	1.03722	1.42367	1.50901	1.37014	1.35728	1.02153	1.22542	1.57099	1.06194	1.10804	1.09421	1.66422	1.74364	1.584	0.95313	1.27535	1.21321	0.98642	1.07132	1.33205	1.21026	1.04706	1.33031	1.43008	1.4372	1.57239
662	1.11314	1.89339	1.1836	1.05782	1.74661	1.11349	1.07088	1.31207	1.50408	0.99451	1.14141	1.09645	1.40209	1.27654	0.95008	1.32577	1.40296	1.05287	1.82346	1.15825	1.47604	1.11561	1.0979	1.4857	1.2631	1.12516	1.12037	0.80257	1.88485	1.53253	1.58437	1.45963	1.67192	1.22967	1.23581	1.32109	1.6222	0.98973	1.61364	1.22189	1.06869	1.08115	1.40715	1.99368	1.06719	1.21097	1.52005	1.00252	1.65038	1.28738	1.04836	1.49217	1.40807	1.28511	1.33937	1.08208	1.46358	1.74544	1.37577	1.18858	1.48354	1.1703	1.71344	1.65923	1.29672	1.12352	1.14323	1.55311	1.1071	1.36638	1.4797	1.75713	1.12265	1.32235	1.00357	1.46529	1.5633	1.41196	1.29387	1.03012	1.26467	1.50351	1.09595	1.16139	1.13198	1.66708	1.76404	1.55756	1.04808	1.30424	1.21054	0.98532	1.03037	1.35799	1.29566	1.02632	1.28942	1.46447	1.4594	1.60693
665	1.12658	1.87805	1.27682	1.02457	1.70243	1.13078	1.09842	1.31991	1.45011	1.04119	1.15539	1.1524	1.33539	1.25002	1.03767	1.32201	1.42007	1.00263	1.84748	1.11415	1.47837	1.15131	1.09572	1.49258	1.298	1.14964	1.05887	0.83295	1.80182	1.57302	1.55235	1.396	1.73992	1.17201	1.27754	1.38088	1.58662	0.98442	1.52638	1.21813	1.09711	1.05376	1.40561	1.97469	1.05891	1.27464	1.56604	1.01372	1.69162	1.33856	1.11306	1.54621	1.49762	1.27493	1.27817	1.14809	1.4548	1.78671	1.41803	1.172	1.48835	1.18064	1.70717	1.72026	1.30352	1.11799	1.17502	1.46454	1.12951	1.41436	1.46416	1.74985	1.18164	1.31068	0.93573	1.45443	1.54659	1.35229	1.27347	1.05662	1.22483	1.5611	1.07465	1.20682	1.05595	1.68212	1.76974	1.51302	0.96174	1.38062	1.17806	0.9913	1.05875	1.31437	1.23791	0.89329	1.3062	1.37464	1.46666	1.55629
667	1.12303	1.911	1.26771	1.07007	1.71694	1.12836	1.09996	1.35869	1.42079	1.05035	1.14945	1.13223	1.34756	1.19533	1.03818	1.27528	1.40148	1.00338	1.83747	1.11946	1.47797	1.16272	1.04266	1.54721	1.30328	1.13027	1.03063	0.82615	1.78107	1.56683	1.59204	1.40621	1.74445	1.21511	1.29986	1.36392	1.62159	1.01195	1.59958	1.21994	1.08999	1.13205	1.38573	1.93922	1.06259	1.3077	1.48551	1.03773	1.68051	1.32897	1.1474	1.54824	1.48971	1.23855	1.27033	1.20039	1.41244	1.76093	1.36761	1.16101	1.48968	1.18195	1.72603	1.74457	1.2533	1.15156	1.09125	1.49829	1.10764	1.42671	1.50613	1.75307	1.17537	1.33628	0.92753	1.49349	1.51806	1.37586	1.27927	1.06328	1.16171	1.53028	1.08609	1.15553	1.0832	1.68761	1.75611	1.54055	0.98543	1.37928	1.20604	0.97577	1.06842	1.3233	1.27368	0.91105	1.28727	1.39278	1.44392	1.59282
670	1.06992	1.89748	1.28611	1.05044	1.67944	1.052	1.19917	1.39939	1.47193	1.08982	1.15973	1.12214	1.37385	1.23198	1.02496	1.28439	1.47675	1.05733	1.78176	1.13194	1.50159	1.18688	1.03502	1.51965	1.29413	1.18839	1.04141	0.84119	1.75296	1.57767	1.57659	1.4247	1.76624	1.23553	1.32946	1.32217	1.62043	1.0649	1.65319	1.20003	1.0726	1.12004	1.45249	1.9697	1.02845	1.30717	1.42632	1.03235	1.61374	1.28815	1.06371	1.51624	1.54842	1.2181	1.22682	1.21435	1.38978	1.80884	1.35752	1.15065	1.45105	1.10771	1.73798	1.7193	1.21429	1.13265	1.16149	1.51945	1.09269	1.39802	1.5498	1.81046	1.24269	1.30568	0.92502	1.48983	1.45277	1.2705	1.32373	1.04159	1.20927	1.45801	1.11115	1.14402	1.12006	1.64823	1.69672	1.57248	0.92293	1.35704	1.2258	0.92967	1.01363	1.29801	1.24565	0.99857	1.27482	1.36834	1.48712	1.57082
671	1.08756	1.89475	1.28404	1.04844	1.63809	1.01907	1.17476	1.39259	1.42397	1.05925	1.1702	1.09803	1.37138	1.19098	1.04908	1.23805	1.50831	1.0452	1.78044	1.1114	1.43249	1.20412	1.04632	1.57331	1.27576	1.19085	1.05065	0.85753	1.66636	1.61903	1.58534	1.41366	1.76303	1.18381	1.3366	1.37727	1.59328	1.14281	1.64077	1.22142	1.09069	1.12333	1.46543	1.96946	1.04205	1.21504	1.43575	1.0261	1.63074	1.26315	1.10744	1.53693	1.55976	1.18637	1.25011	1.20935	1.44865	1.81082	1.31412	1.13241	1.4233	1.12835	1.75002	1.72992	1.24533	1.19439	1.16627	1.47303	1.12708	1.39575	1.53986	1.78169	1.2403	1.32319	0.93446	1.46921	1.47875	1.28012	1.38161	1.03853	1.21822	1.45952	1.11109	1.19527	1.09657	1.67149	1.78274	1.57298	0.9149	1.33582	1.17743	0.91322	1.01746	1.25491	1.26639	0.94648	1.23702	1.34218	1.4363	1.58862
673	1.04149	1.85319	1.29362	1.0067	1.64381	1.03442	1.12934	1.35137	1.38504	1.10146	1.16445	1.11815	1.39811	1.20086	1.0142	1.25692	1.43472	1.05815	1.74208	1.10327	1.49334	1.26845	0.9702	1.58162	1.34058	1.19373	1.05994	0.88249	1.67439	1.55722	1.60907	1.43427	1.7968	1.16253	1.30207	1.31676	1.57391	1.13657	1.70415	1.23539	1.0357	1.08633	1.45301	1.87445	1.0664	1.17373	1.40728	1.01318	1.63248	1.26855	1.08258	1.5251	1.58777	1.16711	1.2042	1.15868	1.41776	1.82722	1.3191	1.10391	1.41429	1.15275	1.7201	1.75777	1.24295	1.1552	1.13335	1.50096	1.16223	1.39067	1.57242	1.79722	1.2267	1.36763	0.94111	1.41726	1.48347	1.2954	1.29371	0.96946	1.17345	1.46147	1.11221	1.18292	1.0559	1.61049	1.74478	1.54887	0.92766	1.29331	1.1305	0.97282	1.01765	1.30547	1.2255	0.89631	1.25972	1.36999	1.46574	1.55744
674	1.07246	1.84848	1.33471	1.0513	1.5624	0.99222	1.17388	1.40336	1.39754	1.1032	1.23587	1.15014	1.28219	1.16446	1.03877	1.23261	1.48564	1.05272	1.69256	1.12677	1.45273	1.2529	1.00087	1.60157	1.38018	1.22249	1.03744	0.88837	1.66864	1.5744	1.54128	1.43446	1.78605	1.15137	1.2482	1.27781	1.49605	1.18843	1.58993	1.2127	1.0265	1.15057	1.44765	1.80651	1.13251	1.17017	1.34587	1.01878	1.64728	1.29939	1.06813	1.49849	1.5143	1.17239	1.20046	1.08553	1.45729	1.82781	1.3391	1.15984	1.41961	1.21976	1.80261	1.69939	1.25212	1.18762	1.09227	1.50197	1.16143	1.42288	1.61404	1.83296	1.25083	1.38116	0.95395	1.38116	1.43662	1.36791	1.36684	1.02256	1.16645	1.51388	1.11491	1.192	1.06726	1.63645	1.77598	1.54564	0.96364	1.32989	1.15522	0.92008	1.02301	1.38582	1.23026	0.91503	1.2682	1.38978	1.45066	1.6091
675	1.06993	1.86023	1.3025	1.09595	1.58279	1.05462	1.20582	1.38891	1.48051	1.07354	1.22676	1.06234	1.34854	1.1948	1.01085	1.21643	1.5129	1.00796	1.75839	1.17767	1.3908	1.23925	1.02336	1.58172	1.32552	1.19789	1.05602	0.9121	1.69418	1.64905	1.62049	1.40001	1.73172	1.13982	1.28729	1.25796	1.58425	1.11156	1.64228	1.28749	1.04192	1.15983	1.42348	1.84346	1.08143	1.11111	1.38681	1.01988	1.64107	1.25984	1.10724	1.54465	1.53069	1.18511	1.23105	1.10462	1.4718	1.74527	1.30296	1.11827	1.42626	1.17099	1.79917	1.71802	1.24773	1.15076	1.11152	1.46263	1.15079	1.36364	1.54223	1.79838	1.20988	1.36703	0.93576	1.40363	1.47309	1.38784	1.36724	0.99391	1.20226	1.48456	1.16204	1.21117	1.15708	1.57455	1.71679	1.53886	0.9194	1.30833	1.13363	0.96083	1.04463	1.40918	1.2522	0.96288	1.30365	1.36567	1.46651	1.55044
676	1.05478	1.82556	1.31714	1.08635	1.62596	1.05052	1.19226	1.3879	1.4654	1.09555	1.17384	1.09341	1.32413	1.22228	1.00455	1.21841	1.53585	1.01512	1.75246	1.11945	1.31862	1.20583	1.04878	1.61553	1.29599	1.20949	1.06616	0.87953	1.66327	1.64249	1.62865	1.41304	1.74407	1.16339	1.28039	1.25206	1.59141	1.1173	1.63932	1.2398	1.06311	1.17375	1.43837	1.84956	1.07134	1.12703	1.37255	1.02852	1.607	1.2761	1.11292	1.54808	1.52548	1.18649	1.24237	1.11321	1.49124	1.75652	1.30069	1.11126	1.45055	1.1903	1.77933	1.74639	1.24028	1.13682	1.07354	1.45279	1.18339	1.36429	1.61012	1.78934	1.17843	1.33554	0.91653	1.42518	1.49123	1.36054	1.31192	0.96967	1.21836	1.45333	1.14734	1.21064	1.16251	1.55544	1.75411	1.56848	0.92637	1.30194	1.13677	0.9847	1.04003	1.36902	1.24985	0.92358	1.3064	1.37855	1.47049	1.54216
677	1.06433	1.84201	1.31192	1.07734	1.55669	1.03145	1.16837	1.37675	1.50794	1.09406	1.16406	1.08757	1.30024	1.20024	1.00719	1.21793	1.553	1.00436	1.75082	1.10277	1.33563	1.19747	1.03272	1.60397	1.30281	1.20056	1.06928	0.85785	1.69449	1.61286	1.62771	1.40489	1.73275	1.16643	1.25427	1.27133	1.59419	1.10603	1.6504	1.23321	1.13279	1.1727	1.4557	1.81463	1.08861	1.19059	1.35487	1.01555	1.62868	1.26753	1.13155	1.53304	1.47599	1.16694	1.27062	1.10995	1.47751	1.77238	1.28943	1.10803	1.46077	1.19536	1.76901	1.72329	1.25284	1.19764	1.04562	1.47671	1.20088	1.39663	1.60164	1.75972	1.16886	1.32978	0.91898	1.40572	1.49749	1.31577	1.30147	0.95788	1.18796	1.43983	1.08691	1.14545	1.14838	1.59886	1.77399	1.57266	0.93613	1.25816	1.09116	1.01327	1.06832	1.38109	1.25622	0.8683	1.32787	1.36301	1.51151	1.55125
678	1.05375	1.87647	1.31934	1.08105	1.57754	1.06156	1.16834	1.34615	1.53447	1.05845	1.1649	1.07173	1.3443	1.19719	1.01361	1.21982	1.5257	1.03976	1.75215	1.12013	1.35083	1.17068	1.07986	1.63414	1.2596	1.18149	1.07566	0.88934	1.67142	1.60066	1.6412	1.42322	1.73072	1.18512	1.26851	1.24102	1.60315	1.0968	1.65549	1.24652	1.0989	1.19416	1.42828	1.82378	1.1008	1.13074	1.36295	1.0024	1.66877	1.30773	1.12763	1.56468	1.4585	1.13393	1.24586	1.13888	1.47427	1.78316	1.33354	1.06904	1.4301	1.15153	1.76685	1.73098	1.21386	1.12576	1.05609	1.47124	1.21234	1.37854	1.55103	1.73851	1.15681	1.35016	0.91128	1.38808	1.49934	1.31311	1.32762	0.94832	1.22854	1.43712	1.06756	1.13209	1.10093	1.60366	1.78551	1.55921	0.96443	1.31092	1.11134	0.9717	1.0703	1.34516	1.25629	0.89159	1.37939	1.37746	1.52639	1.56524
680	1.05605	1.83674	1.31359	1.03856	1.55583	1.11415	1.17071	1.37813	1.5411	1.10982	1.11598	1.11409	1.32187	1.16751	1.01044	1.23879	1.52265	1.02247	1.77545	1.10499	1.29245	1.16698	1.09119	1.65752	1.26227	1.22995	1.05416	0.90084	1.6289	1.62661	1.60757	1.41334	1.75892	1.17366	1.24847	1.20799	1.66513	1.12516	1.61391	1.23229	1.11177	1.16593	1.44002	1.78473	1.12631	1.18071	1.32616	1.03976	1.62373	1.24372	1.10178	1.58103	1.4745	1.15631	1.21381	1.09461	1.46959	1.79882	1.28259	1.09145	1.45267	1.17131	1.77924	1.80122	1.24139	1.17684	1.07092	1.52755	1.26899	1.39382	1.58657	1.74458	1.13773	1.37702	0.90988	1.36993	1.47753	1.30459	1.35891	0.95284	1.19753	1.4379	1.02744	1.13466	1.05965	1.69874	1.81078	1.48113	0.9369	1.32937	1.16461	0.99942	1.08119	1.33501	1.23872	0.9096	1.4094	1.35452	1.58253	1.52582
681	1.08026	1.84626	1.2693	1.03025	1.53503	1.12804	1.15168	1.41147	1.57926	1.0726	1.14714	1.10823	1.32187	1.17661	0.95826	1.24319	1.49582	1.03028	1.76749	1.1258	1.27652	1.16068	1.06972	1.68409	1.25626	1.18533	1.04083	0.88748	1.63813	1.63512	1.62273	1.43647	1.74681	1.16009	1.28156	1.21709	1.6144	1.10639	1.61612	1.2139	1.12694	1.1314	1.45791	1.78173	1.13956	1.14852	1.35353	1.08239	1.61049	1.29791	1.13585	1.58745	1.47763	1.15494	1.20829	1.09424	1.44212	1.7659	1.31302	1.0975	1.44807	1.16787	1.79376	1.78575	1.23616	1.12491	1.11674	1.52937	1.2402	1.3892	1.55018	1.69179	1.11776	1.38347	0.92203	1.3775	1.47467	1.28526	1.36665	0.88331	1.23892	1.42241	1.03117	1.11793	1.03284	1.70396	1.80596	1.50615	0.92371	1.33045	1.15163	0.98119	1.08498	1.33386	1.23157	0.93263	1.41693	1.35608	1.57919	1.50691
684	1.02713	1.85266	1.28403	1.06386	1.51655	1.20258	1.13518	1.3181	1.63466	1.09207	1.14566	1.07815	1.37553	1.1219	0.98698	1.31535	1.40913	1.04976	1.70763	1.08083	1.27355	1.16676	1.0079	1.6256	1.27484	1.15661	1.06933	0.94822	1.55874	1.57547	1.56937	1.42792	1.72287	1.16239	1.31432	1.219	1.52536	1.10597	1.56002	1.20351	1.08475	1.17443	1.43332	1.68443	1.14262	1.1525	1.41341	1.12248	1.54703	1.16443	1.0764	1.55337	1.45447	1.1236	1.22598	1.0849	1.48487	1.66515	1.23722	1.10501	1.40741	1.22853	1.72404	1.72519	1.2372	1.16356	1.16959	1.55696	1.24297	1.38665	1.46672	1.6582	1.10211	1.27405	0.91318	1.33796	1.48493	1.34479	1.30143	0.9703	1.23864	1.37158	1.1382	1.20798	1.04765	1.70393	1.73254	1.42283	0.97114	1.30189	1.15382	1.01843	1.11389	1.27664	1.18347	0.9469	1.40083	1.40119	1.55706	1.46205
685	1.05762	1.82193	1.28267	1.11819	1.53157	1.24105	1.15456	1.21941	1.72174	1.16741	1.13327	1.0787	1.42679	1.08704	1.01462	1.34996	1.33418	1.06622	1.62033	1.15441	1.23442	1.14471	0.97291	1.63664	1.27478	1.16336	1.10803	1.04408	1.50524	1.52451	1.5442	1.40898	1.73275	1.16018	1.32401	1.23408	1.45871	1.15693	1.4835	1.25745	1.07538	1.20128	1.42499	1.62163	1.15733	1.18983	1.40768	1.1367	1.5143	1.16157	1.09172	1.58942	1.41563	1.12047	1.30053	1.06486	1.46776	1.62812	1.18921	1.19192	1.35815	1.24061	1.61481	1.63847	1.25544	1.21235	1.23042	1.5444	1.32767	1.33701	1.41384	1.58827	1.09309	1.25677	0.94362	1.30068	1.5534	1.45518	1.27872	1.05117	1.28146	1.30453	1.2086	1.20239	1.04798	1.62178	1.70296	1.46661	1.08901	1.28839	1.17794	1.04508	1.15354	1.26081	1.16876	1.00155	1.42906	1.3841	1.50371	1.41031
686	1.09406	1.73974	1.27166	1.17332	1.46281	1.23171	1.15959	1.20438	1.74478	1.24787	1.11878	1.07489	1.4912	1.08077	1.04316	1.37512	1.29002	1.05807	1.58866	1.23081	1.19137	1.12192	0.95797	1.64198	1.35346	1.14408	1.13532	1.07959	1.44633	1.50484	1.54201	1.40703	1.74923	1.14121	1.31725	1.24	1.43543	1.17219	1.47294	1.26881	1.00797	1.20821	1.41736	1.50797	1.13795	1.23142	1.36665	1.19611	1.47568	1.14749	1.09468	1.6759	1.40175	1.09858	1.33448	1.0756	1.49692	1.57945	1.17365	1.24891	1.32974	1.21931	1.59026	1.60378	1.31304	1.26134	1.31407	1.5207	1.35265	1.31714	1.33497	1.52256	1.06982	1.2341	0.9816	1.21012	1.56204	1.46113	1.29852	1.08216	1.29988	1.24936	1.26306	1.21053	1.05698	1.5698	1.66045	1.46621	1.16431	1.24442	1.19558	1.02749	1.1781	1.22596	1.15898	1.04516	1.45428	1.3735	1.43824	1.36593
689	1.08179	1.77344	1.2543	1.11404	1.48723	1.18303	1.19005	1.24838	1.71457	1.25446	1.06832	1.05485	1.43141	1.12825	1.04633	1.42574	1.26518	1.05804	1.63681	1.23418	1.21763	1.13322	0.93769	1.68694	1.2603	1.12507	1.03717	1.11298	1.4258	1.49406	1.61627	1.44311	1.69352	1.05095	1.3169	1.22124	1.45344	1.14401	1.55773	1.29734	0.99052	1.22934	1.50582	1.55016	1.13759	1.19395	1.38561	1.21243	1.49371	1.20773	1.12414	1.57314	1.37742	1.06827	1.35366	1.06375	1.49017	1.63613	1.21855	1.18064	1.38819	1.23883	1.58737	1.62893	1.34191	1.23555	1.28678	1.51676	1.33486	1.31633	1.31756	1.57247	1.118	1.30791	1.00416	1.28207	1.61819	1.42534	1.2992	1.04387	1.27337	1.24921	1.2037	1.25935	1.05407	1.63352	1.69291	1.5333	1.12476	1.28508	1.15252	0.93133	1.2074	1.18721	1.19614	1.00911	1.46211	1.38265	1.49916	1.36527
