Component1	Component2	Component3	Component4	Component5	Component6	Component7	Component8	Component9	Component10
486	0.02247	-0.02575	-0.02798	0.00656	-0.00977	0.01117	-0.004	0.00146	-0.00861	-0.00829
489	0.02046	-0.02998	-0.03238	0.01268	-0.00456	0.00607	-0.01667	0.00559	0.00308	-0.00361
491	0.02039	-0.03213	-0.03559	0.01733	-0.00396	0.0059	-0.02558	0.01125	0.00952	0.0023
494	0.01943	-0.03395	-0.03742	0.02053	-0.00141	0.00342	-0.03237	0.01421	0.01704	0.0067
495	0.01916	-0.03456	-0.0381	0.02166	-0.00061	0.00267	-0.03483	0.0154	0.01983	0.00832
498	0.01868	-0.03501	-0.03826	0.02225	0.00064	0.00128	-0.03615	0.01529	0.02227	0.00928
499	0.03364	0.02489	0.03746	0.01719	0.00551	-0.01721	-0.02889	0.00342	-0.00794	-0.03168
502	0.03339	0.02439	0.03653	0.01605	0.00537	-0.01567	-0.02694	0.00241	-0.00647	-0.02969
505	0.03381	0.02193	0.03465	0.01251	0.00038	-0.01548	-0.01863	0.00262	0.00032	-0.01725
506	0.03345	0.02101	0.03314	0.01066	-0.00028	-0.01351	-0.01528	0.00154	0.00272	-0.01344
511	0.03273	0.01423	0.02497	0.00088	-0.00798	-0.00602	0.00457	-0.0028	0.0119	0.00395
513	0.03173	0.01087	0.02001	-0.00356	-0.00967	-0.00063	0.01252	-0.00594	0.01304	0.00643
514	0.03108	0.00899	0.01704	-0.00581	-0.01023	0.00275	0.01648	-0.00793	0.01278	0.00682
516	0.03069	0.00591	0.01312	-0.00798	-0.0127	0.00556	0.02184	-0.00963	0.00989	0.00763
517	0.03022	0.0044	0.0109	-0.00915	-0.01315	0.00746	0.02395	-0.01057	0.00868	0.00706
519	0.02964	0.00189	0.00763	-0.01019	-0.01417	0.00914	0.02627	-0.01125	0.00551	0.00556
521	0.0287	-0.00174	0.0027	-0.01099	-0.01497	0.01169	0.02811	-0.01213	0.00043	0.00222
522	0.02834	-0.00338	0.00057	-0.01083	-0.01536	0.01243	0.02822	-0.01221	-0.00234	0.00072
523	0.02793	-0.00518	-0.00183	-0.01063	-0.01564	0.01337	0.02822	-0.01238	-0.0051	-0.00115
525	0.02673	-0.01016	-0.00808	-0.00892	-0.01585	0.0143	0.02601	-0.01187	-0.01213	-0.00597
526	0.02627	-0.01261	-0.01113	-0.0075	-0.01597	0.01458	0.02416	-0.01138	-0.01542	-0.00799
527	0.02572	-0.01407	-0.01287	-0.00662	-0.01533	0.0142	0.02235	-0.0108	-0.01606	-0.00924
528	0.02485	-0.01558	-0.01464	-0.00598	-0.01399	0.01343	0.02021	-0.01009	-0.0157	-0.01088
529	0.02441	-0.01693	-0.0164	-0.00491	-0.01339	0.01329	0.01788	-0.00904	-0.01569	-0.01164
530	0.0237	-0.01887	-0.01875	-0.00317	-0.01225	0.01252	0.01424	-0.00762	-0.01505	-0.0124
532	0.02253	-0.02154	-0.02186	-0.00046	-0.01008	0.01084	0.00826	-0.00525	-0.01249	-0.01258
535	0.02185	-0.02534	-0.02693	0.00519	-0.00855	0.00986	-0.00231	-5e-05	-0.00805	-0.00966
537	0.01905	-0.03013	-0.03119	0.01156	-0.0015	0.00253	-0.01536	0.0025	0.00515	-0.00524
539	0.01915	-0.03098	-0.03254	0.01345	-0.00155	0.00276	-0.01879	0.00474	0.00715	-0.00302
541	0.0195	-0.03286	-0.03574	0.01815	-0.00191	0.00365	-0.02747	0.01104	0.01281	0.00359
543	0.01852	-0.03399	-0.03643	0.0198	0.00053	0.00106	-0.03113	0.0118	0.01798	0.00602
548	0.03235	0.02561	0.03613	0.01693	0.00954	-0.01277	-0.03032	0.00051	-0.00985	-0.03595
550	0.03242	0.02546	0.03608	0.01677	0.00915	-0.0129	-0.02985	0.00061	-0.00945	-0.03514
551	0.03212	0.02503	0.03517	0.01561	0.00925	-0.01127	-0.02811	-0.00039	-0.00769	-0.03334
554	0.03236	0.0226	0.03311	0.01173	0.0048	-0.01046	-0.01984	-0.00047	3e-05	-0.02104
557	0.03233	0.02032	0.03073	0.0082	0.00149	-0.00864	-0.01252	-0.0014	0.0052	-0.01254
558	0.03212	0.01638	0.02643	0.00241	-0.0037	-0.00546	-0.00075	-0.00293	0.01205	-0.00087
562	0.0305	0.01076	0.01832	-0.00542	-0.00687	0.00317	0.01309	-0.00774	0.01558	0.00477
564	0.03022	0.00777	0.01478	-0.00782	-0.00969	0.00537	0.01878	-0.00902	0.01373	0.00628
565	0.0296	0.00649	0.0127	-0.00943	-0.00967	0.00747	0.02101	-0.00997	0.01381	0.00583
567	0.02919	0.00335	0.00888	-0.01075	-0.01185	0.00931	0.02476	-0.01092	0.00967	0.00508
568	0.02886	0.00231	0.00745	-0.01132	-0.01209	0.0101	0.02569	-0.01118	0.00863	0.00432
571	0.02782	-0.00308	0.00062	-0.01177	-0.01404	0.01274	0.02813	-0.01213	8e-05	-7e-05
572	0.02721	-0.00473	-0.00158	-0.01182	-0.01386	0.01333	0.02791	-0.01204	-0.00192	-0.00204
574	0.0266	-0.00864	-0.00622	-0.0103	-0.01483	0.01383	0.0269	-0.01202	-0.00858	-0.00547
576	0.02494	-0.01228	-0.01066	-0.0093	-0.0131	0.01324	0.02381	-0.01102	-0.0109	-0.00981
578	0.0239	-0.0156	-0.01447	-0.00708	-0.01206	0.01227	0.02	-0.01006	-0.01312	-0.0124
579	0.02363	-0.01649	-0.0156	-0.00637	-0.01173	0.01215	0.01858	-0.00946	-0.01331	-0.01289
580	0.02273	-0.01885	-0.01824	-0.00424	-0.01032	0.01089	0.01444	-0.00813	-0.01296	-0.01374
581	0.02237	-0.02015	-0.01976	-0.00275	-0.00976	0.01035	0.01185	-0.00719	-0.01271	-0.01368
583	0.02142	-0.02233	-0.02231	-0.00046	-0.00791	0.00889	0.00677	-0.0052	-0.0102	-0.01368
585	0.02082	-0.02518	-0.02588	0.00386	-0.00644	0.00763	-0.00107	-0.00182	-0.00639	-0.01117
586	0.01874	-0.02921	-0.0296	0.00949	-0.0011	0.00198	-0.01199	4e-04	0.00381	-0.00718
587	0.01849	-0.02991	-0.03034	0.01065	-0.00048	0.00134	-0.01408	0.00114	0.00533	-0.00606
588	0.01819	-0.03038	-0.0307	0.01134	0.00025	0.00054	-0.01539	0.00138	0.0067	-0.00535
590	0.0178	-0.03164	-0.03209	0.01375	0.00132	-0.00052	-0.01976	0.00335	0.01034	-0.00224
592	0.01713	-0.03367	-0.03436	0.01791	0.0032	-0.00228	-0.02764	0.00736	0.01767	0.00402
593	0.01687	-0.03411	-0.03471	0.01869	0.00388	-0.003	-0.02916	0.00787	0.01951	0.00522
594	0.01676	-0.0345	-0.03518	0.0195	0.00433	-0.00343	-0.03071	0.00853	0.02126	0.00638
595	0.01681	-0.03477	-0.03563	0.02017	0.00434	-0.00336	-0.03197	0.00937	0.02228	0.00733
596	0.01716	-0.03489	-0.03622	0.02073	0.00372	-0.00259	-0.033	0.01051	0.02263	0.00792
597	0.01684	-0.03506	-0.03609	0.02085	0.00445	-0.00343	-0.03324	0.01008	0.02353	0.00827
598	0.031	0.02628	0.03467	0.01661	0.01332	-0.00845	-0.03137	-0.00214	-0.01157	-0.03894
599	0.03367	0.02485	0.03747	0.01719	0.00522	-0.01746	-0.02867	0.00364	-0.00785	-0.03105
600	0.03053	0.02639	0.03403	0.01625	0.01446	-0.00681	-0.03128	-0.00313	-0.01166	-0.03934
602	0.02938	0.02631	0.03213	0.01479	0.01659	-0.00268	-0.02981	-0.0055	-0.01072	-0.0381
605	0.03113	0.02221	0.03084	0.00957	0.00684	-0.00577	-0.01753	-0.00309	0.00236	-0.01925
607	0.03138	0.01767	0.02669	0.00313	-0.00018	-0.00368	-0.00401	-0.00394	0.01149	-0.00473
610	0.0305	0.01429	0.02209	-0.00219	-0.00261	0.00099	0.00512	-0.00626	0.01607	0.00088
615	0.02872	0.00683	0.01225	-0.01061	-0.00762	0.00872	0.02052	-0.00987	0.01646	0.00496
619	0.02751	0.00068	0.00461	-0.0132	-0.01071	0.01212	0.02661	-0.01132	0.00905	0.00173
620	0.02701	-0.00106	0.00249	-0.01355	-0.011	0.01258	0.02725	-0.01141	0.00682	-5e-05
622	0.02614	-0.0042	-0.00128	-0.01353	-0.01143	0.01307	0.02752	-0.01141	0.00229	-0.00331
623	0.02568	-0.00653	-0.00398	-0.01277	-0.01183	0.01311	0.02693	-0.01136	-0.00145	-0.00554
626	0.02398	-0.01198	-0.0103	-0.01074	-0.01112	0.01239	0.02364	-0.01057	-0.00784	-0.011
627	0.02327	-0.01418	-0.01266	-0.00926	-0.01047	0.01147	0.02134	-0.01019	-0.00965	-0.01269
630	0.02122	-0.01848	-0.01701	-0.00631	-0.00743	0.00838	0.01535	-0.00903	-0.00999	-0.01566
631	0.02083	-0.01955	-0.01821	-0.00528	-0.00681	0.00781	0.01341	-0.00841	-0.00976	-0.01594
633	0.02022	-0.02244	-0.0217	-0.00145	-0.00563	0.0067	0.00687	-0.00593	-0.00813	-0.01486
635	0.01974	-0.02458	-0.02418	0.00174	-0.00442	0.00544	0.00148	-0.00412	-0.00561	-0.01314
638	0.01759	-0.0305	-0.03026	0.01106	0.00146	-0.00084	-0.01514	0.00044	0.00756	-0.00554
643	0.01598	-0.03412	-0.03371	0.018	0.00566	-0.00515	-0.02788	0.00564	0.0201	0.00469
645	0.01574	-0.0347	-0.03425	0.01918	0.00638	-0.0059	-0.02993	0.00637	0.02241	0.00657
648	0.03011	0.02661	0.03358	0.01617	0.0156	-0.00552	-0.0316	-0.0039	-0.01223	-0.04016
651	0.02832	0.02709	0.03124	0.01501	0.01966	0.00016	-0.03132	-0.00711	-0.01278	-0.0407
653	0.02981	0.02392	0.03051	0.01089	0.01204	-0.00248	-0.022	-0.00512	-0.00165	-0.02598
656	0.02916	0.01884	0.0247	0.00187	0.00626	0.00287	-0.00609	-0.00733	0.01278	-0.00836
657	0.02901	0.01739	0.02308	-0.00035	0.00464	0.00417	-0.002	-0.0079	0.01538	-0.00496
659	0.02911	0.01483	0.02083	-0.00344	0.00113	0.00476	0.00425	-0.00792	0.01803	-0.00108
660	0.02892	0.01272	0.01851	-0.00598	-0.00121	0.00614	0.00932	-0.00849	0.0194	0.00187
661	0.02858	0.01123	0.01661	-0.00787	-0.00231	0.00755	0.01263	-0.00906	0.0201	0.00294
663	0.02807	0.00849	0.01333	-0.01061	-0.00444	0.00939	0.01776	-0.00972	0.01969	0.00376
664	0.02783	0.00737	0.01198	-0.0117	-0.00523	0.01006	0.0197	-0.00988	0.01943	0.00386
666	0.02693	0.00432	0.00817	-0.01398	-0.00654	0.01163	0.02344	-0.01017	0.01741	0.00256
668	0.02604	0.00104	0.00406	-0.01524	-0.0076	0.01303	0.02583	-0.01052	0.01342	6e-05
669	0.02591	-0.00043	0.00258	-0.01513	-0.00848	0.01289	0.02645	-0.01057	0.01079	-0.00106
672	0.02424	-0.00573	-0.00341	-0.01507	-0.00879	0.01249	0.02637	-0.01017	0.00368	-0.00679
679	0.01998	-0.01853	-0.01667	-0.00752	-0.00517	0.00668	0.015	-0.00885	-0.00754	-0.01698
682	0.0185	-0.02237	-0.0204	-0.00315	-0.00254	0.00357	0.00777	-0.00738	-0.0059	-0.01645
683	0.01812	-0.02331	-0.02133	-0.00194	-0.00174	0.00269	0.00562	-0.00684	-0.00483	-0.01592
687	0.01703	-0.03035	-0.02951	0.01032	0.00244	-0.00198	-0.01413	-0.00068	0.00771	-0.00614
688	0.01685	-0.03091	-0.03009	0.01133	0.00294	-0.00252	-0.01584	-0.00011	0.00909	-0.00503
690	0.01585	-0.03218	-0.03081	0.01336	0.00519	-0.00498	-0.01965	0.00076	0.01345	-0.00186
691	0.01443	-0.03362	-0.03127	0.01571	0.00815	-0.00824	-0.02381	0.00147	0.01866	0.00251
693	0.01452	-0.0345	-0.0325	0.01779	0.00854	-0.00857	-0.02722	0.00302	0.02195	0.0054
695	0.01442	-0.03491	-0.03291	0.0187	0.00894	-0.00898	-0.02863	0.00349	0.0235	0.00681
696	0.0143	-0.03504	-0.03295	0.01895	0.00923	-0.0093	-0.02901	0.00349	0.02407	0.00728
697	0.02926	0.02713	0.03276	0.01625	0.01776	-0.00334	-0.03241	-0.00508	-0.01383	-0.04157
698	0.02897	0.02711	0.03228	0.01586	0.0183	-0.00228	-0.03201	-0.00568	-0.01348	-0.04117
700	0.02811	0.02729	0.03112	0.01516	0.02029	0.00061	-0.03178	-0.00734	-0.01339	-0.04138
702	0.02793	0.02687	0.03046	0.01414	0.01998	0.00151	-0.03015	-0.00774	-0.01137	-0.03885
703	0.02754	0.02664	0.02966	0.01322	0.02036	0.00295	-0.02898	-0.00843	-0.00992	-0.03719
705	0.02844	0.02279	0.02743	0.00716	0.01301	0.00268	-0.01714	-0.00753	0.00428	-0.01951
709	0.0284	0.01512	0.0202	-0.00407	0.00294	0.00661	0.00387	-0.00869	0.01913	-0.00154
710	0.02757	0.0133	0.01741	-0.0073	0.00226	0.00944	0.00854	-0.00969	0.022	0.00092
712	0.02746	0.01069	0.01488	-0.00985	-0.00073	0.00997	0.01375	-0.0096	0.02208	0.00235
715	0.0262	0.00593	0.00914	-0.01462	-0.00375	0.01237	0.02154	-0.00967	0.02131	0.00243
716	0.02575	0.00449	0.00737	-0.01559	-0.00427	0.01294	0.02304	-0.0097	0.02023	0.00156
719	0.02495	0.00014	0.00256	-0.01651	-0.00629	0.01344	0.02577	-0.0099	0.01418	-0.00179
723	0.02239	-0.00816	-0.00619	-0.01571	-0.00668	0.0112	0.02489	-0.00921	0.00301	-0.01063
726	0.02018	-0.01384	-0.01175	-0.01289	-0.00461	0.00792	0.02044	-0.0091	-0.00212	-0.016
727	0.01983	-0.0156	-0.01343	-0.01131	-0.00447	0.00705	0.01876	-0.0092	-0.00424	-0.0169
731	0.01744	-0.0212	-0.01836	-0.00605	-8e-04	0.00206	0.01059	-0.00865	-0.00483	-0.01829
732	0.01753	-0.02196	-0.0193	-0.00477	-0.00091	0.00203	0.00903	-0.00822	-0.00493	-0.01777
736	0.01577	-0.02943	-0.02705	0.00761	0.00431	-0.00417	-0.01014	-0.00364	0.00679	-0.00811
738	0.01262	-0.03205	-0.02716	0.01084	0.01061	-0.01141	-0.01561	-0.00486	0.01412	-0.00286
739	0.01461	-0.03185	-0.02904	0.01174	0.00725	-0.00745	-0.01703	-0.00205	0.01309	-0.00316
740	0.01284	-0.0331	-0.02876	0.01339	0.01063	-0.0113	-0.0197	-0.00262	0.01715	4e-04
741	0.01293	-0.03355	-0.02943	0.01452	0.0107	-0.01132	-0.02146	-0.00173	0.01861	0.00193
742	0.01299	-0.03395	-0.02999	0.01549	0.01078	-0.01135	-0.02299	-0.00094	0.01993	0.0033
746	0.01367	-0.03506	-0.03219	0.01858	0.01029	-0.01057	-0.02806	0.00214	0.02402	0.00728
748	0.02808	0.02754	0.03132	0.01578	0.02021	-0.00011	-0.03237	-0.00676	-0.01472	-0.04165
749	0.02767	0.02752	0.03067	0.01527	0.02087	0.00119	-0.03182	-0.00743	-0.01423	-0.04084
750	0.02741	0.0275	0.03025	0.01497	0.02122	0.00194	-0.03142	-0.00778	-0.01397	-0.04019
751	0.02771	0.02733	0.03055	0.01477	0.02102	0.00183	-0.03145	-0.00798	-0.01312	-0.04088
752	0.02737	0.02704	0.02976	0.01386	0.02108	0.003	-0.03005	-0.00847	-0.01159	-0.03861
755	0.02705	0.02336	0.02595	0.0064	0.01642	0.00662	-0.01775	-0.0095	0.0045	-0.02017
756	0.02741	0.01976	0.02311	0.001	0.01085	0.00763	-0.00743	-0.00958	0.01357	-0.00943
759	0.02517	0.01715	0.01791	-0.00585	0.01141	0.01433	7e-04	-0.01154	0.02294	-0.0016
761	0.02659	0.01194	0.0152	-0.01003	0.00222	0.01115	0.01148	-0.00954	0.02411	0.00153
762	0.02616	0.01066	0.0136	-0.01174	0.00146	0.01195	0.01394	-0.00946	0.02471	0.00185
763	0.02557	0.00903	0.01153	-0.01385	0.00053	0.01292	0.01694	-0.0093	0.02533	0.00226
764	0.02508	0.00808	0.01025	-0.01529	0.00025	0.01347	0.01858	-0.00899	0.02593	0.00218
765	0.02465	0.00662	0.00857	-0.01655	-0.00053	0.01382	0.02048	-0.00878	0.02529	0.00163
766	0.02475	0.00511	0.00718	-0.01683	-0.00207	0.01384	0.02222	-0.00906	0.02308	0.00118
768	0.02404	0.00258	0.0044	-0.01804	-0.00292	0.01394	0.02412	-0.00885	0.02066	-0.00096
769	0.02378	0.00063	0.00256	-0.01809	-0.00396	0.01341	0.02497	-0.00879	0.01749	-0.00264
771	0.02291	-0.00324	-0.00124	-0.01792	-0.00487	0.01228	0.02557	-0.00878	0.012	-0.00666
773	0.0213	-0.00765	-0.00577	-0.01742	-0.00459	0.01049	0.02454	-0.00821	0.00631	-0.0115
774	0.02073	-0.00951	-0.00761	-0.01651	-0.00429	0.00961	0.02343	-0.00828	0.00405	-0.01327
776	0.01865	-0.01361	-0.01114	-0.01461	-0.00198	0.00607	0.02002	-0.00842	0.00091	-0.01712
778	0.01726	-0.01784	-0.01469	-0.01103	-0.00042	0.00277	0.01585	-0.00919	-0.00275	-0.0194
779	0.01687	-0.01895	-0.01567	-0.00994	2e-04	0.00185	0.01432	-0.0092	-0.00303	-0.01975
780	0.01641	-0.02016	-0.01669	-0.00856	0.00084	0.00081	0.01245	-0.00908	-0.00332	-0.01956
781	0.01616	-0.02111	-0.01744	-0.00734	0.00134	-4e-05	0.01106	-0.00927	-0.00337	-0.0193
784	0.01464	-0.02461	-0.02014	-0.00237	0.00437	-0.004	0.004	-0.00877	-4e-04	-0.01607
787	0.01386	-0.03051	-0.02659	0.00838	0.00794	-0.00832	-0.01194	-0.00485	0.0102	-0.00655
789	0.01156	-0.03234	-0.02636	0.01082	0.01242	-0.01352	-0.01544	-0.00608	0.01508	-0.00206
794	0.01185	-0.03449	-0.02927	0.01606	0.013	-0.01393	-0.02323	-0.00258	0.02177	0.00507
796	0.01232	-0.03498	-0.03043	0.01748	0.01264	-0.01345	-0.02562	-0.00118	0.02378	0.00673
800	0.02674	0.02784	0.02954	0.01494	0.02258	0.00346	-0.03168	-0.00848	-0.01489	-0.04035
801	0.02669	0.02774	0.02936	0.01463	0.02268	0.0039	-0.03135	-0.00875	-0.01428	-0.03998
802	0.02652	0.02748	0.02889	0.01385	0.02273	0.00478	-0.03037	-0.0092	-0.01268	-0.03851
804	0.02575	0.02556	0.02598	0.00922	0.02106	0.00832	-0.02304	-0.01041	-0.00311	-0.02664
805	0.02404	0.0239	0.02217	0.00346	0.02188	0.01464	-0.01628	-0.01278	0.00877	-0.0146
806	0.02391	0.02215	0.0205	0.00013	0.02004	0.01612	-0.01132	-0.01315	0.0148	-0.0094
808	0.02398	0.01968	0.01863	-0.00372	0.0167	0.01633	-0.00517	-0.01244	0.02038	-0.00489
809	0.02368	0.01797	0.01677	-0.00662	0.01483	0.01748	-0.00051	-0.01249	0.02427	-0.00076
811	0.02432	0.01411	0.0145	-0.01062	0.00868	0.01551	0.00757	-0.01057	0.02674	0.00128
816	0.02381	0.00566	0.00695	-0.01799	-0.00014	0.01467	0.02153	-0.00841	0.02554	0.00101
817	0.02361	0.00454	0.0058	-0.01847	-0.00073	0.01467	0.02252	-0.00838	0.02439	0.00017
818	0.02309	0.00316	0.0044	-0.0192	-0.00106	0.01418	0.02324	-0.00781	0.02304	-0.00124
820	0.02165	-0.00157	-0.00024	-0.0202	-0.00213	0.01248	0.0246	-0.0068	0.01699	-0.00629
821	0.02103	-0.0032	-0.00179	-0.02034	-0.00215	0.01161	0.02458	-0.00645	0.01498	-0.0082
823	0.0192	-0.0072	-0.00573	-0.02026	-0.00134	0.00933	0.0235	-0.00569	0.01037	-0.01288
824	0.01863	-0.00895	-0.00714	-0.01927	-0.00101	0.00801	0.02252	-0.00606	0.0081	-0.01443
825	0.01753	-0.01156	-0.00932	-0.01798	2e-05	0.00589	0.02077	-0.00644	0.00545	-0.01689
827	0.01643	-0.01554	-0.01241	-0.01457	0.00113	0.00272	0.01758	-0.00792	0.00126	-0.01936
828	0.01575	-0.01766	-0.01401	-0.01261	0.00193	0.00086	0.01556	-0.00862	-6e-04	-0.0203
829	0.01565	-0.01897	-0.01501	-0.01089	0.00208	-1e-05	0.01426	-0.00932	-0.00179	-0.02033
831	0.01464	-0.0212	-0.01668	-0.00838	0.00372	-0.00241	0.01083	-0.00943	-0.00174	-0.01986
832	0.01397	-0.02217	-0.01709	-0.00732	0.00482	-0.00393	0.00951	-0.00987	-0.00158	-0.01948
833	0.01311	-0.02397	-0.0182	-0.00466	0.00654	-0.00626	0.00614	-0.01009	-3e-05	-0.01738
834	0.01311	-0.02478	-0.01903	-0.00318	0.00677	-0.0067	0.00441	-0.00992	0.00056	-0.01636
836	0.01045	-0.029	-0.02141	0.0032	0.01235	-0.01342	-0.00488	-0.00982	0.00777	-0.0096
838	0.01002	-0.03168	-0.02394	0.00847	0.0142	-0.01565	-0.01186	-0.00857	0.01297	-0.00381
839	0.00986	-0.03211	-0.02422	0.00939	0.01464	-0.01611	-0.013	-0.00836	0.0141	-0.0024
840	0.00998	-0.03272	-0.025	0.01078	0.01481	-0.01631	-0.0148	-0.00788	0.01556	-0.00083
841	0.01005	-0.03313	-0.02554	0.01182	0.01492	-0.01637	-0.01622	-0.00729	0.01682	0.00057
845	0.01021	-0.03474	-0.02745	0.01585	0.0155	-0.0168	-0.02156	-0.00523	0.02177	0.0064
846	0.01051	-0.03499	-0.02811	0.01654	0.01532	-0.01659	-0.02279	-0.00462	0.02292	0.00711
847	0.02446	0.02899	0.02713	0.0153	0.02608	0.00718	-0.03203	-0.00956	-0.019	-0.03874
852	0.02574	0.02779	0.02798	0.01375	0.02389	0.00624	-0.03023	-0.00968	-0.01354	-0.03754
854	0.02206	0.02592	0.02105	0.00523	0.0266	0.01767	-0.01976	-0.01387	0.00336	-0.01624
855	0.01769	0.02552	0.01495	-0.00231	0.03303	0.02992	-0.01441	-0.01811	0.01923	0.00044
858	0.0176	0.02422	0.01392	-0.00484	0.03165	0.03044	-0.01124	-0.01778	0.02364	0.00332
859	0.0188	0.02226	0.01405	-0.00641	0.02741	0.02767	-0.00758	-0.01621	0.02542	0.00306
860	0.02176	0.01715	0.01403	-0.01011	0.01629	0.0204	0.00201	-0.01206	0.02802	0.00191
864	0.02338	0.0086	0.0092	-0.01708	0.00321	0.01522	0.01765	-0.00813	0.02852	0.00199
865	0.02294	0.00718	0.0076	-0.01851	0.00247	0.01548	0.01961	-0.00777	0.02835	0.00148
866	0.02117	0.00698	0.00617	-0.02104	0.00435	0.01621	0.01962	-0.0057	0.03045	0.00126
867	0.02088	0.00529	0.00486	-0.02194	0.0035	0.01531	0.02087	-0.00507	0.02904	-0.00061
868	0.02175	0.00293	0.00358	-0.02095	0.00062	0.01406	0.02276	-0.00616	0.02456	-0.00236
872	0.01845	-0.0055	-0.00433	-0.0223	0.00019	0.00938	0.02337	-0.00401	0.01401	-0.01191
879	0.01455	-0.01833	-0.01415	-0.01268	0.0036	-0.00103	0.01442	-0.0084	-0.00014	-0.0207
880	0.01401	-0.02031	-0.01541	-0.01029	0.00449	-0.0029	0.01238	-0.00951	-0.00128	-0.02072
881	0.01284	-0.02166	-0.01581	-0.00884	0.0063	-0.00536	0.01038	-0.01005	-0.00084	-0.01981
888	0.00891	-0.03139	-0.0224	0.00725	0.01558	-0.01726	-0.0099	-0.01014	0.01207	-0.00436
891	0.00857	-0.03296	-0.02359	0.01064	0.01685	-0.01865	-0.01382	-0.00961	0.01572	0.00031
892	0.00877	-0.03367	-0.0245	0.01241	0.01706	-0.01881	-0.01599	-0.00902	0.01781	0.00264
893	0.00866	-0.03416	-0.02489	0.01356	0.01748	-0.01923	-0.01737	-0.00872	0.01926	0.00444
895	0.0085	-0.03464	-0.02517	0.01469	0.01796	-0.01971	-0.01861	-0.00853	0.02065	0.00633
898	0.02186	0.02981	0.02394	0.01467	0.02941	0.01189	-0.0308	-0.01098	-0.02101	-0.03447
901	0.0221	0.0293	0.02385	0.01358	0.02901	0.01247	-0.02968	-0.01148	-0.01806	-0.03301
905	0.01635	0.02613	0.01365	-0.00294	0.03546	0.0327	-0.01468	-0.01899	0.0203	0.00309
906	0.01623	0.02576	0.01327	-0.00382	0.03521	0.03307	-0.01374	-0.01896	0.02196	0.00422
908	0.01659	0.02483	0.01312	-0.00503	0.03356	0.03227	-0.01191	-0.01831	0.02391	0.00482
911	0.02025	0.01679	0.01237	-0.01233	0.01758	0.0216	0.00275	-0.01082	0.02957	0.00248
913	0.02204	0.00969	0.00899	-0.01807	0.00588	0.01635	0.01602	-0.00715	0.03065	0.00252
914	0.02056	0.00995	0.00792	-0.01955	0.00806	0.01758	0.01528	-0.00612	0.03189	0.00265
915	0.0215	0.00794	0.00706	-0.01986	0.00483	0.01652	0.01849	-0.00655	0.03034	0.002
916	0.0213	0.00694	0.00625	-0.0207	0.00413	0.01602	0.01957	-0.00593	0.0299	0.00121
917	0.01851	0.00592	0.0039	-0.02448	0.00649	0.01557	0.01925	-0.0019	0.03115	-0.00052
924	0.01419	-0.00637	-0.00586	-0.02637	0.00496	0.00624	0.02051	0.00132	0.01615	-0.01453
928	0.0131	-0.01709	-0.01253	-0.01536	0.00523	-0.00211	0.01505	-0.007	0.00146	-0.02077
930	0.01198	-0.01985	-0.01397	-0.01224	0.00688	-0.0053	0.01233	-0.00873	-0.00023	-0.02072
932	0.01018	-0.02302	-0.01511	-0.0082	0.00998	-0.00989	0.0085	-0.01084	0	-0.01866
934	0.00905	-0.02539	-0.01631	-0.00472	0.01234	-0.01313	0.00475	-0.0119	0.00163	-0.01611
936	0.00791	-0.02831	-0.01818	4e-04	0.01513	-0.01666	-0.0013	-0.01212	0.00575	-0.01076
938	0.00729	-0.03101	-0.02026	0.0056	0.01742	-0.01941	-0.00739	-0.01199	0.01068	-0.00499
942	0.00663	-0.03354	-0.02175	0.01119	0.01962	-0.02174	-0.0129	-0.01188	0.01615	0.00304
948	0.01948	0.03063	0.02111	0.01431	0.03223	0.01572	-0.02977	-0.01193	-0.02326	-0.03057
950	0.02172	0.02965	0.02361	0.014	0.02967	0.01276	-0.03023	-0.01148	-0.01948	-0.0335
951	0.01967	0.03011	0.02097	0.01296	0.03212	0.0167	-0.02869	-0.01262	-0.01945	-0.02867
952	0.02132	0.02926	0.02271	0.01264	0.02968	0.01414	-0.02846	-0.01197	-0.01639	-0.03005
953	0.01741	0.02757	0.01599	0.00285	0.03398	0.02703	-0.01906	-0.01673	0.006	-0.00694
954	0.01606	0.02659	0.01362	-0.00218	0.03602	0.03269	-0.01552	-0.01893	0.01841	0.00251
955	0.01568	0.02621	0.01291	-0.00358	0.0362	0.0338	-0.01433	-0.01915	0.02133	0.00477
957	0.01573	0.02561	0.01262	-0.00458	0.03524	0.03346	-0.01305	-0.01865	0.02292	0.0056
958	0.01584	0.02532	0.01257	-0.00496	0.03473	0.03322	-0.01248	-0.01845	0.0235	0.00574
961	0.01766	0.02163	0.01238	-0.00853	0.02753	0.02864	-0.00571	-0.01532	0.02727	0.00503
962	0.01886	0.01475	0.00966	-0.0164	0.01601	0.02158	0.00696	-0.00828	0.03201	0.00407
964	0.01781	0.01004	0.00594	-0.02265	0.01075	0.01835	0.01456	-0.0029	0.03352	0.00308
966	0.01983	0.00725	0.00551	-0.02214	0.00603	0.01635	0.01861	-0.0043	0.03104	0.00114
970	0.01497	-0.00032	-0.00149	-0.02948	0.00618	0.01029	0.02108	0.00373	0.02579	-0.00887
971	0.01418	-0.00198	-0.00289	-0.02977	0.00635	0.00897	0.02098	0.00422	0.02379	-0.01092
972	0.01586	-0.00383	-0.00385	-0.02644	0.0037	0.00891	0.02195	0.00064	0.01895	-0.01159
