gene1	gene2	gene3	gene4	gene5	gene6	gene7	gene8	gene9	gene10	gene11	gene12	gene13	gene14	gene15	gene16	gene17	gene18	gene19	gene20	gene21	gene22	gene23	gene24	gene25	gene26	gene27	gene28	gene29	gene30	gene31	gene32	gene33	gene34	gene35	gene36	gene37	gene38	gene39	gene40	gene41	gene42	gene43	gene44	gene45	gene46	gene47	gene48	gene49	gene50	gene51	gene52	gene53	gene54	gene55	gene56	gene57	gene58	gene59	gene60	gene61	gene62	gene63	gene64	gene65	gene66	gene67	gene68	gene69	gene70	gene71	gene72	gene73	gene74	gene75	gene76	gene77	gene78	gene79	gene80	gene81	gene82	gene83	gene84	gene85	gene86	gene87	gene88	gene89	gene90	gene91	gene92	gene93	gene94	gene95	gene96	gene97	gene98	gene99	gene100
193	1.2274	1.89191	1.32758	1.12025	1.59041	1.07811	1.08404	1.37768	1.53514	1.07576	1.0678	1.14556	1.46	1.2476	0.96513	1.28386	1.60538	1.15183	1.83266	1.17566	1.33111	1.16412	1.00945	1.69963	1.24378	1.15251	0.94106	0.96607	1.60274	1.64569	1.57841	1.50023	1.78537	0.96464	1.33681	1.20492	1.58077	1.0377	1.68129	1.26936	1.09503	1.13956	1.49939	1.76512	1.13011	1.20155	1.45066	1.11301	1.52857	1.10851	1.00667	1.49238	1.57229	1.10856	1.1439	1.13187	1.37517	1.79989	1.28401	1.08562	1.39742	1.15493	1.78602	1.75369	1.32284	1.14014	1.12471	1.58954	1.20796	1.3988	1.43116	1.78479	1.03722	1.37967	0.95119	1.34453	1.59843	1.31996	1.31239	0.95943	1.18346	1.46546	1.07405	1.2007	1.0593	1.86311	1.85594	1.56254	0.94148	1.35098	1.20461	0.93171	1.02127	1.20646	1.2172	1.02703	1.56549	1.41674	1.50788	1.61414
195	1.19895	1.8546	1.30912	1.06973	1.58269	1.05296	1.0735	1.37096	1.54488	1.08853	1.05012	1.10907	1.48364	1.21068	0.92282	1.27264	1.58075	1.13776	1.81019	1.2012	1.29249	1.12871	1.01792	1.70979	1.20449	1.15289	0.9411	0.91884	1.59909	1.68549	1.58795	1.50164	1.8204	0.99642	1.30659	1.27389	1.52666	1.10261	1.65218	1.27906	1.07761	1.1308	1.51667	1.75637	1.16632	1.21727	1.39422	1.07446	1.46666	1.12055	1.01274	1.46122	1.56524	1.16355	1.16168	1.14756	1.45238	1.79026	1.24369	1.02891	1.47158	1.14898	1.74221	1.75384	1.35502	1.14248	1.20119	1.60505	1.25156	1.42957	1.41747	1.78518	1.05128	1.33972	0.936	1.34967	1.55837	1.33427	1.33517	0.97094	1.17323	1.4535	1.10383	1.18314	1.07865	1.82252	1.87228	1.5431	0.96404	1.25212	1.2121	0.93542	1.03192	1.19449	1.20306	1.01426	1.52657	1.45543	1.5419	1.58669
197	1.18989	1.84976	1.30735	1.11251	1.56358	1.07657	1.08186	1.35646	1.51021	1.09289	1.05565	1.13521	1.48295	1.17336	1.00463	1.30413	1.56399	1.14313	1.8666	1.18527	1.31254	1.1496	1.011	1.74519	1.17375	1.18612	0.95323	0.92023	1.55608	1.69473	1.57161	1.54698	1.84286	0.95785	1.34881	1.26116	1.54185	1.07033	1.67057	1.24714	1.12135	1.15231	1.48214	1.76055	1.15266	1.21581	1.37978	1.09274	1.52847	1.11968	1.01072	1.43949	1.56413	1.13647	1.16202	1.12143	1.46218	1.76319	1.28533	1.09005	1.44891	1.13985	1.77556	1.71254	1.31329	1.16949	1.18765	1.63753	1.27709	1.46075	1.44257	1.8012	1.03325	1.33403	0.9569	1.31706	1.55224	1.32379	1.3153	1.04705	1.20102	1.46818	1.11887	1.1698	1.06007	1.85876	1.83987	1.514	0.97461	1.26314	1.21886	0.96418	1.03762	1.21587	1.18705	1.02399	1.52969	1.44997	1.53977	1.57482
199	0.98228	2.08902	0.96285	1.13402	1.63164	0.84475	1.03362	1.471	1.5727	0.99216	1.16153	1.13621	1.41477	1.32339	1.06215	1.38533	1.46219	1.1173	1.97813	1.05393	1.35624	1.12859	1.01213	1.70126	1.26211	1.06624	1.20764	0.93212	1.94858	1.59572	1.5903	1.39302	1.75882	1.21207	1.18394	1.39799	1.53883	1.0688	1.51925	1.34462	1.23388	1.13777	1.47108	1.98875	0.91733	1.0962	1.43506	1.07591	1.51768	1.28501	1.12155	1.49249	1.49039	1.28291	1.36609	1.2167	1.48378	1.85017	1.37701	1.23234	1.4852	1.08717	1.75151	1.67878	1.09571	1.07467	1.22692	1.47192	1.03532	1.34594	1.52908	1.68845	1.21416	1.26596	0.86576	1.47445	1.47006	1.30973	1.24857	1.07457	1.09639	1.5127	1.01823	1.19542	1.04744	1.61937	1.65482	1.59053	0.89278	1.28946	1.14022	0.93063	1.1457	1.28631	1.17219	1.06399	1.33712	1.31236	1.35882	1.73028
201	1.00816	2.07146	1.02286	1.17291	1.69507	0.88235	1.025	1.4441	1.51181	0.95656	1.10132	1.1552	1.38248	1.30655	1.05141	1.40874	1.51702	1.12244	1.93531	1.09314	1.40444	1.0656	1.08085	1.70748	1.29826	1.11949	1.17161	0.90979	1.94296	1.61213	1.51334	1.40724	1.76363	1.24007	1.21485	1.4247	1.58153	1.15607	1.55881	1.33175	1.2059	1.08609	1.52151	2.06046	0.93453	1.21551	1.52513	1.05382	1.53167	1.29793	1.13162	1.42067	1.46806	1.31863	1.38772	1.21125	1.47255	1.80534	1.30839	1.251	1.38976	1.11174	1.66046	1.62608	1.14568	1.07293	1.17937	1.50944	1.03682	1.36039	1.44365	1.62959	1.19694	1.29189	0.89176	1.41568	1.47675	1.33671	1.26201	1.08659	1.16464	1.55037	1.0414	1.14334	1.08027	1.66947	1.65073	1.58515	0.96911	1.30431	1.11768	0.96268	1.07947	1.25394	1.16825	1.06485	1.36163	1.37645	1.3245	1.72781
204	1.0669	2.0332	1.03441	1.12042	1.70974	0.87694	1.03058	1.46992	1.44832	0.93861	1.11552	1.10065	1.40464	1.25193	1.06228	1.42736	1.51206	1.12105	1.89951	1.18775	1.44367	1.09757	1.12147	1.69712	1.28518	1.09698	1.10409	0.87221	1.90266	1.51557	1.50627	1.34945	1.79688	1.25808	1.2031	1.44702	1.64458	1.19384	1.56097	1.32575	1.19696	1.06543	1.53757	2.04569	0.97013	1.19562	1.50669	1.03382	1.53855	1.33263	1.11946	1.42954	1.44687	1.36412	1.41088	1.18017	1.45927	1.78734	1.2984	1.23254	1.36245	1.13136	1.63352	1.62663	1.14527	1.06904	1.14033	1.50257	1.05612	1.39652	1.43847	1.64794	1.1294	1.28891	0.92422	1.39222	1.49034	1.35998	1.26309	1.04742	1.15336	1.51026	1.0387	1.13142	1.16906	1.72956	1.69688	1.57259	0.92626	1.27686	1.14707	0.96907	1.03558	1.3226	1.15854	1.06647	1.33945	1.39138	1.32676	1.72407
205	1.04445	2.05841	1.01087	1.1345	1.69739	0.87454	0.94262	1.46546	1.49145	1.01381	1.15336	1.10787	1.39884	1.31995	1.03663	1.43954	1.50633	1.09369	1.86407	1.1813	1.39641	1.07839	1.11116	1.67571	1.27785	1.13338	1.1208	0.87152	1.86642	1.54519	1.54184	1.35076	1.81386	1.23954	1.24194	1.44415	1.65616	1.15977	1.55101	1.33344	1.18635	1.06169	1.5604	2.00395	0.93089	1.21489	1.484	1.03982	1.53977	1.31976	1.14001	1.40233	1.48916	1.35933	1.41325	1.18369	1.49095	1.8266	1.30385	1.2501	1.39742	1.12488	1.64173	1.62671	1.16353	1.03793	1.17926	1.48645	1.03642	1.35257	1.42925	1.65566	1.10878	1.31997	0.9034	1.35837	1.49787	1.29691	1.23664	1.12903	1.17289	1.49509	1.02973	1.14921	1.20077	1.78577	1.70128	1.53995	0.92645	1.26159	1.16075	1.01043	1.07663	1.28291	1.19979	1.03905	1.27276	1.38926	1.32445	1.67385
207	1.03681	2.05734	1.0672	1.13831	1.7738	0.89055	1.07707	1.52356	1.44189	0.98557	1.09539	1.01656	1.48145	1.34491	1.04805	1.43275	1.56932	1.065	1.7793	1.23633	1.52869	1.06869	1.02499	1.71679	1.26458	1.24644	1.10646	0.95426	1.89757	1.41096	1.51585	1.28259	1.73145	1.13126	1.26235	1.39825	1.64262	1.26989	1.63499	1.31905	1.23531	0.95293	1.5773	2.02942	0.90461	1.05073	1.41423	1.07908	1.56465	1.29336	1.09539	1.40212	1.43839	1.31742	1.45786	1.217	1.46662	1.76112	1.2471	1.19092	1.38221	1.17211	1.67647	1.50989	1.1145	1.0595	1.23487	1.54102	1.10289	1.40487	1.39115	1.58968	1.0193	1.25645	0.88645	1.3167	1.45037	1.39002	1.27391	1.12745	1.13868	1.60946	1.03539	1.1893	1.35156	1.76989	1.67056	1.58654	0.84308	1.26305	1.06649	0.99588	0.97197	1.27419	1.14717	1.10295	1.23755	1.39331	1.33729	1.61704
208	1.02874	1.99215	1.10941	1.11502	1.8163	0.8924	1.06263	1.51205	1.45459	0.91749	1.07424	1.05091	1.46116	1.30515	1.0253	1.43246	1.50998	1.06592	1.79625	1.23838	1.50301	1.10602	1.07623	1.70943	1.2754	1.13861	1.12539	0.91817	1.87159	1.49778	1.47181	1.30827	1.78312	1.17987	1.23052	1.35713	1.64569	1.14922	1.6108	1.34727	1.191	0.97906	1.62419	2.02299	0.89762	1.10178	1.42075	1.09365	1.53301	1.27135	1.07574	1.40602	1.46299	1.33247	1.3918	1.15345	1.4464	1.75696	1.28601	1.17059	1.46498	1.17812	1.64092	1.57013	1.19378	1.07965	1.26903	1.49957	1.12042	1.40431	1.4246	1.55662	0.97732	1.25591	0.90176	1.3432	1.54588	1.38202	1.27504	1.13864	1.09128	1.57718	1.00425	1.12366	1.22833	1.75307	1.66428	1.55118	0.8808	1.2962	1.10193	1.02336	0.96166	1.335	1.17442	1.07856	1.27536	1.43462	1.36625	1.68762
210	1.06373	1.98912	1.12232	1.13561	1.78141	0.91342	1.0596	1.45071	1.47647	0.99236	1.08079	1.03997	1.50979	1.26669	1.00297	1.39691	1.5347	1.08476	1.8278	1.18903	1.47665	1.13946	1.1525	1.6197	1.24579	1.14823	1.0885	0.86425	1.89899	1.606	1.49081	1.34283	1.77419	1.21622	1.19695	1.3613	1.62275	1.11702	1.58272	1.26321	1.12073	1.04925	1.58611	1.94901	1.02298	1.19126	1.45851	1.06213	1.62138	1.31647	1.09703	1.43102	1.46149	1.32313	1.34906	1.15808	1.42414	1.7699	1.33001	1.16042	1.47963	1.16484	1.62409	1.65616	1.18807	1.09235	1.19775	1.53318	1.10073	1.39442	1.42482	1.68637	1.0755	1.23972	0.92169	1.40667	1.49491	1.32259	1.28653	1.08138	1.18489	1.51947	1.03241	1.15007	1.18744	1.79307	1.76616	1.56657	0.88946	1.31327	1.16409	1.01551	1.01972	1.29707	1.18862	1.03913	1.28393	1.44978	1.3595	1.67566
212	1.05779	1.94483	1.17589	1.1121	1.7626	0.9127	1.09695	1.47058	1.47445	0.99642	1.04849	1.04983	1.51261	1.22958	0.9451	1.37529	1.52365	1.05286	1.8001	1.17293	1.49077	1.13911	1.12728	1.66649	1.23603	1.14279	1.11449	0.82177	1.91311	1.6862	1.47854	1.38265	1.7544	1.23588	1.17839	1.32207	1.64158	1.10406	1.57556	1.25027	1.08324	1.047	1.60295	1.95857	1.0345	1.28635	1.46437	1.04494	1.66049	1.31828	1.13353	1.46372	1.4647	1.29064	1.36721	1.13095	1.39914	1.72765	1.33702	1.12096	1.51476	1.13739	1.64936	1.67111	1.19838	1.05762	1.13068	1.5237	1.07691	1.36676	1.44562	1.76653	1.07375	1.28914	0.92673	1.43769	1.47971	1.25505	1.24956	1.08157	1.22868	1.53939	1.05667	1.16296	1.14587	1.78512	1.78227	1.52791	0.89142	1.35789	1.1496	0.98973	1.05615	1.27031	1.20592	1.02811	1.34711	1.40866	1.33421	1.64105
213	1.06223	1.93935	1.18562	1.12233	1.81917	0.95021	1.0839	1.43134	1.53665	0.92284	1.02422	0.9753	1.59254	1.25712	0.95867	1.36692	1.60272	0.97205	1.78531	1.20471	1.40324	1.16291	1.22708	1.59493	1.19495	1.15132	1.05697	0.86628	1.94374	1.69611	1.57193	1.31099	1.78506	1.23015	1.14787	1.30431	1.56174	1.02105	1.57327	1.1863	1.05405	1.08303	1.64964	1.88773	1.09625	1.29816	1.46752	1.01805	1.68347	1.20508	1.06471	1.47767	1.54512	1.29366	1.30464	1.03978	1.46055	1.70631	1.36224	1.06641	1.52198	1.23092	1.67275	1.68798	1.22093	1.11308	1.18382	1.52371	1.01848	1.33825	1.37439	1.74159	1.08531	1.24091	0.90682	1.50381	1.49459	1.20249	1.21335	1.05284	1.22785	1.48445	0.99656	1.12769	1.15226	1.76878	1.74316	1.5466	0.83131	1.3307	1.11769	1.00577	1.02795	1.29026	1.19422	1.0164	1.31119	1.46374	1.38698	1.66385
217	1.00024	1.8968	1.25637	1.157	1.77111	0.96443	1.0125	1.4319	1.42294	1.06624	1.01008	1.13234	1.43565	1.22343	0.97741	1.30755	1.58558	1.05159	1.78579	1.12381	1.45019	1.15142	1.0687	1.54108	1.23955	1.23809	1.08273	0.80329	1.94957	1.72341	1.68966	1.38358	1.77053	1.21259	1.17423	1.35673	1.73352	1.0414	1.66625	1.20163	1.04488	1.0143	1.53008	2.00177	1.03425	1.25373	1.51698	1.02108	1.74214	1.29535	1.07004	1.44813	1.45654	1.31592	1.35281	1.14522	1.37016	1.67891	1.37201	1.1095	1.55522	1.16115	1.65038	1.74307	1.23381	1.20917	1.11686	1.52392	1.13229	1.34748	1.43668	1.78037	1.06402	1.25998	0.965	1.46595	1.49497	1.25296	1.24486	0.99479	1.23775	1.46387	1.07041	1.12499	1.0706	1.76506	1.71413	1.49474	0.91297	1.45038	1.04474	0.96393	1.05819	1.31049	1.31808	0.97789	1.28795	1.38529	1.37216	1.57535
218	1.08464	1.96137	1.33803	1.12323	1.69886	0.92429	0.92983	1.47867	1.48774	1.0302	1.07448	1.15562	1.42986	1.27358	0.98127	1.29324	1.57781	1.0535	1.75471	1.18228	1.45421	1.24817	1.05287	1.469	1.17709	1.32795	1.09106	0.88554	1.92332	1.82542	1.52163	1.3885	1.74404	1.28808	1.21223	1.31865	1.73324	1.00534	1.61707	1.28263	1.10004	1.04579	1.5665	2.01587	1.00998	1.41265	1.40029	1.09394	1.6431	1.23793	1.05657	1.54678	1.34664	1.26697	1.39305	0.99471	1.53864	1.69677	1.36719	1.07976	1.48727	1.26342	1.6878	1.73795	1.20549	1.16592	1.11616	1.59997	1.14425	1.36183	1.53583	1.79476	1.14001	1.21145	1.00651	1.48499	1.54377	1.31052	1.20335	0.95041	1.22586	1.43816	1.08712	1.13295	1.03053	1.72719	1.74117	1.59774	0.83942	1.32187	1.22485	0.9701	1.14596	1.35211	1.32593	0.98772	1.29106	1.4625	1.25364	1.55645
219	1.03729	1.88412	1.33516	1.10889	1.72307	1.00045	1.00911	1.4454	1.45375	1.04497	1.06143	1.16244	1.3951	1.20007	1.00107	1.2806	1.55128	1.06291	1.80166	1.17084	1.44677	1.16227	1.10405	1.55052	1.23658	1.24535	1.05076	0.80287	1.87913	1.74946	1.56693	1.42369	1.74142	1.24542	1.22111	1.33466	1.70004	1.08262	1.63942	1.24643	1.08722	1.02767	1.52133	1.96746	0.96424	1.29635	1.49836	1.05434	1.64747	1.22344	1.07587	1.48483	1.43565	1.29532	1.34818	1.09506	1.48095	1.68562	1.30823	1.0828	1.52265	1.15965	1.70732	1.73735	1.18597	1.21109	1.07033	1.57149	1.11656	1.35318	1.4226	1.79577	1.15636	1.27933	0.93893	1.4926	1.53107	1.32743	1.26628	1.00734	1.20557	1.43011	1.02896	1.17193	1.07625	1.77866	1.74681	1.5439	0.90048	1.33486	1.21153	0.94735	1.08287	1.31581	1.30315	0.99183	1.29745	1.34839	1.35923	1.55469
220	1.05069	1.88095	1.27275	1.11035	1.65495	1.00688	0.99631	1.44141	1.45773	1.08055	1.02588	1.16929	1.41771	1.1451	0.97109	1.24033	1.57118	1.09199	1.80003	1.14639	1.39728	1.14439	1.08093	1.52899	1.24161	1.20376	1.01648	0.80976	1.85892	1.72498	1.64317	1.39967	1.71573	1.18339	1.20714	1.33723	1.67033	1.11958	1.64196	1.18106	1.06806	1.05124	1.46541	1.93046	0.99305	1.26908	1.47633	1.00509	1.6094	1.26974	1.07944	1.43572	1.4898	1.31901	1.31575	1.10757	1.4162	1.72674	1.3435	1.07575	1.55133	1.16489	1.7133	1.75102	1.2124	1.18593	1.10606	1.55443	1.09613	1.33934	1.44203	1.80218	1.149	1.24845	0.9149	1.4501	1.51926	1.31755	1.25802	1.00484	1.21765	1.48689	1.03941	1.14655	1.08689	1.73771	1.79001	1.52877	0.90669	1.39237	1.15414	0.92359	0.99038	1.28627	1.25555	1.00318	1.33425	1.32478	1.40235	1.52344
222	1.02154	1.8565	1.29428	1.10092	1.67421	1.01198	0.96855	1.45215	1.42119	1.12211	1.04091	1.13832	1.45336	1.22484	1.03779	1.25742	1.55778	1.14666	1.83884	1.11161	1.38059	1.16673	1.12394	1.60652	1.23381	1.20974	1.00805	0.85451	1.83612	1.67012	1.53827	1.43966	1.75097	1.18773	1.1821	1.31027	1.67435	1.06733	1.66843	1.18177	1.06515	1.11294	1.45393	1.92265	1.05701	1.21568	1.44542	1.02279	1.58362	1.25593	1.10902	1.47581	1.497	1.29955	1.32541	1.17609	1.45667	1.73087	1.31099	1.09991	1.52623	1.18009	1.71325	1.76628	1.2147	1.19491	1.13221	1.54443	1.11798	1.33676	1.35244	1.84548	1.14244	1.29692	0.91402	1.42734	1.54538	1.26545	1.30329	0.99999	1.25214	1.49088	1.0634	1.21578	1.08126	1.72127	1.80683	1.52381	0.87137	1.39898	1.13674	0.90963	1.04464	1.29958	1.25226	1.02165	1.36034	1.37479	1.41381	1.56435
224	1.06879	1.84402	1.21133	1.07459	1.66541	0.99499	1.01457	1.38548	1.46011	1.14216	1.05275	1.09139	1.43094	1.16179	1.00824	1.26208	1.50813	1.14974	1.81913	1.12156	1.35471	1.21229	1.06232	1.55477	1.21565	1.15145	0.99233	0.90234	1.74367	1.66253	1.56396	1.48506	1.75984	1.17205	1.26801	1.25327	1.63622	1.01958	1.60989	1.21962	1.05738	1.11497	1.46008	1.89553	1.09722	1.21122	1.49744	1.03274	1.57682	1.25477	1.12134	1.44146	1.5014	1.2892	1.32906	1.1898	1.46201	1.68933	1.2635	1.11878	1.54329	1.20146	1.74652	1.74737	1.23064	1.16765	1.12975	1.60772	1.08692	1.35729	1.39191	1.77428	1.15879	1.32716	0.90617	1.4027	1.58467	1.3197	1.28542	1.03043	1.24885	1.43054	0.9706	1.18244	1.07061	1.75976	1.85173	1.50149	0.8935	1.34802	1.10945	0.90754	0.98243	1.34115	1.27804	1.00998	1.32227	1.31785	1.44226	1.57626
226	1.07957	1.84287	1.16519	1.07963	1.59819	0.99712	0.97948	1.39028	1.46713	1.05569	1.07622	1.09059	1.42649	1.18882	1.00352	1.27825	1.49871	1.13934	1.80261	1.12835	1.33294	1.21095	1.06694	1.5471	1.19878	1.15517	0.99503	0.92348	1.71086	1.76491	1.6058	1.49674	1.71234	1.14263	1.25223	1.22199	1.6418	1.10241	1.65171	1.23066	1.05525	1.13694	1.44354	1.90167	1.05016	1.23019	1.45012	1.04209	1.60533	1.18923	1.14021	1.46707	1.52711	1.26582	1.28208	1.10583	1.48813	1.69999	1.24181	1.20333	1.53664	1.1998	1.7599	1.75665	1.2155	1.18668	1.06085	1.62444	1.09429	1.31006	1.38092	1.83597	1.12177	1.32657	0.9206	1.4208	1.54388	1.31724	1.28228	1.05471	1.28329	1.40394	1.01897	1.15755	1.16702	1.70934	1.84763	1.49682	0.8966	1.35207	1.13213	0.87933	1.02124	1.29063	1.24272	1.01534	1.31429	1.36636	1.48496	1.62411
228	1.08416	1.82556	1.20736	1.0424	1.62734	0.99009	0.99544	1.41284	1.50721	1.09479	1.08747	1.05745	1.41548	1.22583	0.98323	1.32734	1.55008	1.15212	1.78751	1.16796	1.35156	1.20997	1.02138	1.56696	1.24075	1.16335	0.97332	0.94478	1.73163	1.74926	1.59413	1.46641	1.74918	1.14983	1.24291	1.21575	1.59572	1.09216	1.66339	1.22707	1.01984	1.05977	1.45899	1.86315	1.05424	1.16427	1.45391	1.05369	1.63415	1.23343	1.13141	1.54837	1.49378	1.2183	1.24483	1.11138	1.47283	1.73173	1.23422	1.12815	1.49511	1.21196	1.76776	1.80761	1.22796	1.16468	1.07861	1.57169	1.09945	1.31145	1.40281	1.78669	1.13397	1.31184	0.95277	1.34056	1.6023	1.31087	1.29383	1.04891	1.23534	1.38553	1.02214	1.14637	1.15092	1.7051	1.80014	1.54061	0.87053	1.36745	1.11184	0.91191	1.0025	1.29865	1.26137	0.99684	1.40304	1.40218	1.5676	1.617
232	1.0829	1.87269	1.21513	1.12616	1.60039	1.11215	1.04187	1.33663	1.51846	1.13165	1.06356	1.07317	1.48534	1.2064	1.02222	1.38601	1.54755	1.17872	1.81555	1.13682	1.32566	1.16202	1.08993	1.68218	1.15815	1.20213	1.01408	0.91649	1.70238	1.70967	1.55725	1.51306	1.77659	1.21035	1.2469	1.20638	1.54	1.10302	1.546	1.27531	1.04856	1.07382	1.51275	1.79423	1.09775	1.17355	1.394	1.06303	1.61164	1.19648	1.11852	1.45678	1.4737	1.1734	1.20088	1.12105	1.54432	1.84371	1.25579	1.06372	1.45378	1.21373	1.97918	1.82322	1.17673	1.15699	1.09548	1.52919	1.11703	1.2165	1.39175	1.72179	1.18494	1.28524	0.92363	1.36388	1.47612	1.24086	1.32436	0.96331	1.25464	1.35282	1.02583	1.10288	1.13027	1.67378	1.81815	1.53068	0.7774	1.38222	1.11916	0.95656	1.00592	1.28703	1.23708	0.92057	1.46554	1.45749	1.56139	1.57731
233	1.11207	1.8473	1.2411	1.07465	1.6101	1.07499	1.05401	1.34281	1.4979	1.07725	1.03043	1.09538	1.46735	1.2245	1.0051	1.2976	1.52806	1.1224	1.80588	1.17552	1.31579	1.14783	1.07347	1.66448	1.19348	1.15749	0.9575	0.92966	1.74796	1.71718	1.52388	1.4651	1.78847	1.16706	1.25667	1.21282	1.49581	1.0668	1.59524	1.22307	1.03634	1.08826	1.49875	1.81583	1.09201	1.18269	1.38019	1.05515	1.60558	1.22089	1.0639	1.54631	1.55885	1.2051	1.1861	1.12575	1.49186	1.86061	1.24544	1.11167	1.46174	1.19575	1.86493	1.79288	1.16299	1.17362	1.12687	1.51499	1.16316	1.3045	1.37906	1.75677	1.12681	1.30321	0.93018	1.39413	1.52632	1.3052	1.28957	0.97805	1.2345	1.33495	1.07935	1.15285	1.12399	1.70564	1.84109	1.55472	0.85781	1.37359	1.11148	0.93848	1.06458	1.30064	1.24367	0.92472	1.46105	1.44473	1.55527	1.53602
235	1.11828	1.80899	1.30138	1.09487	1.61716	1.06256	1.05431	1.36232	1.51865	1.04735	1.03038	1.12365	1.45984	1.18428	0.98164	1.28612	1.50887	1.13554	1.78367	1.18507	1.31619	1.15881	1.05249	1.63408	1.17149	1.14911	0.97814	0.94214	1.70227	1.6797	1.53434	1.47719	1.80701	1.09535	1.27332	1.18348	1.52897	1.03816	1.61188	1.19217	1.01078	1.10727	1.54517	1.84161	1.13818	1.199	1.40856	1.10815	1.56078	1.21389	1.06064	1.53194	1.62177	1.18142	1.16576	1.15259	1.43539	1.84638	1.26271	1.08628	1.46573	1.26699	1.79314	1.82453	1.21182	1.17426	1.12295	1.56048	1.16754	1.39451	1.39131	1.74215	1.09903	1.41331	0.92715	1.33693	1.52904	1.29628	1.28955	0.93057	1.31444	1.38695	1.04099	1.19102	1.09877	1.79395	1.82399	1.55	0.95278	1.34652	1.14346	0.94149	1.06718	1.23488	1.2069	0.96426	1.50065	1.40694	1.56662	1.57747
236	1.10843	1.81843	1.28981	1.0743	1.60636	1.0334	1.055	1.3842	1.51952	1.01843	0.98224	1.15457	1.45839	1.19007	1.00617	1.26818	1.50678	1.14229	1.76483	1.16973	1.33076	1.14562	1.05152	1.65488	1.18794	1.15491	0.9656	0.94542	1.69771	1.64083	1.52921	1.51346	1.81259	1.09567	1.32461	1.19111	1.51751	1.03156	1.60895	1.19076	1.01645	1.10664	1.50209	1.82244	1.11738	1.19832	1.38945	1.07367	1.54398	1.24946	1.08132	1.53454	1.60897	1.22465	1.14162	1.10088	1.39479	1.83972	1.27969	1.07705	1.44676	1.28312	1.82479	1.80358	1.25886	1.17741	1.15248	1.59484	1.17645	1.39988	1.40912	1.75762	1.10677	1.41512	0.89757	1.34145	1.52436	1.28329	1.30033	0.92669	1.28752	1.3693	1.0498	1.18805	1.119	1.8232	1.83816	1.54883	0.9483	1.33619	1.14083	0.95507	1.08729	1.22301	1.19566	0.98208	1.47293	1.42655	1.57277	1.54639
237	1.11225	1.84366	1.32516	1.07893	1.57813	1.01241	1.05248	1.38976	1.52353	1.02075	0.94805	1.1669	1.44977	1.21945	1.05011	1.22734	1.55224	1.14712	1.75934	1.16453	1.36773	1.13502	1.0404	1.65525	1.20103	1.13099	0.9486	0.94041	1.63374	1.62917	1.53131	1.50971	1.83971	1.07212	1.33966	1.18175	1.49911	1.04465	1.61635	1.23217	1.01039	1.11941	1.49677	1.79571	1.11897	1.20793	1.43401	1.05882	1.56888	1.24219	1.06426	1.5373	1.59448	1.22791	1.13831	1.08846	1.37266	1.84983	1.25189	1.08753	1.43522	1.27935	1.81298	1.81986	1.24457	1.19488	1.19231	1.58674	1.17251	1.36429	1.37851	1.7624	1.103	1.40506	0.89718	1.32814	1.55809	1.3011	1.2945	0.89511	1.25164	1.35995	1.06715	1.20874	1.1293	1.85281	1.83225	1.5411	0.93954	1.32504	1.15461	0.93405	1.0782	1.19842	1.17469	0.97989	1.48099	1.43581	1.55742	1.51652
240	1.13682	1.87142	1.33395	1.07889	1.58842	1.0563	1.07544	1.3398	1.49886	1.09157	0.94647	1.1563	1.47577	1.24445	0.97345	1.2974	1.56253	1.11809	1.74541	1.14962	1.3521	1.16868	1.05676	1.68571	1.16494	1.1614	0.94864	1.02707	1.66315	1.70078	1.53288	1.49707	1.82024	1.00405	1.32464	1.24369	1.48694	1.09724	1.68074	1.24893	1.07325	1.1338	1.54395	1.81639	1.12337	1.13987	1.46574	1.09793	1.53484	1.20059	1.03556	1.54029	1.55416	1.15558	1.18011	1.1505	1.44375	1.82236	1.22083	1.0885	1.4168	1.20455	1.81442	1.77267	1.27023	1.13278	1.13451	1.56071	1.18449	1.39042	1.39864	1.77334	1.04573	1.4209	0.91545	1.33795	1.55763	1.30157	1.321	0.93215	1.28494	1.39606	1.06227	1.19968	1.08277	1.82253	1.84647	1.52764	0.87743	1.35107	1.16082	0.89288	1.04899	1.18673	1.21278	0.93253	1.53595	1.41441	1.56276	1.58218
242	1.17807	1.85471	1.32765	1.1134	1.57575	1.08541	1.07689	1.37645	1.55944	1.0537	1.0454	1.15022	1.46597	1.22768	0.99034	1.28997	1.5852	1.13517	1.78134	1.17781	1.31196	1.18838	1.01096	1.71516	1.22511	1.15968	0.9415	0.96144	1.60497	1.67347	1.56641	1.5064	1.79543	1.00345	1.28038	1.24154	1.53348	1.04926	1.65131	1.2858	1.09194	1.15205	1.50898	1.77346	1.08471	1.17403	1.46122	1.13716	1.51074	1.11622	1.02156	1.50983	1.5675	1.15166	1.13541	1.11893	1.44484	1.83969	1.27772	1.062	1.41581	1.1637	1.79101	1.78718	1.3149	1.13806	1.15393	1.56917	1.20919	1.40735	1.40464	1.75353	1.05466	1.37986	0.92451	1.33853	1.56218	1.30202	1.31841	0.95407	1.20089	1.41141	1.07925	1.20257	1.07639	1.81093	1.85623	1.55591	0.9524	1.3295	1.21291	0.91937	1.06803	1.22205	1.24001	0.97502	1.53879	1.42368	1.51141	1.59627
