Component1	Component2	Component3	Component4	Component5	Component6	Component7	Component8	Component9	Component10
487	0.02818	-0.02126	-0.02801	-0.00562	-0.00971	0.01172	0.00496	0.00133	-0.01287	0.00458
491	0.03426	-0.01842	-0.03484	-0.02044	-0.00148	-0.00404	0.02287	0.01033	0.00913	-0.00182
492	0.03518	-0.01786	-0.03581	-0.02276	0.00013	-0.00696	0.02577	0.01173	0.01354	-0.00268
493	0.03537	-0.01785	-0.03612	-0.02335	0.00025	-0.00733	0.02663	0.01237	0.01433	-0.00328
494	0.03578	-0.01741	-0.03631	-0.02434	0.00141	-0.00922	0.02743	0.01219	0.01678	-0.00314
495	0.0363	-0.01686	-0.03658	-0.02562	0.00282	-0.01153	0.02851	0.01209	0.01982	-0.00313
496	0.03654	-0.0168	-0.03686	-0.02631	0.00305	-0.01208	0.02933	0.0126	0.02071	-0.00381
497	0.03666	-0.01638	-0.03662	-0.02645	0.00401	-0.01341	0.02894	0.01155	0.02208	-0.00285
498	0.03686	-0.01625	-0.0368	-0.02699	0.00442	-0.01415	0.02952	0.0117	0.02321	-0.003
499	-0.02181	-0.03606	0.03888	-0.02042	0.00199	-0.02271	0.01748	0.00427	-0.01637	0.01316
500	-0.02227	-0.03482	0.03722	-0.01961	0.00556	-0.01887	0.01955	0.00032	-0.01824	0.01324
502	-0.02209	-0.03424	0.0361	-0.0183	0.00699	-0.01624	0.01986	-0.00228	-0.01762	0.01248
503	-0.02185	-0.03411	0.03567	-0.01761	0.00694	-0.01539	0.01931	-0.00285	-0.01659	0.01177
504	-0.02086	-0.03484	0.03605	-0.01664	0.00378	-0.01658	0.01626	-0.00095	-0.0127	0.01007
505	-0.02066	-0.03457	0.03543	-0.01588	0.0041	-0.01539	0.01595	-0.00184	-0.01197	0.00948
506	-0.01934	-0.03497	0.03493	-0.01409	0.00065	-0.01537	0.0117	-0.00019	-0.007	0.00678
507	-0.01845	-0.03521	0.03453	-0.01272	-0.00115	-0.01488	0.00936	5e-05	-0.00404	0.00517
508	-0.01835	-0.03469	0.03356	-0.01195	-6e-05	-0.01295	0.00959	-0.00165	-0.00428	0.00492
510	-0.01376	-0.03446	0.02916	-0.00433	-0.00708	-0.00737	-0.00188	-0.002	0.00805	-0.00244
511	-0.01244	-0.03397	0.02727	-0.00187	-0.0079	-0.00476	-0.00432	-0.00317	0.01037	-0.00369
513	-0.00964	-0.03355	0.024	0.00191	-0.01101	-0.00076	-0.00978	-0.00437	0.01301	-0.00585
515	-0.00578	-0.03177	0.01795	0.00778	-0.01197	0.00656	-0.01458	-0.00793	0.01428	-0.00624
518	-0.00095	-0.03021	0.01101	0.01256	-0.01403	0.01387	-0.0193	-0.011	0.01105	-0.00549
519	0.00121	-0.02962	0.00811	0.01394	-0.01504	0.01624	-0.02093	-0.01171	0.00865	-0.00467
520	0.0023	-0.02949	0.00676	0.01397	-0.01573	0.01713	-0.02141	-0.01187	0.00652	-0.0043
522	0.00571	-0.02842	0.00209	0.01493	-0.01647	0.01987	-0.02227	-0.01253	0.0014	-0.00209
528	0.01824	-0.02383	-0.01486	0.00987	-0.01391	0.02039	-0.01412	-0.00942	-0.01368	0.0075
531	0.02322	-0.02197	-0.02133	0.00413	-0.01133	0.01659	-0.00661	-0.00565	-0.01538	0.00939
534	0.02586	-0.02103	-0.02462	-8e-05	-0.0096	0.01339	-0.0015	-0.00301	-0.01406	0.0091
539	0.03264	-0.01721	-0.03124	-0.01499	0.00048	-0.00476	0.014	0.00162	0.00726	0.00721
541	0.03501	-0.01671	-0.03442	-0.0216	0.00245	-0.00962	0.02273	0.00758	0.01536	0.00136
547	0.03665	-0.01481	-0.03496	-0.02565	0.00712	-0.0172	0.02542	0.00634	0.0245	0.00138
552	-0.02244	-0.03317	0.03464	-0.01759	0.0097	-0.01316	0.02121	-0.00513	-0.01875	0.0123
554	-0.02155	-0.03343	0.03433	-0.01604	0.00793	-0.01276	0.01893	-0.00485	-0.01505	0.01047
556	-0.01931	-0.03376	0.03299	-0.01237	0.00314	-0.01158	0.01235	-0.0033	-0.00638	0.00585
558	-0.01504	-0.03366	0.02922	-0.00488	-0.00347	-0.00672	0.00166	-0.00349	0.00685	-0.00148
564	-0.00603	-0.03095	0.01721	0.00868	-0.00981	0.00779	-0.01319	-0.00915	0.01486	-0.00568
566	-0.00253	-0.02981	0.01249	0.01266	-0.01153	0.01241	-0.01725	-0.0108	0.01427	-0.00493
567	-0.00121	-0.02944	0.01069	0.0137	-0.01221	0.01408	-0.01845	-0.01138	0.01305	-0.00462
568	0.00051	-0.02876	0.00822	0.01513	-0.01259	0.01609	-0.01959	-0.01206	0.01158	-0.00375
571	0.00513	-0.02725	0.00222	0.01672	-0.01371	0.019	-0.02128	-0.01249	0.00555	-0.00026
572	0.00744	-0.02641	-0.00081	0.01676	-0.01369	0.01975	-0.02109	-0.01248	0.0024	0.00189
575	0.01323	-0.02455	-0.00838	0.01489	-0.01335	0.02065	-0.01883	-0.0119	-0.00592	0.00668
576	0.01529	-0.02392	-0.01091	0.01375	-0.01314	0.02037	-0.01777	-0.01155	-0.00879	0.0084
577	0.01593	-0.02362	-0.01173	0.01319	-0.01278	0.01992	-0.01696	-0.01115	-0.00916	0.00886
578	0.01813	-0.02276	-0.0146	0.01114	-0.01175	0.01865	-0.01419	-0.00983	-0.01061	0.01019
579	0.02005	-0.02188	-0.01696	0.00934	-0.0106	0.01706	-0.01187	-0.00882	-0.01147	0.01166
581	0.0227	-0.02075	-0.02007	0.00608	-0.00887	0.01422	-0.00823	-0.00737	-0.01182	0.01302
584	0.02553	-0.02027	-0.02377	0.0012	-0.00804	0.01187	-0.00275	-0.00438	-0.01189	0.01165
585	0.02642	-0.02001	-0.0248	-0.00054	-0.00742	0.01053	-0.00097	-0.00365	-0.01097	0.01123
587	0.03067	-0.01706	-0.02828	-0.00961	6e-05	-0.00234	0.00726	-0.00296	0.00331	0.01191
590	0.03342	-0.01548	-0.0309	-0.01622	0.00429	-0.01016	0.01417	-0.00054	0.01309	0.0098
593	0.03555	-0.01461	-0.03308	-0.02216	0.00685	-0.01558	0.0205	0.00263	0.02056	0.00515
596	0.03632	-0.01385	-0.03345	-0.02417	0.00876	-0.01879	0.022	0.00242	0.02453	0.00468
597	0.03652	-0.01387	-0.03375	-0.02476	0.00885	-0.01913	0.02278	0.00295	0.02526	0.00411
598	-0.02361	-0.03267	0.0348	-0.01952	0.01185	-0.01365	0.02381	-0.00497	-0.02319	0.0144
601	-0.02334	-0.03226	0.03391	-0.01833	0.01245	-0.01179	0.02345	-0.00648	-0.02185	0.01338
602	-0.02376	-0.03126	0.03263	-0.01802	0.01444	-0.00959	0.02424	-0.00797	-0.02275	0.01312
603	-0.02225	-0.03268	0.03372	-0.01648	0.01031	-0.01145	0.02086	-0.00627	-0.01739	0.01127
604	-0.02166	-0.03317	0.03403	-0.01593	0.00854	-0.01218	0.01927	-0.00533	-0.01527	0.01043
605	-0.02129	-0.03319	0.03375	-0.01519	0.00791	-0.01179	0.01828	-0.00533	-0.01368	0.00958
606	-0.02042	-0.03315	0.03297	-0.01349	0.0065	-0.01077	0.01594	-0.00527	-0.01022	0.0077
607	-0.0161	-0.03315	0.02941	-0.00568	-0.00071	-0.00643	0.00461	-0.00459	0.0051	-0.00043
611	-0.01127	-0.03161	0.02292	0.0029	-0.00446	0.00214	-0.00461	-0.00792	0.01332	-0.0049
613	-0.00834	-0.03049	0.01884	0.00743	-0.00602	0.0067	-0.009	-0.00958	0.01563	-0.00549
614	-0.00651	-0.03016	0.01674	0.00941	-0.00759	0.00871	-0.01168	-0.01009	0.01579	-0.00544
616	-0.0025	-0.02922	0.01189	0.01363	-0.01046	0.01311	-0.0169	-0.01127	0.01527	-0.00462
617	-0.00145	-0.02871	0.01037	0.01472	-0.01056	0.01429	-0.01766	-0.01166	0.01478	-0.00394
618	0.00042	-0.02824	0.00801	0.01586	-0.0115	0.016	-0.01914	-0.01209	0.01287	-0.00305
624	0.01078	-0.02446	-0.00539	0.01703	-0.01189	0.01969	-0.01967	-0.01228	-0.00033	0.00643
625	0.01302	-0.02342	-0.0083	0.01638	-0.01104	0.01927	-0.0184	-0.01187	-0.00256	0.00894
627	0.01606	-0.0222	-0.0118	0.01451	-0.0101	0.01777	-0.01666	-0.01133	-0.00587	0.01204
628	0.01797	-0.0214	-0.01412	0.01269	-0.00911	0.01633	-0.0145	-0.01044	-0.00703	0.01342
631	0.02201	-0.01953	-0.01869	0.00828	-0.00644	0.01203	-0.00976	-0.00878	-0.00814	0.01636
634	0.02506	-0.01881	-0.02228	0.00314	-0.00516	0.00885	-0.00481	-0.00675	-0.00806	0.01573
635	0.02637	-0.01791	-0.02335	0.00072	-0.00317	0.0055	-0.00277	-0.00671	-0.00522	0.01623
638	0.03171	-0.0155	-0.02848	-0.01151	0.00352	-0.00749	0.00845	-0.00412	0.00881	0.0136
640	0.03316	-0.01497	-0.03003	-0.01521	0.00516	-0.01093	0.01228	-0.00255	0.01319	0.01173
641	0.03365	-0.01443	-0.03019	-0.01636	0.00635	-0.01287	0.01303	-0.00277	0.01522	0.01149
642	0.03478	-0.01365	-0.03102	-0.01948	0.0081	-0.0162	0.016	-0.00141	0.0191	0.00881
647	0.03635	-0.01251	-0.03205	-0.02366	0.01122	-0.02176	0.01926	-0.00147	0.02612	0.00735
649	-0.02412	-0.03119	0.03283	-0.01864	0.0153	-0.00975	0.0254	-0.0083	-0.0244	0.01403
650	-0.02428	-0.03072	0.03218	-0.01833	0.01641	-0.00847	0.02591	-0.0094	-0.02477	0.01389
655	-0.01741	-0.03173	0.02838	-0.00589	0.0043	-0.00375	0.0088	-0.00787	0.00228	0.00065
656	-0.01679	-0.03179	0.02795	-0.00496	0.0032	-0.00328	0.00724	-0.00773	0.00393	-0.00022
658	-0.01454	-0.03114	0.02515	-0.00065	0.00124	0.00032	0.00273	-0.00884	0.00923	-0.00269
660	-0.01206	-0.03081	0.02255	0.00308	-0.00169	0.00321	-0.00231	-0.00924	0.01324	-0.00462
661	-0.01029	-0.03019	0.02019	0.00595	-0.00287	0.00588	-0.00525	-0.0101	0.01525	-0.00531
664	-0.00442	-0.02852	0.01302	0.01328	-0.00681	0.01245	-0.01341	-0.01172	0.01704	-0.00442
665	-0.00296	-0.02828	0.01147	0.0147	-0.00815	0.01355	-0.01547	-0.01169	0.01693	-0.00405
666	-0.00147	-0.02784	0.00965	0.01605	-0.00892	0.01489	-0.017	-0.01199	0.01632	-0.00327
667	-6e-05	-0.02693	0.00759	0.01762	-0.00861	0.01592	-0.01769	-0.01214	0.01598	-0.00179
669	0.00266	-0.02594	0.00424	0.019	-0.0092	0.01722	-0.01907	-0.01223	0.01343	0.00073
671	0.00723	-0.024	-0.00168	0.0201	-0.00899	0.01857	-0.01944	-0.01217	0.00832	0.0056
674	0.0125	-0.02192	-0.00788	0.01849	-0.00811	0.01738	-0.01792	-0.01151	0.0017	0.01141
676	0.0157	-0.02083	-0.0114	0.01624	-0.00746	0.0158	-0.01634	-0.01113	-0.00216	0.01443
681	0.02307	-0.01798	-0.01936	0.00761	-0.00363	0.00843	-0.00877	-0.00913	-0.00547	0.01922
682	0.02393	-0.01732	-0.01998	0.0064	-0.00242	0.00648	-0.00795	-0.00936	-0.00457	0.02
683	0.02473	-0.01682	-0.02065	0.00496	-0.00135	0.00461	-0.00682	-0.00937	-0.00321	0.02031
688	0.03231	-0.01421	-0.02817	-0.01246	0.00613	-0.01122	0.0084	-0.00574	0.01222	0.01507
692	0.03494	-0.01133	-0.02884	-0.01889	0.01244	-0.02157	0.01191	-0.00758	0.02247	0.01325
693	0.0355	-0.0109	-0.02913	-0.02035	0.01358	-0.02357	0.01286	-0.00785	0.02481	0.01277
694	0.03582	-0.01119	-0.02988	-0.02145	0.01325	-0.02354	0.01456	-0.0064	0.02554	0.01135
695	0.03597	-0.01108	-0.02997	-0.02187	0.01353	-0.02405	0.01484	-0.00645	0.02617	0.01117
696	0.03617	-0.01104	-0.0302	-0.02243	0.0138	-0.02462	0.01538	-0.00634	0.02704	0.01093
697	-0.02519	-0.02966	0.03119	-0.01892	0.01954	-0.0065	0.02829	-0.01137	-0.02813	0.01497
699	-0.02532	-0.02906	0.03034	-0.01846	0.02043	-0.00517	0.02834	-0.01206	-0.02778	0.0144
702	-0.02488	-0.02912	0.03012	-0.01757	0.01968	-0.00483	0.02726	-0.01201	-0.0257	0.01335
703	-0.02422	-0.02941	0.03006	-0.01659	0.01818	-0.00489	0.02555	-0.01152	-0.02311	0.01216
704	-0.02226	-0.03102	0.03113	-0.01431	0.01291	-0.00698	0.02092	-0.00908	-0.0155	0.00924
705	-0.02137	-0.03103	0.03051	-0.0124	0.01156	-0.00617	0.01881	-0.00896	-0.01133	0.00712
706	-0.01735	-0.0305	0.02652	-0.00407	0.00622	-0.00066	0.00897	-0.0097	0.00414	-0.00092
707	-0.01579	-0.03073	0.02557	-0.00195	0.00378	0.00029	0.00563	-0.00959	0.00712	-0.00195
708	-0.01467	-0.03026	0.02404	0.00042	0.00304	0.0022	0.00353	-0.01015	0.01001	-0.0032
709	-0.01395	-0.02987	0.02292	0.00193	0.00263	0.00355	0.00217	-0.01051	0.01168	-0.004
710	-0.01251	-0.02892	0.02047	0.00513	0.0023	0.00657	-0.00021	-0.01156	0.01467	-0.00525
711	-0.01055	-0.0286	0.01847	0.00784	0.00027	0.00834	-0.00366	-0.01158	0.01675	-0.00565
715	-0.00354	-0.02734	0.01114	0.01568	-0.00594	0.0139	-0.01401	-0.01183	0.01859	-0.00386
716	-0.00153	-0.02651	0.00869	0.01788	-0.0066	0.01524	-0.01596	-0.01187	0.01851	-0.00229
717	-0.00066	-0.02587	0.00744	0.01894	-0.00628	0.0157	-0.01634	-0.01185	0.0185	-0.00118
719	0.00268	-0.02447	0.00336	0.02089	-0.00668	0.01694	-0.01797	-0.01179	0.01585	0.00235
720	0.00413	-0.02366	0.00143	0.02171	-0.00639	0.01734	-0.01822	-0.01169	0.01469	0.00412
721	0.00689	-0.02252	-0.00183	0.02214	-0.00632	0.01744	-0.01855	-0.01146	0.01161	0.00737
722	0.00791	-0.02232	-0.00288	0.02165	-0.00654	0.0173	-0.01853	-0.01145	0.00993	0.00831
727	0.01661	-0.01938	-0.01228	0.01636	-0.00521	0.0134	-0.0154	-0.0108	-0.00089	0.01704
728	0.01872	-0.01852	-0.0144	0.0142	-0.00416	0.01131	-0.01383	-0.01065	-0.00223	0.019
729	0.02006	-0.01782	-0.01563	0.01274	-0.00314	0.00948	-0.01283	-0.01072	-0.00255	0.02039
730	0.0217	-0.01708	-0.01719	0.01066	-0.00198	0.00732	-0.01131	-0.01067	-0.00276	0.02163
731	0.02281	-0.01653	-0.01832	0.00909	-0.00106	0.00569	-0.00984	-0.01028	-0.00245	0.02211
732	0.02367	-0.01653	-0.01929	0.00743	-0.00104	0.00508	-0.00867	-0.00998	-0.0029	0.02163
737	0.03144	-0.01376	-0.02664	-0.00996	0.00654	-0.01085	0.00539	-0.00774	0.01108	0.01731
738	0.03205	-0.011	-0.02482	-0.01057	0.0114	-0.01727	0.00311	-0.01203	0.01538	0.01961
740	0.03373	-0.01072	-0.02666	-0.01513	0.0128	-0.02068	0.0072	-0.01075	0.01973	0.01694
743	0.03532	-0.01013	-0.02807	-0.01956	0.01466	-0.02459	0.01085	-0.00989	0.02456	0.01398
745	0.03584	-0.00962	-0.02819	-0.02095	0.01576	-0.02645	0.01156	-0.0102	0.02642	0.01315
749	-0.02556	-0.02835	0.02943	-0.01816	0.02141	-0.0039	0.02845	-0.01258	-0.02768	0.01396
750	-0.0256	-0.02806	0.029	-0.01788	0.02181	-0.00322	0.02842	-0.01294	-0.02742	0.01365
751	-0.02549	-0.02822	0.02917	-0.0178	0.02166	-0.00332	0.02842	-0.01306	-0.02732	0.01366
754	-0.02269	-0.02991	0.02974	-0.01383	0.01507	-0.0047	0.02181	-0.01058	-0.01601	0.00887
756	-0.01758	-0.03009	0.0261	-0.00392	0.00732	0.00015	0.00973	-0.01043	0.00383	-0.00092
757	-0.01614	-0.03004	0.02492	-0.00153	0.00544	0.00146	0.00672	-0.0105	0.00721	-0.0022
760	-0.01257	-0.02858	0.02016	0.00555	0.00293	0.0069	0.00012	-0.01167	0.01509	-0.00527
761	-0.01087	-0.0284	0.0185	0.00777	0.00101	0.00843	-0.00297	-0.01175	0.01681	-0.00568
762	-0.00919	-0.02783	0.01646	0.01024	-0.00012	0.01019	-0.00549	-0.01194	0.01815	-0.00554
764	-0.0059	-0.02653	0.01235	0.01481	-0.00196	0.01323	-0.00985	-0.01201	0.01976	-0.00451
767	-0.00076	-0.02496	0.00679	0.01998	-0.00474	0.01585	-0.01549	-0.01161	0.01959	-0.00069
770	0.00401	-0.02227	0.001	0.02353	-0.00405	0.01648	-0.01734	-0.01098	0.01727	0.00574
775	0.01279	-0.01935	-0.00844	0.02079	-0.00406	0.0143	-0.01673	-0.01037	0.00535	0.01514
778	0.01821	-0.01708	-0.01356	0.01607	-0.00169	0.00914	-0.01404	-0.01053	0.00085	0.02108
779	0.02024	-0.01639	-0.01537	0.01354	-8e-04	0.00692	-0.01278	-0.01086	-0.00035	0.02266
780	0.0212	-0.01576	-0.01621	0.01249	0.00019	0.00532	-0.01195	-0.01087	-2e-04	0.02372
781	0.02234	-0.01556	-0.01728	0.0106	0.00053	0.00416	-0.01095	-0.01102	-7e-04	0.0239
782	0.02346	-0.01497	-0.01812	0.0086	0.00163	0.00203	-0.00975	-0.01123	5e-05	0.02399
785	0.0272	-0.01316	-0.02086	0.00089	0.00569	-0.00591	-0.0052	-0.01228	0.00496	0.02321
786	0.02959	-0.01236	-0.02304	-0.00461	0.00799	-0.01081	-0.0011	-0.01199	0.0092	0.02179
789	0.03268	-0.00964	-0.02426	-0.01183	0.01372	-0.02062	0.00276	-0.01366	0.01741	0.01961
791	0.03398	-0.0092	-0.02537	-0.01535	0.01516	-0.02365	0.00535	-0.01341	0.02085	0.01759
792	0.03468	-0.00866	-0.02567	-0.0172	0.01642	-0.02586	0.00635	-0.01377	0.02308	0.0166
795	0.03562	-0.00832	-0.02647	-0.01987	0.01754	-0.02818	0.00843	-0.0134	0.02602	0.01476
796	0.03574	-0.00827	-0.02657	-0.02021	0.0177	-0.0285	0.00869	-0.01338	0.02645	0.01457
800	-0.026	-0.02734	0.02817	-0.01785	0.02335	-0.00184	0.02921	-0.01392	-0.02837	0.01371
802	-0.02585	-0.02714	0.02777	-0.01719	0.02343	-0.00119	0.02888	-0.01419	-0.0271	0.0129
804	-0.02367	-0.02721	0.02632	-0.01254	0.01989	7e-04	0.02347	-0.01372	-0.01653	0.00754
807	-0.01936	-0.02599	0.02175	-0.00134	0.01573	0.00709	0.01443	-0.01442	0.00531	-0.00397
811	-0.01385	-0.02546	0.01696	0.00796	0.00913	0.01189	0.00351	-0.01428	0.01762	-0.00807
816	-0.00235	-0.02416	0.00746	0.02041	-0.00226	0.0156	-0.01321	-0.01112	0.02166	-0.00176
817	-0.00083	-0.02374	0.00587	0.02149	-0.00294	0.01613	-0.01455	-0.01106	0.02097	-0.00029
819	0.00272	-0.02234	0.00202	0.02349	-0.00336	0.0165	-0.01642	-0.01076	0.01868	0.00417
821	0.0055	-0.02078	-0.00105	0.02497	-0.0029	0.016	-0.01721	-0.01012	0.01667	0.00824
822	0.0073	-0.02022	-0.00291	0.02449	-0.00291	0.01556	-0.01725	-0.01015	0.01434	0.0104
824	0.01028	-0.01861	-0.00606	0.02387	-0.00191	0.01378	-0.01666	-0.00962	0.01096	0.01441
825	0.01257	-0.0177	-0.00814	0.02246	-0.00143	0.01209	-0.0162	-0.00962	0.00805	0.01712
826	0.01468	-0.01675	-0.01013	0.021	-0.00071	0.01029	-0.01545	-0.00953	0.00564	0.01952
831	0.02202	-0.01461	-0.01645	0.01165	0.00195	0.00268	-0.01151	-0.01124	0.00067	0.02488
832	0.02334	-0.01371	-0.01721	0.00938	0.00355	-0.00022	-0.01051	-0.01195	0.00169	0.02531
833	0.02436	-0.01315	-0.01785	0.00741	0.00467	-0.00235	-0.00956	-0.01244	0.00263	0.02528
834	0.02569	-0.01264	-0.01887	0.00465	0.00597	-0.00497	-0.00808	-0.01302	0.00428	0.02513
837	0.03035	-0.00947	-0.02137	-0.00561	0.01273	-0.01719	-0.00272	-0.01537	0.01295	0.02311
838	0.03141	-0.0091	-0.02218	-0.00821	0.01387	-0.01951	-0.0012	-0.01574	0.01506	0.02218
840	0.0331	-0.00829	-0.02337	-0.01258	0.01592	-0.02358	0.00166	-0.01578	0.01891	0.01983
841	0.0338	-0.00787	-0.02377	-0.01442	0.01698	-0.02553	0.0027	-0.01609	0.02086	0.0189
843	0.03494	-0.00733	-0.02455	-0.0176	0.01842	-0.02835	0.00481	-0.01599	0.02396	0.01665
845	0.03551	-0.00707	-0.02494	-0.01923	0.01912	-0.02973	0.00595	-0.01583	0.02558	0.01535
847	-0.02713	-0.02517	0.02562	-0.01782	0.02695	0.00166	0.03049	-0.01555	-0.03019	0.01354
851	-0.02629	-0.02629	0.02676	-0.0172	0.02481	2e-04	0.02932	-0.01484	-0.02789	0.01287
852	-0.02615	-0.02626	0.0266	-0.01687	0.02453	0.00036	0.02884	-0.01475	-0.02706	0.01244
855	-0.02364	-0.01837	0.01408	0.00147	0.03089	0.01907	0.02287	-0.02053	0.00768	-0.01073
857	-0.02284	-0.018	0.01326	0.00383	0.0305	0.02003	0.02178	-0.02049	0.01145	-0.01252
858	-0.02186	-0.01839	0.01322	0.0051	0.02876	0.01977	0.01999	-0.01996	0.01346	-0.01288
860	-0.01639	-0.02299	0.01587	0.00763	0.01547	0.0137	0.00907	-0.01522	0.01687	-0.00936
861	-0.01474	-0.02323	0.01497	0.00965	0.01297	0.01422	0.00585	-0.0148	0.01908	-0.00952
862	-0.01025	-0.02499	0.01431	0.01291	0.00503	0.01235	-0.00226	-0.01217	0.02086	-0.00641
863	-0.0086	-0.02483	0.01285	0.01468	0.00347	0.01326	-0.00472	-0.01208	0.02144	-0.00564
865	-0.00426	-0.02385	0.00876	0.01975	7e-05	0.01502	-0.01054	-0.01099	0.02291	-0.00294
866	-0.00292	-0.02231	0.00644	0.02271	0.00075	0.01592	-0.01144	-0.01012	0.02436	-0.0017
868	0.00041	-0.02178	0.00352	0.02415	-0.00105	0.01624	-0.01428	-0.01004	0.02192	0.00206
869	0.00268	-0.02111	0.00144	0.02502	-0.0016	0.01601	-0.01559	-0.00983	0.02018	0.00502
870	0.0038	-0.02048	0.00013	0.02564	-0.00147	0.01591	-0.01591	-0.00951	0.0193	0.00653
871	0.00513	-0.01979	-0.00125	0.02623	-0.00136	0.01555	-0.0163	-0.00914	0.0182	0.00845
872	0.00721	-0.01918	-0.0031	0.02564	-0.00142	0.01465	-0.01664	-0.0093	0.01559	0.01124
873	0.0087	-0.0182	-0.00454	0.02557	-0.00075	0.01343	-0.01648	-0.00895	0.014	0.01355
875	0.01219	-0.01609	-0.00777	0.02424	0.00084	0.01018	-0.01563	-0.0084	0.00999	0.01829
877	0.016	-0.01516	-0.01105	0.02057	0.0012	0.00744	-0.01475	-0.00915	0.00518	0.02195
879	0.01922	-0.01431	-0.01373	0.01658	0.00206	0.00437	-0.0134	-0.01006	0.00235	0.0244
880	0.02046	-0.01402	-0.01477	0.0148	0.00252	0.00304	-0.01269	-0.0105	0.00174	0.02516
881	0.02155	-0.01341	-0.01543	0.01306	0.00355	0.00104	-0.01206	-0.01112	0.002	0.02571
882	0.02333	-0.01271	-0.01662	0.00979	0.00501	-0.00199	-0.01083	-0.01225	0.00282	0.02601
885	0.02753	-0.01063	-0.01925	0.00107	0.00969	-0.011	-0.00679	-0.01474	0.00798	0.0253
886	0.02912	-0.00942	-0.01995	-0.00251	0.01205	-0.01523	-0.00506	-0.01555	0.01071	0.02417
887	0.02988	-0.00895	-0.02035	-0.00426	0.01306	-0.01711	-0.00422	-0.01599	0.012	0.02364
889	0.03238	-0.00745	-0.02164	-0.0104	0.01638	-0.02328	-0.00117	-0.01717	0.01677	0.02079
894	0.03503	-0.00582	-0.02297	-0.01748	0.02044	-0.0306	0.00245	-0.01863	0.02402	0.01679
895	0.03523	-0.00552	-0.02287	-0.01801	0.02094	-0.03135	0.00251	-0.01891	0.02452	0.01631
896	0.0353	-0.00513	-0.02253	-0.01812	0.02151	-0.03204	0.00202	-0.01956	0.02471	0.01626
899	-0.02731	-0.02415	0.02421	-0.01707	0.02771	0.00326	0.02989	-0.01573	-0.02879	0.01241
901	-0.02742	-0.02326	0.02293	-0.01614	0.02883	0.00518	0.02976	-0.01656	-0.02755	0.01118
902	-0.02707	-0.02383	0.02354	-0.01605	0.02784	0.00438	0.0293	-0.01621	-0.02695	0.01116
908	-0.02293	-0.01685	0.01185	0.0052	0.03179	0.0217	0.02193	-0.02083	0.01317	-0.01385
910	-0.02072	-0.01817	0.01242	0.00725	0.02723	0.01982	0.01797	-0.01893	0.01593	-0.01325
915	-0.00578	-0.02033	0.00674	0.0228	0.00526	0.01572	-0.00678	-0.00878	0.02582	-0.00432
921	0.00465	-0.01849	-0.0015	0.02782	0.00052	0.01485	-0.01511	-0.00768	0.01991	0.0086
922	0.00682	-0.01786	-0.00318	0.02709	0.00042	0.01358	-0.01563	-0.00792	0.01708	0.01165
923	0.00582	-0.01445	-0.004	0.0312	0.00448	0.01168	-0.01264	-0.00312	0.01982	0.01137
924	0.00778	-0.01484	-0.005	0.02944	0.00348	0.01102	-0.0138	-0.00468	0.01701	0.01389
926	0.01358	-0.01442	-0.00886	0.02414	0.00239	0.00764	-0.015	-0.00753	0.00851	0.02057
928	0.0172	-0.01328	-0.01152	0.02018	0.00342	0.00407	-0.01421	-0.00883	0.00485	0.02404
930	0.01981	-0.01254	-0.01359	0.01666	0.0043	0.00128	-0.01305	-0.00975	0.00293	0.02577
931	0.02128	-0.0121	-0.0146	0.01421	0.00515	-0.00076	-0.01232	-0.01071	0.00282	0.02638
933	0.02389	-0.01156	-0.01652	0.00909	0.0068	-0.00462	-0.01049	-0.01262	0.00413	0.02659
934	0.02566	-0.01052	-0.01736	0.00539	0.00867	-0.00829	-0.00909	-0.01372	0.00548	0.0258
935	0.02781	-0.00931	-0.01839	0.00071	0.01127	-0.01311	-0.00745	-0.01554	0.0081	0.02491
938	0.03102	-0.00662	-0.01937	-0.00667	0.01633	-0.02192	-0.00459	-0.01789	0.01351	0.02206
939	0.03222	-0.006	-0.02	-0.00966	0.01794	-0.02484	-0.00328	-0.01877	0.01604	0.0208
940	0.03277	-0.00565	-0.02025	-0.01111	0.01868	-0.0262	-0.00254	-0.01896	0.01727	0.01982
941	0.03342	-0.00505	-0.0203	-0.0128	0.01993	-0.02819	-0.00218	-0.01984	0.01884	0.01884
943	0.03443	-0.00442	-0.02075	-0.01553	0.02145	-0.0309	-9e-04	-0.02048	0.0215	0.01713
944	0.0348	-0.00414	-0.02085	-0.01657	0.02204	-0.03189	-0.00048	-0.02071	0.02248	0.0163
945	0.03507	-0.0039	-0.02088	-0.01729	0.02257	-0.03275	-0.00029	-0.02107	0.02327	0.01586
947	-0.02966	-0.01848	0.01716	-0.01625	0.03408	0.01118	0.0297	-0.01719	-0.02942	0.01051
949	-0.02806	-0.0222	0.02175	-0.01641	0.03049	0.0066	0.03037	-0.01707	-0.02885	0.01139
950	-0.02773	-0.02298	0.02272	-0.01655	0.02954	0.00545	0.03032	-0.01678	-0.02874	0.01167
952	-0.02767	-0.02249	0.02193	-0.01578	0.02976	0.00643	0.02977	-0.01695	-0.02723	0.01064
953	-0.02671	-0.01652	0.01311	-0.00403	0.0351	0.01919	0.02655	-0.02053	-0.00419	-0.00525
954	-0.02516	-0.01594	0.01168	0.00144	0.03509	0.02211	0.0251	-0.0217	0.0065	-0.01155
