Component1	Component2	Component3	Component4	Component5	Component6	Component7	Component8	Component9	Component10
469	0.02923	-0.01181	0.01136	-0.00588	-0.01756	-0.00479	-0.02512	0.01131	-0.00222	-0.00576
472	0.02833	-0.00356	0.00199	-0.00478	-0.01925	-0.00016	-0.03062	0.01302	0.00312	0.00329
474	0.02815	-0.00013	-0.00186	-0.00499	-0.01939	0.00168	-0.03145	0.01311	0.00481	0.0076
478	0.02889	0.00734	-0.01004	-0.0093	-0.01725	0.00535	-0.02642	0.01057	0.00352	0.01699
480	0.02888	0.01064	-0.01356	-0.01058	-0.015	0.0067	-0.02216	0.00871	0.00352	0.01812
484	0.02819	0.01711	-0.02036	-0.01188	-0.00789	0.00905	-0.00934	0.00307	0.00467	0.01219
488	0.02964	0.02526	-0.03111	-0.02098	0.00182	0.01791	0.0129	-0.01007	0.00217	-0.00045
489	0.02787	0.02652	-0.0305	-0.016	0.00493	0.01282	0.01467	-0.00677	0.00352	-0.00441
490	0.02921	0.02774	-0.03338	-0.02133	0.00592	0.01805	0.01996	-0.01251	0.00147	-0.00698
501	0.02637	-0.03616	0.03516	-0.00353	0.01832	-0.00698	0.03719	-0.01056	0.02221	0.01945
509	0.02917	-0.02711	0.02821	-0.00631	-0.00271	-0.0117	0.00572	-0.00187	-0.00085	-0.01241
512	0.02894	-0.0241	0.02456	-0.00552	-0.00678	-0.00948	-0.0035	0.00241	-0.00108	-0.01548
514	0.0289	-0.02078	0.02078	-0.00521	-0.01066	-0.00769	-0.01169	0.00596	-0.00149	-0.0155
516	0.02888	-0.01791	0.0175	-0.00514	-0.01344	-0.00611	-0.01768	0.00863	-0.00162	-0.0137
517	0.02883	-0.01578	0.01535	-0.00493	-0.01483	-0.00562	-0.02037	0.00947	-0.0012	-0.01184
521	0.02773	-0.00549	0.00404	-0.003	-0.01852	-0.00094	-0.02988	0.01263	0.00454	-0.00129
523	0.02711	-0.00135	-0.00061	-0.00216	-0.01854	0.00126	-0.03115	0.01276	0.00787	0.00277
524	0.02751	0.00232	-0.0044	-0.00402	-0.01841	0.00247	-0.03037	0.01234	0.00694	0.00879
525	0.0278	0.0033	-0.00551	-0.00506	-0.01838	0.00306	-0.02994	0.01211	0.00627	0.01075
526	0.02793	0.00538	-0.00762	-0.00605	-0.01757	0.00365	-0.02819	0.0114	0.00575	0.01304
527	0.02778	0.00782	-0.01009	-0.00649	-0.01621	0.00429	-0.02581	0.01044	0.00599	0.01457
529	0.0275	0.01088	-0.01309	-0.00696	-0.01388	0.0049	-0.02178	0.00894	0.00614	0.01511
530	0.02751	0.01262	-0.01491	-0.00774	-0.01228	0.00551	-0.01879	0.00781	0.00591	0.01471
532	0.02728	0.01457	-0.01689	-0.00796	-0.01023	0.00601	-0.01524	0.00641	0.00635	0.01328
533	0.02706	0.01744	-0.01982	-0.00875	-0.00673	0.00676	-0.00902	0.00412	0.00629	0.00996
535	0.02778	0.02043	-0.02381	-0.01252	-0.0034	0.01012	-0.00119	-0.00043	0.00505	0.00627
536	0.02649	0.02568	-0.02803	-0.01115	0.00465	0.00807	0.01095	-0.00216	0.00502	-0.00338
537	0.0261	0.02691	-0.0289	-0.01057	0.00668	0.00725	0.01381	-0.00227	0.00498	-0.0059
538	0.02636	0.02695	-0.02924	-0.01142	0.00657	0.00812	0.01422	-0.00306	0.00473	-0.00593
540	0.02708	0.02798	-0.03112	-0.01463	0.00778	0.01106	0.01823	-0.00654	0.00309	-0.00829
542	0.02785	0.02991	-0.03413	-0.01894	0.01048	0.01516	0.02566	-0.01229	0.00068	-0.01398
543	0.02741	0.03045	-0.03417	-0.01804	0.01173	0.01407	0.02701	-0.01192	0.00045	-0.01584
544	0.02759	0.03072	-0.03472	-0.01882	0.01206	0.01491	0.0282	-0.01303	0.00027	-0.01685
545	0.02783	0.03087	-0.0352	-0.01961	0.01216	0.01579	0.02901	-0.014	2e-04	-0.01749
546	0.02775	0.031	-0.03525	-0.01949	0.01244	0.01564	0.02938	-0.01403	0.00012	-0.01795
548	0.02558	-0.03661	0.03471	-0.00247	0.02037	-0.00476	0.03823	-0.00971	0.02603	0.02264
549	0.0252	-0.03658	0.03423	-0.00194	0.02081	-0.00363	0.0377	-0.0089	0.02729	0.02308
550	0.02482	-0.0364	0.03355	-0.0013	0.02098	-0.00233	0.03652	-0.00776	0.02866	0.02285
551	0.02482	-0.03612	0.03324	-0.00123	0.02039	-0.00222	0.03537	-0.00729	0.02826	0.02161
553	0.02595	-0.03459	0.03288	-0.00255	0.01569	-0.005	0.03033	-0.00703	0.02159	0.01355
555	0.02597	-0.03243	0.03048	-0.0022	0.01132	-0.00434	0.0219	-0.00376	0.01813	0.00536
557	0.02717	-0.02975	0.02894	-0.00342	0.00464	-0.00696	0.01324	-0.00224	0.01041	-0.0049
559	0.02832	-0.026	0.02614	-0.00457	-0.00337	-0.00896	0.00165	0.00064	0.00235	-0.01477
560	0.02783	-0.02482	0.02435	-0.00351	-0.00446	-0.00719	-0.00206	0.00258	0.00388	-0.01634
561	0.0274	-0.02375	0.02284	-0.0026	-0.00545	-0.00593	-0.005	0.00384	0.00487	-0.01775
562	0.02766	-0.02194	0.02113	-0.00285	-0.00806	-0.00587	-0.00936	0.00528	0.00335	-0.01829
563	0.02755	-0.02081	0.01982	-0.00258	-0.00927	-0.00522	-0.012	0.00633	0.00337	-0.01847
565	0.02773	-0.01838	0.01726	-0.00284	-0.01199	-0.00448	-0.01708	0.00834	0.00231	-0.0171
569	0.0271	-0.00732	0.00577	-0.00133	-0.01748	-0.00113	-0.02873	0.01202	0.00639	-0.00587
570	0.02663	-0.00467	0.00286	-0.00051	-0.01778	8e-05	-0.03014	0.01234	0.00851	-0.00339
573	0.02646	0.00044	-0.00227	-0.00089	-0.01797	0.00134	-0.03073	0.01234	0.00951	0.00359
574	0.02646	0.00216	-0.00403	-0.00131	-0.0177	0.00183	-0.03015	0.01202	0.00948	0.00587
580	0.02691	0.01303	-0.01501	-0.00625	-0.01148	0.00476	-0.01812	0.00781	0.00708	0.01324
582	0.02612	0.01563	-0.01713	-0.00533	-0.00825	0.00419	-0.01324	0.00654	0.00763	0.01052
583	0.02571	0.01769	-0.01884	-0.00522	-0.00561	0.00383	-0.0091	0.00563	0.00737	0.00846
586	0.02584	0.02643	-0.02809	-0.00958	0.00615	0.00635	0.01231	-0.00125	0.00523	-0.00505
588	0.02578	0.02715	-0.02876	-0.00985	0.00727	0.00644	0.01423	-0.00184	0.00486	-0.0065
589	0.02589	0.02735	-0.02909	-0.0103	0.00752	0.00683	0.01491	-0.0023	0.00468	-0.00694
591	0.02674	0.02983	-0.0326	-0.01568	0.01109	0.01157	0.02407	-0.009	0.00087	-0.01346
592	0.02663	0.03026	-0.03294	-0.01567	0.01191	0.01148	0.02542	-0.0094	0.00065	-0.01495
594	0.0263	0.03086	-0.03316	-0.01524	0.01318	0.01083	0.02708	-0.00946	0.00016	-0.01687
595	0.02638	0.0311	-0.03352	-0.01566	0.01355	0.01122	0.02799	-0.01005	-4e-05	-0.01775
599	0.02518	-0.03674	0.03438	-0.00195	0.02117	-0.00366	0.03836	-0.00916	0.02755	0.02383
600	0.02341	-0.0366	0.03206	0.00057	0.02324	0.00165	0.0358	-0.00533	0.03347	0.0258
608	0.02632	-0.02732	0.02547	-0.00162	0.00121	-0.00425	0.00441	0.00162	0.01021	-0.01241
609	0.02681	-0.02559	0.02415	-0.002	-0.00226	-0.00499	-0.00071	0.00293	0.00737	-0.01641
610	0.02662	-0.02467	0.02304	-0.00148	-0.0033	-0.00437	-0.00307	0.00376	0.00772	-0.01748
612	0.02623	-0.02182	0.01989	-2e-04	-0.00677	-0.00313	-0.01006	0.00588	0.00803	-0.02097
615	0.02582	-0.01852	0.01622	0.00097	-0.01008	-0.00167	-0.01692	0.00808	0.00861	-0.0219
619	0.0257	-0.00701	0.00477	0.00152	-0.01641	0.00053	-0.02879	0.01155	0.01067	-0.00895
620	0.02553	-0.00456	0.00239	0.00185	-0.01701	0.00089	-0.03008	0.01185	0.01155	-0.00602
621	0.02533	-0.00259	4e-04	0.00206	-0.01707	0.00141	-0.03045	0.01185	0.01238	-0.00366
622	0.02538	-0.00161	-4e-04	0.00187	-0.01712	0.00122	-0.03036	0.01181	0.01212	-0.00208
623	0.02547	0.00082	-0.00252	0.00137	-0.01719	0.00108	-0.03017	0.01173	0.01169	0.00167
626	0.02512	0.00574	-0.00716	0.00097	-0.01562	0.00157	-0.02739	0.01059	0.01181	0.00682
629	0.02551	0.01044	-0.01181	-0.0016	-0.01289	0.00259	-0.02203	0.00903	0.01008	0.01043
630	0.0256	0.01298	-0.01431	-0.00281	-0.01076	0.00309	-0.01816	0.00796	0.00934	0.01075
632	0.02515	0.01677	-0.01744	-0.00338	-0.00633	0.00254	-0.01114	0.00669	0.00806	0.00864
633	0.02477	0.01843	-0.0187	-0.00321	-0.00418	0.00202	-0.00786	0.00615	0.00761	0.00718
636	0.02522	0.02541	-0.02636	-0.00764	0.00497	0.00477	0.00926	0.00028	0.00553	-0.00304
637	0.02551	0.02697	-0.02828	-0.00903	0.00714	0.0057	0.01352	-0.00121	0.00506	-0.00615
639	0.02556	0.0274	-0.02874	-0.00943	0.00781	0.00591	0.01474	-0.00161	0.00472	-0.00708
643	0.02488	0.0309	-0.03136	-0.01132	0.01418	0.00644	0.02554	-0.00559	0.00016	-0.01653
644	0.0251	0.03114	-0.03186	-0.01206	0.0145	0.00712	0.02655	-0.00635	-0.00011	-0.01739
645	0.02502	0.03126	-0.03188	-0.01198	0.01475	0.00697	0.02686	-0.00635	-0.00025	-0.01773
646	0.02501	0.0314	-0.032	-0.01202	0.01502	0.00697	0.02731	-0.00646	-0.00038	-0.01821
648	0.02208	-0.03688	0.03077	0.00214	0.02544	0.00507	0.03552	-0.0034	0.0371	0.02886
651	0.02142	-0.03623	0.02929	0.00336	0.02491	0.00724	0.03222	-0.00122	0.03852	0.02601
652	0.02176	-0.03563	0.02908	0.00323	0.02324	0.00661	0.03022	-0.00098	0.03722	0.02224
653	0.02243	-0.03436	0.02856	0.00261	0.01963	0.00486	0.02601	-7e-04	0.03262	0.01497
654	0.02256	-0.03285	0.02717	0.00281	0.01623	0.00458	0.02054	0.00066	0.02931	0.00733
657	0.02454	-0.02749	0.02383	0.00106	0.00347	-4e-05	0.00373	0.00337	0.01531	-0.01288
659	0.02532	-0.0249	0.02208	0.00054	-0.0016	-0.00165	-0.00306	0.00449	0.01134	-0.01844
662	0.02483	-0.02069	0.01767	0.00237	-0.0068	-0.00047	-0.01274	0.00685	0.01147	-0.02343
663	0.02473	-0.01871	0.01568	0.00289	-0.00891	-7e-05	-0.01655	0.00782	0.01149	-0.02394
668	0.02399	-0.00664	0.00373	0.00501	-0.01522	0.00211	-0.02878	0.01087	0.0152	-0.01246
670	0.02442	-0.00298	0.00066	0.00403	-0.01632	0.00157	-0.02994	0.01124	0.01429	-0.00631
672	0.02447	6e-04	-0.00245	0.00358	-0.01649	0.00132	-0.02986	0.01112	0.01395	-0.00096
673	0.02457	0.0026	-0.00415	0.00308	-0.01637	0.00111	-0.02938	0.01102	0.01345	0.00211
675	0.02436	0.00531	-0.00652	0.00288	-0.01535	0.00096	-0.0275	0.01038	0.01309	0.00493
677	0.02412	0.00955	-0.01031	0.00208	-0.01293	0.00096	-0.02316	0.0091	0.01221	0.00813
678	0.0239	0.01122	-0.01169	0.00199	-0.01146	0.00071	-0.02079	0.00861	0.01183	0.00834
679	0.02384	0.01301	-0.01336	0.0014	-0.00991	0.00088	-0.01806	0.00784	0.01132	0.00851
680	0.02388	0.01485	-0.01489	0.00055	-0.00795	0.00064	-0.01492	0.00761	0.01016	0.00832
684	0.02414	0.02377	-0.02345	-0.00404	0.0033	0.00161	0.00433	0.00348	0.00626	-0.00044
685	0.02512	0.02645	-0.0273	-0.00767	0.00658	0.00449	0.01176	4e-05	0.00542	-0.0051
686	0.02518	0.02684	-0.02778	-0.00806	0.00714	0.00479	0.0129	-0.00046	0.00525	-0.00594
687	0.02524	0.02722	-0.02821	-0.00847	0.0077	0.00503	0.01398	-0.00086	0.00494	-0.00671
689	0.0252	0.02778	-0.02871	-0.00881	0.00863	0.00515	0.01558	-0.00138	0.0044	-0.00798
690	0.02434	0.02919	-0.02901	-0.00807	0.01152	0.00373	0.01928	-0.00163	0.00248	-0.01143
691	0.02365	0.03072	-0.02962	-0.00805	0.01454	0.003	0.02365	-0.00265	0.00022	-0.01536
698	0.02097	-0.03692	0.02949	0.00344	0.02679	0.00783	0.03451	-0.00164	0.0393	0.03019
700	0.02018	-0.03671	0.02833	0.00465	0.02733	0.01015	0.03283	1e-04	0.04153	0.02972
701	0.02079	-0.03637	0.02872	0.00403	0.02584	0.00862	0.03214	-0.00056	0.03955	0.02698
712	0.02354	-0.02034	0.01631	0.00464	-0.00593	0.00186	-0.01364	0.00731	0.01489	-0.02532
713	0.02335	-0.01876	0.01472	0.00537	-0.00765	0.00221	-0.01676	0.00793	0.01525	-0.02663
714	0.02329	-0.01833	0.01429	0.0056	-0.0081	0.00229	-0.01758	0.00805	0.01547	-0.02701
718	0.02332	-0.00737	0.00408	0.00622	-0.0144	0.00278	-0.0281	0.01041	0.01651	-0.01472
723	0.02348	0.00233	-0.00378	0.00556	-0.01564	0.00078	-0.0289	0.01033	0.01542	-6e-04
724	0.02309	0.00442	-0.00534	0.00601	-0.01493	7e-05	-0.02761	0.00984	0.01518	0.0016
725	0.02291	0.00604	-0.00673	0.00601	-0.01421	-7e-05	-0.02634	0.00943	0.01504	0.00305
726	0.02235	0.00818	-0.00841	0.00661	-0.01283	-0.00058	-0.02411	0.00864	0.01498	0.0042
733	0.02173	0.02106	-0.01844	0.00282	0.00067	-0.00354	-0.00325	0.00736	0.00778	0.0031
734	0.02159	0.02277	-0.01982	0.00239	0.00299	-0.00388	0.00036	0.00693	0.00692	0.00139
735	0.0233	0.02574	-0.0246	-0.00291	0.00647	0.00018	0.00874	0.00309	0.00582	-0.00374
736	0.02351	0.02663	-0.02563	-0.00394	0.00777	0.00072	0.01115	0.00239	0.00514	-0.00543
739	0.0229	0.02894	-0.027	-0.00428	0.0119	-0.00012	0.01718	0.00147	0.00262	-0.01032
741	0.02189	0.03099	-0.02755	-0.00382	0.01604	-0.00186	0.02243	0.0013	-0.00038	-0.01508
742	0.02229	0.03117	-0.02822	-0.00499	0.01613	-7e-04	0.02341	0.00023	-0.00056	-0.01577
744	0.02242	0.03166	-0.02881	-0.00553	0.01704	-0.00048	0.02503	-0.00013	-0.0011	-0.01746
746	0.02302	0.03186	-0.02978	-0.00696	0.01716	0.00094	0.02634	-0.00138	-0.00113	-0.0187
747	0.01974	-0.03716	0.02825	0.00466	0.02864	0.01063	0.03414	-5e-05	0.04126	0.03291
748	0.01962	-0.03702	0.02798	0.00489	0.02846	0.011	0.03346	0.00034	0.04145	0.03212
752	0.01969	-0.03597	0.02705	0.0056	0.02619	0.01145	0.02952	0.00156	0.04125	0.02514
753	0.01977	-0.03535	0.02658	0.00586	0.0247	0.01134	0.02732	0.00196	0.04036	0.02078
755	0.01967	-0.03231	0.02352	0.00673	0.01797	0.01111	0.01623	0.00444	0.03341	0.00378
758	0.02189	-0.02724	0.02094	0.00498	0.00567	0.00575	0.00128	0.00591	0.02085	-0.01576
759	0.02015	-0.02561	0.01781	0.00788	0.0046	0.00895	-0.00377	0.00766	0.02247	-0.02119
763	0.02155	-0.01851	0.01314	0.00831	-0.00642	0.00505	-0.01743	0.00804	0.01896	-0.02919
765	0.02174	-0.0149	0.01011	0.00855	-0.00919	0.00451	-0.02138	0.0085	0.01898	-0.02627
766	0.02196	-0.01319	0.00872	0.00837	-0.0105	0.00414	-0.02315	0.0088	0.0186	-0.0243
768	0.02168	-0.00791	0.00396	0.0092	-0.01317	0.00399	-0.02728	0.00916	0.01918	-0.01838
769	0.02218	-0.0056	0.00221	0.00836	-0.01435	0.00325	-0.02853	0.00952	0.01827	-0.01434
771	0.02244	-0.00163	-7e-04	0.0079	-0.01499	0.00182	-0.02884	0.00963	0.01754	-0.0082
772	0.02278	0.00075	-0.00257	0.00715	-0.01536	0.00121	-0.029	0.00986	0.01685	-0.00416
773	0.0224	0.00329	-0.00434	0.00761	-0.01483	0.00012	-0.02781	0.00935	0.01635	-0.00095
774	0.02226	0.00519	-0.00584	0.00761	-0.01429	-0.00035	-0.02679	0.00909	0.01606	0.00126
776	0.02166	0.00803	-0.00799	0.00812	-0.01274	-0.00118	-0.02414	0.00825	0.01551	0.00354
777	0.0214	0.01011	-0.00956	0.00796	-0.01126	-0.00175	-0.02172	0.00786	0.01463	0.00489
783	0.02078	0.02169	-0.01824	0.00471	0.00191	-0.00513	-0.0021	0.00755	0.00788	0.00204
784	0.02006	0.02388	-0.01943	0.00527	0.00515	-0.00659	0.00231	0.00749	0.00664	-0.00016
787	0.02302	0.02709	-0.02547	-0.00316	0.00877	-0.00032	0.01204	0.00281	0.00456	-0.00624
788	0.01951	0.02895	-0.02303	0.00342	0.01359	-0.00789	0.01456	0.00661	0.0019	-0.0091
790	0.02025	0.03062	-0.02515	0.00054	0.01625	-0.00632	0.01955	0.00514	-1e-04	-0.01314
793	0.02128	0.03154	-0.02724	-0.00263	0.01744	-0.00358	0.02339	0.00251	-0.00113	-0.01639
794	0.02101	0.0318	-0.02705	-0.0023	0.01806	-0.0042	0.02377	0.00296	-0.00165	-0.01679
797	0.01873	-0.03719	0.02708	0.00567	0.02972	0.01286	0.03317	0.00138	0.04232	0.03398
798	0.0189	-0.0371	0.0272	0.00556	0.02935	0.01252	0.03301	0.00125	0.04213	0.03323
799	0.01894	-0.03696	0.02711	0.00556	0.02896	0.0124	0.03251	0.00128	0.0417	0.03216
801	0.01959	-0.0365	0.02744	0.00541	0.02746	0.01153	0.03141	0.00116	0.04196	0.02868
803	0.01963	-0.0357	0.02673	0.00567	0.02556	0.01143	0.02845	0.00179	0.04036	0.02339
805	0.01757	-0.03157	0.02061	0.00944	0.01803	0.01517	0.01184	0.00687	0.03348	-0.00228
806	0.01718	-0.03039	0.01914	0.01033	0.01608	0.0158	0.00793	0.00785	0.03233	-0.00743
808	0.01735	-0.02796	0.01717	0.01084	0.01119	0.01481	0.00097	0.00862	0.02857	-0.01667
809	0.01777	-0.02587	0.0158	0.01099	0.00725	0.01347	-0.00404	0.00883	0.02622	-0.02198
810	0.01938	-0.02291	0.01492	0.01002	0.00127	0.00972	-0.00971	0.00822	0.02325	-0.02654
812	0.02027	-0.01908	0.01261	0.01008	-0.00467	0.00718	-0.0166	0.00804	0.02123	-0.03014
813	0.02032	-0.018	0.01179	0.0103	-0.00596	0.00679	-0.01826	0.008	0.02097	-0.0306
814	0.02005	-0.01731	0.01112	0.01088	-0.0065	0.00681	-0.01904	0.00773	0.02117	-0.0308
815	0.02044	-0.01501	0.00939	0.01069	-0.00829	0.00614	-0.02138	0.00809	0.02112	-0.0285
818	0.02036	-0.00857	0.0041	0.01154	-0.01206	0.00489	-0.02634	0.00804	0.02108	-0.02146
820	0.02097	-0.00376	0.00055	0.01059	-0.01392	0.00316	-0.02807	0.00832	0.01966	-0.01362
823	0.02052	0.00337	-0.00434	0.0111	-0.01389	-6e-05	-0.02658	0.00737	0.01799	-0.00333
827	0.02013	0.00998	-0.00883	0.01071	-0.0109	-0.003	-0.0216	0.00728	0.01558	0.00364
828	0.01991	0.01127	-0.00984	0.01074	-0.00997	-0.0033	-0.02003	0.00689	0.01516	0.00437
829	0.01993	0.0126	-0.01063	0.01033	-0.0086	-0.00406	-0.01833	0.0075	0.0143	0.00476
830	0.01912	0.01605	-0.01266	0.01067	-0.00446	-0.00611	-0.01264	0.00768	0.01231	0.004
835	0.01786	0.02542	-0.01839	0.00914	0.00841	-0.01097	0.00468	0.00927	0.00521	-0.00194
836	0.01852	0.02607	-0.01949	0.0074	0.00928	-0.01001	0.00646	0.00895	0.00452	-0.00315
839	0.0182	0.02992	-0.02214	0.00546	0.01588	-0.0108	0.0159	0.00838	3e-04	-0.01028
842	0.01912	0.03136	-0.02424	0.00238	0.01814	-0.00895	0.02038	0.00695	-0.00148	-0.01408
844	0.01922	0.03199	-0.02482	0.00178	0.01937	-0.00893	0.02221	0.00686	-0.00238	-0.01594
846	0.02022	0.03231	-0.02639	-0.00031	0.01963	-0.00693	0.02427	0.00528	-0.00242	-0.01802
848	0.01781	-0.03706	0.02589	0.00637	0.0301	0.01433	0.03177	0.00239	0.0413	0.03352
849	0.01803	-0.03697	0.02607	0.00623	0.0297	0.01393	0.03164	0.00222	0.0412	0.03275
850	0.019	-0.03675	0.02698	0.00578	0.02853	0.01257	0.03177	0.00158	0.04224	0.03071
853	0.01829	-0.03511	0.02469	0.00746	0.02547	0.01427	0.02508	0.00377	0.04063	0.01944
854	0.01523	-0.03251	0.01902	0.01172	0.02186	0.01971	0.01309	0.00826	0.03624	0.00079
856	0.01145	-0.02974	0.01268	0.0162	0.01842	0.02509	0.00148	0.01189	0.03011	-0.01599
859	0.01156	-0.02791	0.01139	0.01679	0.015	0.02415	-0.00278	0.01176	0.02849	-0.02161
864	0.0191	-0.01704	0.01021	0.01229	-0.00614	0.00803	-0.01945	0.00754	0.0223	-0.03176
867	0.01623	-0.01137	0.00438	0.01737	-0.00873	0.00881	-0.02341	0.00478	0.02382	-0.02901
874	0.01884	0.00603	-0.00579	0.01388	-0.01265	-0.00197	-0.0242	0.00554	0.0178	-0.0013
876	0.01803	0.00883	-0.00733	0.01497	-0.01099	-0.00387	-0.02174	0.00528	0.01704	0.00102
878	0.01768	0.01144	-0.00893	0.01517	-0.00919	-0.00535	-0.01918	0.00547	0.01614	0.00293
883	0.01635	0.02346	-0.01571	0.01305	0.00577	-0.01253	0.00018	0.00925	0.00706	0.00072
884	0.01621	0.02476	-0.01638	0.01269	0.00776	-0.01334	0.00256	0.00989	0.0058	-0.00037
888	0.01628	0.02905	-0.01924	0.01011	0.01507	-0.01471	0.01204	0.01108	0.00101	-0.00715
890	0.01723	0.03068	-0.02141	0.00692	0.0177	-0.01307	0.01678	0.01002	-0.00104	-0.01111
891	0.01738	0.03118	-0.02189	0.00619	0.01859	-0.01286	0.01813	0.00991	-0.00176	-0.0123
892	0.01759	0.0316	-0.02244	0.00537	0.01927	-0.01238	0.01943	0.00948	-0.00232	-0.01343
893	0.01773	0.0319	-0.02278	0.00491	0.01983	-0.01226	0.02028	0.00949	-0.00277	-0.01429
897	0.01655	-0.03723	0.02455	0.00696	0.03135	0.01607	0.03108	0.00339	0.03962	0.03555
898	0.01637	-0.03713	0.02427	0.00714	0.03123	0.01634	0.03054	0.00361	0.03931	0.03479
900	0.01778	-0.03676	0.02557	0.00669	0.02951	0.01464	0.03057	0.00284	0.04152	0.0314
903	0.01488	-0.03258	0.0187	0.01186	0.02221	0.02013	0.01306	0.00842	0.03576	0.00124
904	0.01139	-0.031	0.01365	0.01556	0.02089	0.02528	0.00504	0.01151	0.0311	-0.01026
905	0.01046	-0.0304	0.0122	0.01663	0.02022	0.02653	0.00259	0.01222	0.02973	-0.01383
906	0.01014	-0.02986	0.01142	0.01714	0.01937	0.02691	0.00083	0.01257	0.02894	-0.01632
907	0.00993	-0.02946	0.01093	0.01754	0.01871	0.0271	-0.00027	0.01266	0.02864	-0.01811
909	0.00967	-0.02848	0.00997	0.01818	0.01703	0.02699	-0.0026	0.01257	0.02772	-0.02135
911	0.01477	-0.02326	0.01119	0.01539	0.00546	0.01692	-0.00989	0.00915	0.02665	-0.02812
912	0.01755	-0.01854	0.01019	0.01395	-0.0034	0.01069	-0.01745	0.00753	0.02411	-0.03267
913	0.01775	-0.01738	0.00948	0.01402	-0.00486	0.00995	-0.01902	0.00734	0.02375	-0.03287
914	0.01586	-0.01701	0.00788	0.01646	-0.00376	0.01211	-0.01895	0.00668	0.02477	-0.03304
916	0.01795	-0.01388	0.00702	0.01451	-0.00777	0.00846	-0.02223	0.00682	0.02338	-0.03034
917	0.01565	-0.0119	0.00442	0.01803	-0.00802	0.00956	-0.02285	0.00455	0.02412	-0.02988
918	0.01843	-0.00941	0.00407	0.01458	-0.01075	0.00627	-0.02516	0.00633	0.02275	-0.02494
919	0.016	-0.00668	0.00166	0.01881	-0.0111	0.00587	-0.02488	0.00297	0.02351	-0.02367
920	0.01872	-0.00443	0.00071	0.01445	-0.01271	0.00392	-0.02665	0.00593	0.02153	-0.01739
925	0.01643	0.0085	-0.00682	0.0177	-0.01091	-0.00419	-0.02107	0.00317	0.01749	-9e-05
927	0.01632	0.01101	-0.00829	0.0176	-0.00919	-0.00574	-0.01882	0.0038	0.01661	0.00183
929	0.01542	0.01502	-0.0098	0.01813	-0.00468	-0.00945	-0.01362	0.00576	0.01387	0.0028
932	0.01524	0.02164	-0.01354	0.01599	0.00363	-0.01337	-0.00335	0.00896	0.00861	0.00176
936	0.01501	0.0271	-0.01671	0.01378	0.012	-0.01619	0.00699	0.01135	0.00322	-0.00321
937	0.01489	0.02832	-0.01722	0.01327	0.01422	-0.01701	0.0094	0.01222	0.00164	-0.00497
942	0.01631	0.03152	-0.02076	0.00806	0.01966	-0.01517	0.01793	0.01157	-0.0026	-0.01219
946	0.0155	0.03284	-0.02026	0.00862	0.02273	-0.01758	0.0199	0.01396	-0.0053	-0.01435
948	0.01502	-0.03704	0.02261	0.00782	0.03185	0.01803	0.02886	0.00473	0.03669	0.03481
951	0.01439	-0.03577	0.02087	0.00937	0.0294	0.01941	0.02385	0.00616	0.03579	0.02485
958	0.00834	-0.02898	0.00906	0.01886	0.01861	0.02872	-0.0021	0.01301	0.02667	-0.02012
962	0.01345	-0.02095	0.00855	0.01735	0.00257	0.01695	-0.01384	0.00805	0.02501	-0.03149
963	0.01664	-0.01738	0.00865	0.01526	-0.00422	0.01122	-0.01903	0.0071	0.02401	-0.03347
964	0.01376	-0.01651	0.00617	0.01887	-0.00302	0.01377	-0.01872	0.00539	0.0246	-0.03289
966	0.01697	-0.01397	0.00658	0.01596	-0.0072	0.00937	-0.02196	0.00618	0.02421	-0.03152
969	0.01467	-0.00689	0.00147	0.02067	-0.0107	0.00639	-0.02399	0.00124	0.02353	-0.02475
970	0.01413	-0.00433	8e-05	0.02183	-0.01128	0.0046	-0.02369	-7e-05	0.02296	-0.0212
971	0.014	-0.00142	-0.00145	0.02223	-0.01157	0.00251	-0.02323	-0.00053	0.02216	-0.01684
973	0.01357	0.00348	-0.00383	0.023	-0.01158	-0.00128	-0.02167	-0.00136	0.02038	-0.00925
974	0.01415	0.00778	-0.00598	0.02177	-0.01065	-0.00451	-0.02014	0.00027	0.01842	-0.00252
976	0.01433	0.01044	-0.00736	0.02102	-0.00913	-0.00636	-0.0182	0.00148	0.01703	0.00041
979	0.01428	0.01553	-0.00959	0.02012	-0.0041	-0.01064	-0.01272	0.00497	0.01387	0.00286
982	0.01316	0.02216	-0.01216	0.01971	0.00479	-0.01641	-0.00287	0.00929	0.00822	0.00195
983	0.01282	0.02451	-0.01332	0.01932	0.00818	-0.01804	0.00124	0.01038	0.00605	0.00066
986	0.01308	0.0271	-0.01464	0.0173	0.01255	-0.01936	0.00583	0.01275	0.0028	-0.00205
987	0.01356	0.02842	-0.01574	0.01553	0.01479	-0.01927	0.00864	0.01344	0.00109	-0.00418
989	0.0136	0.03009	-0.01667	0.01436	0.01786	-0.01995	0.01223	0.01436	-0.00121	-0.00707
990	0.0141	0.03082	-0.01761	0.01285	0.01911	-0.01934	0.01419	0.01429	-0.00222	-0.00881
991	0.01396	0.03139	-0.01762	0.01251	0.02026	-0.01979	0.01513	0.01493	-0.00327	-0.00963
993	0.01362	0.03249	-0.01755	0.01207	0.02263	-0.0209	0.01693	0.01634	-0.00544	-0.01146
997	0.01067	-0.03676	0.01733	0.00982	0.03365	0.02302	0.02355	0.00796	0.02733	0.03456
